,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdimgrey,kMEsilver
ANG,79,black,black,0,0.7324833721949511,0.13480406032195152,0.09559871179704202
APOC3,117,black,black,0,0.7312185942041699,0.06261504493419974,0.21234346444334665
ECHDC2,105,black,black,0,0.7309388433462966,-0.01434796973216917,0.3579312808195685
RBP4,118,black,black,0,0.7304997077219356,-0.012701156682554046,0.27273933572992354
PTK2,128,black,black,0,0.7303551910458836,-0.15815336492729448,0.4804401001113444
SDC2,100,black,black,0,0.7294191208302429,0.04665249748421846,0.2289164057698537
FNIP1,141,black,black,0,0.7290848280790267,-0.37876993336771453,0.6004365277583565
WWC2,114,black,black,0,0.7290443709726815,-0.22369472493976436,0.4727977442255161
PDE4D,141,black,black,0,0.7282273364647537,-0.4500637469058804,0.7936593123801637
KNG1,101,black,black,0,0.7276291602865842,-0.20865229097739313,0.384783199262257
SH3D19,118,black,black,0,0.727378410334128,-0.3327303144881857,0.5691466616541561
ALCAM,115,black,black,0,0.727122634190463,-0.2700153279790585,0.616839658927407
CYP4F3,76,black,black,0,0.7266738992819198,0.0925583221687121,0.10660315778004067
GPT2,86,black,black,0,0.7266354882850585,-0.03698477279966722,0.16902560064634656
DST,126,black,black,0,0.7262340409460608,-0.2234226874926759,0.556067606194752
ACADSB,97,black,black,0,0.7249219818114264,0.0005413455034008227,0.2052182166799404
ABCD3,110,black,black,0,0.7246504706792489,-0.143213656456979,0.399092491827592
C4BPA,87,black,black,0,0.7224585217505894,0.1265957152240799,0.1357979005645685
RALGPS2,113,black,black,0,0.7224482530304216,-0.09080070109836179,0.40502375902538124
LEAP2,80,black,black,0,0.7217659339170014,0.15201344575735246,0.03385726307393549
AQP9,75,black,black,0,0.7216582329219937,0.019952889788000496,0.15854910378903098
AHSG,103,black,black,0,0.7208308256104266,0.040338323710995126,0.19539332001580215
SLC66A2,103,black,black,0,0.719752187437617,0.09027550326831414,0.22059447741275237
UBE2E2,125,black,black,0,0.7187235229462947,-0.21258197968715337,0.5664010781087161
STK3,127,black,black,0,0.7184921961948917,-0.33790889024323534,0.6229626325166823
TRIO,140,black,black,0,0.7167935156156905,-0.1113790937685706,0.3953581205254324
ADI1,96,black,black,0,0.716781235122737,0.06665924452859821,0.16902375751677354
PRDX6,102,black,black,0,0.7157441213545369,-0.006424508405479894,0.2250424993487957
FTX,141,black,black,0,0.7154727507857443,-0.3061113651643905,0.5514318373092302
ABCA1,118,black,black,0,0.7153979039371273,-0.11325326353373011,0.49236770908737665
TRIP12,141,black,black,0,0.7127563938843543,-0.23080829927229005,0.4695869196444109
TTC28,124,black,black,0,0.7126608230790695,-0.34285237460841994,0.5672831311564426
ARHGEF12,126,black,black,0,0.7114459544006684,-0.25935004052033955,0.511087643201741
MAGI1,128,black,black,0,0.710940571056596,-0.3174363126805145,0.5873705242431482
EGLN1,117,black,black,0,0.7105745841518182,-0.1934749296174441,0.46623604883942116
NORAD,108,black,black,0,0.7102927003790772,0.17859238317982778,0.18204294211765376
SCARB2,114,black,black,0,0.7095934543698373,-0.027466655250059254,0.3628099127452524
A1BG,89,black,black,0,0.7087725382172961,0.19021173158066776,0.021899836356352922
ABCC6,86,black,black,0,0.7077520714361707,-0.15416311839057606,0.33043152923141283
TTPA,89,black,black,0,0.7068259188954383,-0.09049566564060647,0.23017326461462181
SERPINA1,134,black,black,0,0.7027186165176458,-0.2442146278130001,0.44285924601609367
ZBTB16,141,black,black,0,0.7005791937905154,-0.39371964654994784,0.5164829879198232
TFG,111,black,black,0,0.6973244594491194,0.019392756456339852,0.3535121288319763
FH,87,black,black,0,0.6934603417215568,0.19816771238296285,0.0394461549063956
PTPRG,127,black,black,0,0.6922523294836838,-0.31901426126075777,0.6008611380295625
TRMT11,119,black,black,0,0.691615730057859,-0.12327590454676939,0.4341366136403728
ROCK2,133,black,black,0,0.6912224240832535,-0.20663752768666374,0.4274382694913679
NAV2,124,black,black,0,0.6903047602578604,-0.3344778654567446,0.6363772253023648
CTNND1,125,black,black,0,0.6901457832209901,-0.02610103024707818,0.4370949185848754
NEDD4L,118,black,black,0,0.689242488641692,-0.25759362163466015,0.5346991059001396
SCD,97,black,black,0,0.6883170929239351,-0.01606304157309084,0.2120947087258313
VPS54,119,black,black,0,0.6870126912203754,-0.2578482837385249,0.5669159817156602
PLPP1,121,black,black,0,0.6860208816274451,-0.22412397725979727,0.4260398807926948
PTMS,104,black,black,0,0.6843408860716446,0.045908645130908546,0.20537401394800694
PID1,116,black,black,0,0.6821082221879061,-0.15692128679262393,0.495770619400253
ARHGAP5,119,black,black,0,0.6815836967245684,-0.2545743856849618,0.49459571632924604
NUTM2A-AS1,116,black,black,0,0.6799501357032738,-0.013241532971363002,0.25836894288287704
ABCB11,95,black,black,0,0.6797797680667107,0.022604777561175744,0.2078731562355642
PARD3B,133,black,black,0,0.679754902873783,-0.27536658186276664,0.6109356273355617
NFIA,137,black,black,0,0.6788478739812815,-0.037220852024487265,0.42359944847559633
PRAP1,81,black,black,0,0.6773920007512582,0.1151340049887483,0.05241865269774988
L3MBTL4,120,black,black,0,0.6765657018661686,-0.05923539514892157,0.48278068360190035
C4BPB,70,black,black,0,0.6758646122401053,0.10531532738185474,0.029342047830500664
CFHR2,74,black,black,0,0.6734952886662053,0.061156570201513834,0.09088589107052657
GRHPR,94,black,black,0,0.6732884076240832,0.14156113441512583,0.10748877745335877
TSHZ2,121,black,black,0,0.6723674174214407,-0.19111204199373671,0.5072598395615292
TACC1,139,black,black,0,0.671951333726173,-0.17393215075085108,0.39131069821736014
MBNL3,106,black,black,0,0.6714884405464988,0.08295622113525847,0.1782793533690183
APOA1,112,black,black,0,0.669775383694771,0.04481334633300942,0.43721434436778
TSC22D1,125,black,black,0,0.6696339825350528,-0.15319664734430835,0.3994822012714263
RHOBTB3,122,black,black,0,0.6689712596402917,-0.21102481527229766,0.4759364027741971
TOR1AIP2,107,black,black,0,0.6677060777215366,0.016754139812609092,0.12527693930567657
MT1X,99,black,black,0,0.6659689934744408,0.2651019080348756,0.0021660113701461427
ACADVL,104,black,black,0,0.6649404385010376,0.12536770142632214,0.0970018342054842
AGMO,114,black,black,0,0.6646240986444594,-0.2224524197734508,0.4932370160131878
TBCK,126,black,black,0,0.6642777606587914,-0.20886121538989783,0.5315370586041578
AOPEP,134,black,black,0,0.6640324080373928,-0.33740549230124767,0.5830505311889013
CADPS2,123,black,black,0,0.6636603782835958,-0.20407938648847643,0.5733284906349643
PDLIM5,127,black,black,0,0.6633421543345027,-0.15027432199075666,0.4863549619312559
SPTBN1,134,black,black,0,0.6628226328692448,-0.05144129840589468,0.24993675446331748
FP671120-4,130,black,black,0,0.6620681611183458,-0.2979499264149327,0.34617168273962456
SLC25A13,119,black,black,0,0.6612751647781604,-0.19280673245202268,0.4055810518744371
LPP,141,black,black,0,0.658553750198763,-0.5396291826701504,0.7437321788507169
SLCO1B1,91,black,black,0,0.6577596380717822,-0.013773554947341072,0.2512171964709637
DAP,113,black,black,0,0.656511650653766,-0.08797472659759671,0.28538558529304686
SNX13,121,black,black,0,0.6558202783878252,-0.07535373151258701,0.4251912835637245
DLC1,128,black,black,0,0.6556653799695717,-0.14791591598830098,0.4848954968208729
GALNT2,124,black,black,0,0.6545343383183291,-0.0801819947856729,0.43253042267729164
APOH,107,black,black,0,0.6544995784466787,0.025007181436490167,0.10586838962715857
EVI5,129,black,black,0,0.6539458645935805,-0.31296261076674536,0.5750952576572399
PSD3,126,black,black,0,0.6531927317788002,-0.22525289175639215,0.5257068560095394
CFHR1,81,black,black,0,0.6520934032118451,0.14187962406978627,0.06279300749221454
NRIP1,125,black,black,0,0.6500284278309268,-0.04641855672074428,0.4245848924085303
CYP2E1,98,black,black,0,0.6479938323737612,0.30874054111368876,-0.08968689431557962
TTC37,117,black,black,0,0.6478375852244072,-0.22803190907685028,0.4032602941305657
HIBADH,111,black,black,0,0.6466553272283786,-0.01719139521921807,0.30241801740163243
RAD23B,120,black,black,0,0.6457701904976824,-0.09566503419376259,0.40624324083263597
ALB,138,black,black,0,0.6451514177773011,0.08870350854882189,0.3586215327538236
MGST1,117,black,black,0,0.6451454384628482,0.11614887672335816,0.2535260062212599
METTL7A,114,black,black,0,0.6446646427384638,-0.18560668231287306,0.36192671404086124
AC008014-1,124,black,black,0,0.6436018150208753,-0.34233659858064874,0.5148726080613275
EHBP1,131,black,black,0,0.6434119332326861,-0.35318663524607985,0.5474092995792199
KIF13A,124,black,black,0,0.6425282396064756,-0.35730890763343276,0.5832082452996584
IL6ST,134,black,black,0,0.6422806955120975,-0.28913851348631386,0.4650066822203286
MAPK8,124,black,black,0,0.640471733870619,-0.0383695790163969,0.4164928753565673
APOC4,82,black,black,0,0.6402944120702047,-0.0003290271462880069,0.07207830515626572
VAPA,120,black,black,0,0.6401842660836343,-0.024093231356444273,0.3300820465709104
LRMDA,132,black,black,0,0.6390085453124926,-0.2615917994805464,0.5565538463639454
TCF7L2,129,black,black,0,0.6387407569989407,-0.013950678024401864,0.40976324355510485
H6PD,108,black,black,0,0.6380223646199688,0.0861329484148881,0.16429542753286075
CAT,101,black,black,0,0.637446387490102,0.18381520306405016,0.0908139371778267
NBEAL1,133,black,black,0,0.6359497966809264,-0.1468619397753949,0.4020800136599309
LRRFIP2,129,black,black,0,0.635323131683115,-0.31350738952898966,0.5131075254791256
PTGR1,105,black,black,0,0.6347001601965226,0.018312342136284805,0.18225213192312475
SHANK2,124,black,black,0,0.6328485036963732,-0.3595134133643739,0.623231820734164
LAMP2,112,black,black,0,0.631824359806273,0.15045877266389118,0.16404725952154756
AKR1C1,102,black,black,0,0.631631185120503,-0.006460136771291709,0.1929387697800797
PDE8A,134,black,black,0,0.630759362695257,-0.30640527396862155,0.5378164970492895
HDAC8,126,black,black,0,0.6305473642320188,-0.32374810612772187,0.5671026070666604
SNHG14,136,black,black,0,0.6294542481940938,-0.048748130743319774,0.4506882164953132
SMURF1,130,black,black,0,0.6288787533142519,-0.3179563243784164,0.48716027166716425
CDK14,131,black,black,0,0.6281296856425891,-0.36630391370534,0.5777807379622716
SPECC1L,127,black,black,0,0.6266757633272605,-0.3795781561239406,0.5248811090068605
SPATS2L,130,black,black,0,0.6265309367460162,-0.2503647319777444,0.4719205091611012
CHPT1,107,black,black,0,0.6246728823337214,0.05609067216133116,0.19488001341156266
C2,108,black,black,0,0.6235171430255523,0.046563804380095594,0.21334168346438454
NNT,121,black,black,0,0.623146586185491,-0.18835658982223982,0.42835504134829683
MLEC,107,black,black,0,0.6226591215550834,-0.15393254344713447,0.20870284676636186
DCAF6,132,black,black,0,0.6209570118567065,-0.30772883980460836,0.4580130462516146
ALDH1A1,119,black,black,0,0.6190097113772633,-0.08563299584265037,0.29114930749051415
LPGAT1,124,black,black,0,0.6185252827882662,-0.09640785067972525,0.42558278631269303
HSD17B4,123,black,black,0,0.6176385033918009,-0.2412747348417964,0.38218691069974825
SOX5,133,black,black,0,0.6170358442082694,-0.2663933670554464,0.5543334348994995
EXOC6B,136,black,black,0,0.6138998870823915,-0.3242104251790296,0.5776772513384056
TMEM131,131,black,black,0,0.6122021713706917,-0.34936420659584283,0.5222719252529627
CADM1,117,black,black,0,0.6120878959032946,-0.20453193763859207,0.40701919486781074
DICER1,126,black,black,0,0.6118194796211391,-0.17445734957684683,0.4141338458752401
IFITM3,106,black,black,0,0.6112243032887709,0.33370636657744407,-0.07165009177835624
PTPRM,137,black,black,0,0.610464795898194,-0.010516655141341393,0.31917887267261896
ATXN10,126,black,black,0,0.6091616028576035,-0.13442117322875757,0.43111916177682913
PTEN,138,black,black,0,0.6088302502975473,-0.24113430665941962,0.4823641994428987
VPS41,126,black,black,0,0.6081452036599445,-0.18818911979900232,0.44224849372231584
C1ORF43,102,black,black,0,0.607617093535117,0.11694630465834066,0.061800367971690015
IRS2,122,black,black,0,0.606254820687266,-0.06215543861526225,0.3742191850800615
TM9SF3,133,black,black,0,0.6051954716301633,-0.23092797212999586,0.42698004307460546
FAM120B,124,black,black,0,0.6051718243573415,-0.14660527566432166,0.3614195063988716
SIK2,131,black,black,0,0.6050419878065257,0.12094094416941222,0.299618438031267
TRIM44,128,black,black,0,0.6044200432769479,-0.16617707825950795,0.3511902038905498
APLP2,127,black,black,0,0.6043086240986095,-0.17838082105426634,0.36970439772314323
TTR,115,black,black,0,0.6033498730055368,0.26300273467494184,0.06844001194751365
ATRN,124,black,black,0,0.6031306296162929,-0.3391945059172901,0.4404080090660457
MAP4K3,136,black,black,0,0.6024116053826178,-0.3172042836223068,0.5375368451752724
ANKS1A,134,black,black,0,0.6022831314908811,-0.07322417722627476,0.3206483090570101
LINC01473,127,black,black,0,0.6022554586753628,-0.030677759266575153,0.4367844360206917
WASHC4,121,black,black,0,0.6018730818389817,-0.09964563283827325,0.31481526772889906
RNF130,129,black,black,0,0.6016115159383588,-0.23531998491786213,0.43934462102167215
SORD,102,black,black,0,0.6012806209308683,0.03239725574386278,0.20647722593669737
TFR2,102,black,black,0,0.6012687896168747,-0.015133128103886489,0.2719859680186363
FBXW11,126,black,black,0,0.6004138088016466,-0.21153346021421032,0.4863759863880802
AGAP1,138,black,black,0,0.5989713404642945,-0.3190624885476466,0.5068922120033749
CTNNA1,134,black,black,0,0.5981904700302066,-0.23412625652986804,0.47931004224663765
SLC38A2,136,black,black,0,0.5973094445814955,0.15066254383610528,0.16869112563836114
FNDC3B,140,black,black,0,0.5968414197967357,-0.32336023818870313,0.5723885234462326
EXT1,136,black,black,0,0.5963572440597632,-0.37011350791022396,0.5625433812650071
ATP13A3,134,black,black,0,0.5955911746897767,-0.29315325234492207,0.47972508277010184
JPX,128,black,black,0,0.5952172827708063,-0.09596265429097708,0.38982749003635503
SETD5,135,black,black,0,0.594769347238529,-0.20604402911486266,0.4239214019742208
EXOC4,141,black,black,0,0.5942671995402148,-0.4560157145929775,0.7327727067662017
AIG1,119,black,black,0,0.5938531748177507,-0.004823354041219838,0.3175161855511276
HDGF,103,black,black,0,0.5931883288636951,0.20675573978130718,0.05167467265125811
ALAS1,96,black,black,0,0.593000510211363,-0.09124138282664784,0.1123193288474412
ASAP1,137,black,black,0,0.5928178798574621,-0.31184475446879434,0.5301353672719108
PPP1R12B,131,black,black,0,0.5925830426562338,-0.22274796697371826,0.45226942013542826
DOCK4,126,black,black,0,0.5918462509295909,-0.1667811509260934,0.4894221480788056
APOC1,134,black,black,0,0.5917288559921143,0.36116447247704986,-0.05257895041020258
SDHC,111,black,black,0,0.5914341687717433,-0.060061093848078104,0.1848377408068001
ITGB1,139,black,black,0,0.5902976351107685,0.007650952930408988,0.2703947852624108
GBE1,124,black,black,0,0.5895718168067908,-0.1567384756223913,0.5057457305984393
ITSN1,126,black,black,0,0.589285650157235,-0.3766362247994132,0.5962215945308094
PSMD1,123,black,black,0,0.5883199445721469,0.035640198932263195,0.2939638098113717
SCP2,128,black,black,0,0.5865328053755271,0.027045146609143957,0.23135969844936694
RALGAPA2,133,black,black,0,0.5858441613136719,-0.15938205217712673,0.4439298031196603
CES1,117,black,black,0,0.5855353535416129,0.26193446860288816,0.09751343936167024
DYM,141,black,black,0,0.583912341559259,-0.33712172566914217,0.6695372390783239
INSIG1,109,black,black,0,0.5806605391540545,0.28518993748341664,-0.04506372594534384
METTL15,129,black,black,0,0.579786912554609,-0.025845869091161013,0.4188890714802749
DOCK5,128,black,black,0,0.579172192908113,-0.39744986787000525,0.6256059943250275
LONP2,126,black,black,0,0.5790545274689266,-0.12410284679474311,0.32691767765764834
GMDS-DT,130,black,black,0,0.577342251454219,-0.13449213760897083,0.44334249694115446
IBTK,122,black,black,0,0.5769741596419629,-0.02901098867092355,0.3337309919615189
PRKN,141,black,black,0,0.576675644884174,-0.32894320971429886,0.6639740386741896
GPC6,129,black,black,0,0.5760887380509979,-0.259872292582991,0.6128987968235476
GLUD1,122,black,black,0,0.5749030359984536,-0.017250571460751776,0.29842643324417584
PHKB,133,black,black,0,0.574139088023831,-0.31927419688397707,0.5111631356457043
DCXR,99,black,black,0,0.5738101835922199,0.3212511639472894,-0.11431861955869428
HPR,56,black,black,0,0.5735918241592213,0.1476825187200224,-0.12510918250396258
LMAN1,121,black,black,0,0.5732905366638872,-0.10606022930583149,0.30427629306705845
CHD9,139,black,black,0,0.572948510827981,-0.03054422483790613,0.4786903348433439
TMEM123,122,black,black,0,0.5717512588070919,0.012216913553346814,0.26044876145246815
ECPAS,129,black,black,0,0.5710001716675714,-0.35186319817964934,0.43969758060199055
NFIC,133,black,black,0,0.5697856662019724,-0.3208490936770592,0.3977677389490736
ITPR2,139,black,black,0,0.5695570353266566,-0.2413570557861484,0.4173954312880206
DECR1,121,black,black,0,0.5684132475091247,-0.06956852763246309,0.29608025754317124
HIPK3,132,black,black,0,0.5678385259002556,-0.3594501323822204,0.4808916377551654
ESYT2,141,black,black,0,0.5672711254855213,-0.3461762572679161,0.5635792419003627
BRI3,117,black,black,0,0.5655413023365599,0.040844063558545,0.16505929634065214
MARCH7,129,black,black,0,0.5653066383365286,-0.14204119789454325,0.41026952529679384
MBNL2,138,black,black,0,0.5651904833867778,0.04356471102477826,0.26776856219131756
FGGY,126,black,black,0,0.5647539908457051,-0.2206906574060058,0.45789160573962906
MTR,129,black,black,0,0.5644309959422216,-0.016499109320940345,0.24029344641643563
PCCA,135,black,black,0,0.5618041509717201,-0.3110271800008512,0.5252510957104461
ACBD6,125,black,black,0,0.5617740329672666,-0.39466532685067574,0.5175053583830744
PEBP1,113,black,black,0,0.5605662047153854,0.2898228046604391,-0.052702605193051276
SAR1B,111,black,black,0,0.5602057034021417,0.13234326993731121,0.1490250621983365
DENND5B,127,black,black,0,0.5592638440944789,-0.0454694771405634,0.3582711554055129
EIF4G1,122,black,black,0,0.5587618504255779,0.013225233532477391,0.2020976852687255
BCKDHB,124,black,black,0,0.5586426478033637,-0.04932143715360839,0.3837178687026211
ANO6,129,black,black,0,0.5582458081452829,-0.14291580979596633,0.4462718704616727
ABCC2,83,black,black,0,0.5576030401913851,-0.12445548675629381,0.19885304444536764
SMC5,137,black,black,0,0.5571296190204261,-0.3840644489617631,0.5556347994816077
GTF2I,138,black,black,0,0.5566733534338868,-0.17467335933804962,0.3389268681361933
GPHN,137,black,black,0,0.5564672675829123,-0.10228069184337171,0.4441540884889891
LRPPRC,126,black,black,0,0.5561871203952297,-0.04224236022416069,0.3773008449220035
RRBP1,128,black,black,0,0.5559790458949785,-0.15160842895873616,0.29084323965170317
SETBP1,135,black,black,0,0.555841406168939,-0.04058631960972192,0.3402160095176172
ZKSCAN1,123,black,black,0,0.5555530305868057,-0.005040339431506249,0.20199046533274095
CLTC,134,black,black,0,0.5551824783644588,-0.03231126143975851,0.20179827164118197
TRIM24,125,black,black,0,0.5550881550795789,-0.3068804235297128,0.4821261866142103
MPC2,98,black,black,0,0.5549027397114131,0.11351972435312427,0.07075257120376796
MEF2A,133,black,black,0,0.5547584304373306,-0.223063854720599,0.5005884781732175
CSNK1A1,139,black,black,0,0.553316588351503,-0.26420341349104187,0.45096301932356675
RAD50,127,black,black,0,0.5526348710600996,-0.2873631032457649,0.3542624686742657
PHF14,130,black,black,0,0.5521556358781443,-0.14320934452848208,0.435500755429881
ACOX1,113,black,black,0,0.5511818273724745,-0.09401389091779197,0.21911326268815906
RPS6KC1,127,black,black,0,0.5502149627128525,-0.06289130637477484,0.32383707448331617
GSK3B,138,black,black,0,0.5501174248468431,-0.35342574673402133,0.48860327521268887
ARFGEF2,127,black,black,0,0.5489161878332925,-0.17013198537690957,0.3994879264256939
SLC23A2,130,black,black,0,0.5474733975847371,-0.2666813919819246,0.42831072864935654
CD164,122,black,black,0,0.5469139740731357,0.18106315727723138,0.12939022319146237
CPQ,134,black,black,0,0.5468342719114828,-0.1295813998805506,0.3809571529479039
COMMD10,130,black,black,0,0.5461180129090748,-0.07991498669760659,0.44284686904700216
ATE1,130,black,black,0,0.545305303780903,-0.2729592620154882,0.4934419659400733
HOOK3,132,black,black,0,0.5447335929503956,-0.16700117157167427,0.40842719570100433
TNKS2,128,black,black,0,0.5444614294994312,-0.18062679631299616,0.38594142234878714
BACH1,135,black,black,0,0.5430090155823303,-0.38070056004454084,0.55789801126856
ZFAND5,132,black,black,0,0.5426850923278158,0.04886556492134927,0.17358377106650533
HADHA,121,black,black,0,0.542452863691262,-0.015575366237432723,0.23979212925824953
WWP1,132,black,black,0,0.542426422916122,0.03804701765198751,0.3552385601174367
XRN2,131,black,black,0,0.5422072041059106,-0.21765465923264044,0.4262215217618557
SRRM2,141,black,black,0,0.5418809230737229,-0.21491907663654802,0.24158021869609725
MT2A,122,black,black,0,0.5418085769763418,0.4301803066799536,-0.13302550342970212
SMAD4,122,black,black,0,0.5412307345203576,0.029939937367626228,0.19234326137121532
IL6R,112,black,black,0,0.5401114818402537,0.04998260113122556,0.16427453967509867
ABLIM1,132,black,black,0,0.5396138262049144,-0.29242646196388195,0.4857498916548807
LUC7L2,136,black,black,0,0.5388836914120693,-0.35273694389519183,0.5018474432829098
KLF9,132,black,black,0,0.538655622955673,-0.07714380222659027,0.21773159354302687
AC118549-1,129,black,black,0,0.5377455229349539,0.003956986747355031,0.44250702355137284
MED13L,141,black,black,0,0.5374779507484163,-0.4731970672343494,0.7481723398034476
PCM1,138,black,black,0,0.5368454435393063,-0.22167821125451428,0.45254194087321314
MGMT,125,black,black,0,0.5365599291882888,-0.033793440164614656,0.27252330899530597
PHF3,135,black,black,0,0.5364925090193335,-0.017969693869233118,0.303207369119507
MIA3,121,black,black,0,0.5363110946489205,-0.007553629612601394,0.17012358965082047
PARP14,132,black,black,0,0.5361540491187463,-0.12464667572411937,0.33673800277958904
TTC3,137,black,black,0,0.5353307294675013,-0.07477666500405275,0.3479807155163785
FOXJ3,132,black,black,0,0.5353185501352888,-0.3288671273794261,0.5197610589317752
SRSF5,134,black,black,0,0.5351050886197034,-0.09209442982097968,0.32207907104015243
SBF2,137,black,black,0,0.534761170204666,-0.2783662676957942,0.522523766940924
DCAF8,120,black,black,0,0.5342654336246699,0.10338553607561489,0.11090089206587535
HIVEP2,139,black,black,0,0.5338661891354692,-0.07889186786622598,0.4511147165553934
SOD2,131,black,black,0,0.5310976658421789,-0.0017678928209945636,0.16461189366722892
CYP51A1,104,black,black,0,0.5307229386170034,0.12208032057521327,0.024472148646439085
CCNY,138,black,black,0,0.5306738701996182,-0.030797718114012287,0.28917521236417404
TASOR2,135,black,black,0,0.5303358672578289,-0.22256483854533465,0.41341460106334094
VWA8,136,black,black,0,0.5301603437402992,-0.19706264641653184,0.4860277128235871
FTO,136,black,black,0,0.5300415776664701,-0.25090720849157583,0.4499997443840944
TTC17,135,black,black,0,0.5295241270263472,-0.17859416112745602,0.42629853518353383
ZMYM4,134,black,black,0,0.5283931597627596,-0.31659478342835595,0.38100028883060794
GLUL,123,black,black,0,0.5276807549825681,0.16242486759492997,-0.08008889909749903
NBPF12,112,black,black,0,0.5270355958302676,0.15419107919169345,0.07048913008842246
XRCC5,135,black,black,0,0.5263738510963427,-0.13023182966729321,0.37614736307621094
FGD4,135,black,black,0,0.5262454012354562,-0.3971137478441781,0.636361926171785
GOLGB1,134,black,black,0,0.5251134159773501,-0.3075610749225221,0.46885293234553904
PJA2,129,black,black,0,0.5248175090334869,0.0276838238628989,0.27040072896242284
CD46,127,black,black,0,0.5241438451392688,0.04283809515585288,0.11899712939271588
SEPHS2,100,black,black,0,0.5240963833286535,0.3425300728414358,-0.09148893031206097
ZNF407,140,black,black,0,0.5226914777356204,-0.2678006412001457,0.5962488214575553
SLC30A10,99,black,black,0,0.5209583878328925,-0.18792130866272638,0.2553337006186109
HERC2,139,black,black,0,0.5189124860312211,-0.3144040922759427,0.46320314231906456
PCMTD1,131,black,black,0,0.5187668414500598,-0.05726366573314571,0.3404686527814306
BAZ2B,139,black,black,0,0.5181885228148065,-0.17192297595719527,0.415505581704933
ABHD2,134,black,black,0,0.5181546779615938,-0.22413228763553758,0.34472111934591193
SEC31A,136,black,black,0,0.5159639437913864,-0.11567481828399608,0.37258229040544233
CLINT1,130,black,black,0,0.5158874780061742,-0.34525005166098044,0.5190952896923529
CHCHD3,133,black,black,0,0.5156184505313965,0.02327948253890744,0.30142931192820277
PDXDC1,133,black,black,0,0.5142794320765434,-0.2743271179854584,0.41080356892598785
INSR,135,black,black,0,0.5127396562833911,-0.22687675181720482,0.3828657870436294
TNKS,137,black,black,0,0.5127242926915869,-0.28757943027568345,0.4776276682718099
EDEM3,126,black,black,0,0.5126264767747932,0.0478754039252078,0.1896531009364046
AGFG1,130,black,black,0,0.5118007666281416,-0.36550256645112755,0.5554088325610247
ASCC3,138,black,black,0,0.5113342971374034,-0.23541305646811164,0.4673456115899459
CEBPD,116,black,black,0,0.5112365087962917,0.37597611557281113,-0.13503964825750103
PTBP2,131,black,black,0,0.5100693963826388,-0.03220487310980837,0.3434278971454557
AUH,126,black,black,0,0.5093723371804548,-0.3400950514098352,0.4031517789175851
DNAJC3,128,black,black,0,0.5091585538358564,0.014810485627667095,0.2443394837909992
RCOR3,130,black,black,0,0.5090939252026134,-0.2332650901474202,0.4040798543857752
QKI,140,black,black,0,0.5088564923666742,0.06884910844729974,0.277640505102617
SCFD2,133,black,black,0,0.508444206670127,-0.3488157532591959,0.5349832375957769
AVL9,132,black,black,0,0.5078883774298772,-0.3752934174220055,0.523149807414939
NBAS,135,black,black,0,0.5069980573887243,-0.3341098311170052,0.5070237323437315
TBC1D8,133,black,black,0,0.506848633736165,-0.23489807351434175,0.45306157676838965
SRSF11,139,black,black,0,0.5067692080433341,-0.18316077906692327,0.36071577668646937
APOA2,137,black,black,0,0.5065873633488838,0.17761072366431754,-0.16173752975892058
ARGLU1,131,black,black,0,0.5063820033848258,-0.31390556533205277,0.31600331842699453
EIF4EBP2,112,black,black,0,0.5055587339265729,0.17908572805833972,-0.0243444158793122
RAB3GAP2,131,black,black,0,0.5053699557862812,-0.21010849457746886,0.3705738862389015
SMAD2,132,black,black,0,0.5047517804719092,-0.1826999334111826,0.3075892721331768
ETV6,135,black,black,0,0.5043693979497511,-0.32473087752442237,0.562305654554214
SEC63,128,black,black,0,0.5040174740662772,-0.12767184947292798,0.32824253793534724
MARCH6,139,black,black,0,0.5035882190531896,-0.28561655797898144,0.4045605541135272
NF1,140,black,black,0,0.5025086134192575,0.13269672444656708,0.32810068298628864
ZHX2,141,black,black,0,0.502183107100071,-0.4701590135615009,0.5901361817268416
HMBOX1,134,black,black,0,0.5019339463513135,-0.03630112725556184,0.3184012160847404
ARID1B,141,black,black,0,0.5001312753411858,-0.30943402924693025,0.6370519537987123
TMEM245,128,black,black,0,0.4992440971172588,0.10611527252285491,0.21075194784723944
ERC1,141,black,black,0,0.4989811804889193,-0.3324136217177144,0.6703764497824088
CANX,134,black,black,0,0.4986234283204195,0.09556168375640706,0.12503666237991656
URI1,130,black,black,0,0.49849237544808456,-0.04846657214364668,0.28761267376186106
CTSD,131,black,black,0,0.49785931935022437,0.4761171096313507,0.08773000563296748
REV3L,139,black,black,0,0.49665954239096427,-0.24377798623028415,0.41668285375002656
COPA,135,black,black,0,0.49616282349598334,-0.14986767490627528,0.276454962030519
UBR3,137,black,black,0,0.49590625416868866,-0.2271604947578483,0.4342662216799464
EFR3A,131,black,black,0,0.4958395689593325,-0.139809060026397,0.30994021989157966
POR,123,black,black,0,0.49556039296806637,-0.16938547816308888,0.18858782361196136
OSBPL9,133,black,black,0,0.4935266044177272,-0.09639400044906889,0.37796042391768186
ZNF148,136,black,black,0,0.49349976073417234,-0.2812577332815282,0.4371952382066976
VMP1,141,black,black,0,0.49328015060497316,-0.031821994507263085,0.40872544511644093
PKN2,136,black,black,0,0.4926035072025066,-0.30634133852962525,0.43567881751922793
