,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMElightgrey
EEF1D,99,black,black,0,0.6750119875886659,-0.6002374757762636,-0.492774515815526,-0.05492657374378815
MT2A,95,black,black,0,0.673455381816957,0.3149538514690775,-0.3507574429992881,-0.03906872338642454
RPL4,99,black,black,0,0.6680512966496641,-0.6066591152040601,-0.6446559240972346,-0.23781221778714698
COX8A,90,black,black,0,0.6635660124836475,0.02081990592675849,-0.555232589407487,-0.24065767175874953
EEF1G,98,black,black,0,0.6625404143837471,-0.33139123851607116,-0.5370274929482916,-0.07840853484549012
PSAP,98,black,black,0,0.6604298889201301,-0.19182597249211875,-0.4557616667859027,-0.05635243841191054
PABPC1,99,black,black,0,0.6563735596201216,-0.5610940321082777,-0.6769178549398636,-0.3495037896616724
NME2,91,black,black,0,0.6422887696963959,-0.14376386021269824,-0.6335519312248452,-0.27939116598999336
COX5B,91,black,black,0,0.6422857593174303,0.11288037701540303,-0.5716044610850026,-0.33739127435549493
NFKBIA,98,black,black,0,0.6414115179719787,-0.5681515571564038,-0.49283727918168396,0.016968126525536174
KLF6,99,black,black,0,0.6406877321629166,-0.7676834093638124,-0.6882905371857206,-0.44799430847340993
SQSTM1,98,black,black,0,0.6402312299792873,-0.33842432243797654,-0.575557902386049,-0.21402066633073183
ZFP36L1,99,black,black,0,0.6370119442691577,-0.5810898285309783,-0.4807781844705254,-0.10237673645306343
AC105402-3,80,black,black,0,0.6343698269798851,-0.8690955021385096,-0.5910823733089932,-0.4015655963334754
PDIA3,99,black,black,0,0.6275169895593541,-0.5262547735630667,-0.5833042662341774,-0.24958388380000293
COX6A1,91,black,black,0,0.6109082881639971,-0.0317293988078084,-0.6055664550302403,-0.22737247859850201
NDUFA4,89,black,black,0,0.6089810601451793,0.04964360271346904,-0.5518588851521353,-0.25805618834957306
TSC22D3,99,black,black,0,0.6075336599962751,-0.7452616429293595,-0.540503649466967,-0.27197611111973924
PLIN2,97,black,black,0,0.6052134094403424,-0.18062081192558782,-0.4253387756848639,-0.07337210544580548
ATP5F1B,95,black,black,0,0.5987760126521421,0.026636006897865067,-0.3978856028193572,-0.022448211991813582
UQCRQ,92,black,black,0,0.5973674176438076,0.06488462929398428,-0.6532893801946946,-0.355233102213419
HSPA1A,92,black,black,0,0.5755730829583531,-0.7736718210630776,-0.6648702592494657,-0.4182491586974692
EEF2,97,black,black,0,0.5745601585489841,0.03080953372614565,-0.30954399396678145,0.12993713804382895
ZFP36L2,99,black,black,0,0.5722856220153334,-0.6463864766926615,-0.2608186751421433,0.15855987683937148
MIF,94,black,black,0,0.5662789919978001,-0.08756342452988919,-0.3449314089103454,0.04028149679893055
TAPBP,98,black,black,0,0.5593009978936044,-0.3121903732485069,-0.25502238802328087,0.055440349543805896
PRDX1,91,black,black,0,0.5454993062424759,-0.2539738130098549,-0.6376650775127292,-0.288465801043755
INSIG1,92,black,black,0,0.5304956028589886,0.2740722641297831,-0.38525118037188494,-0.03690290623291505
ATOX1,95,black,black,0,0.5265243208203028,-0.0211993099660629,-0.5567515544673683,-0.23669477834887975
CYP51A1,91,black,black,0,0.5228407859572585,-0.1026672969120222,-0.39279715772107227,-0.12253018338182527
GSTK1,95,black,black,0,0.5177269379253872,0.18497829040559072,-0.2764916520208882,0.05242486695714743
TXN,90,black,black,0,0.5137813182800552,0.06378133189764161,-0.590472336785089,-0.44309726621910495
NUCKS1,98,black,black,0,0.5134500886534613,-0.21389323201949434,-0.2796493820044921,-0.03522708859804052
RHOB,96,black,black,0,0.5116932803527745,0.09002462347592063,-0.49919491113815845,-0.1462892787118034
GPX4,92,black,black,0,0.5074410177667346,0.13353115800249896,-0.5182009126221372,-0.26431487040217094
DNAJA1,99,black,black,0,0.5068133952072646,-0.7992221556643077,-0.6560375661006089,-0.41906437439578276
ASL,94,black,black,0,0.5058110885174802,-0.5479954301627434,-0.5361160100090847,-0.21136573905506634
CALR,98,black,black,0,0.5011611181099946,-0.2382785387655667,-0.3415183788937282,0.06216480802348934
HSPA8,99,black,black,0,0.49915321963710796,-0.5689780889316784,-0.7223716378711548,-0.44690268635470765
SARAF,99,black,black,0,0.48553581756771474,0.1158223742722329,-0.20171309615936275,-0.039306642622788615
HSPB1,97,black,black,0,0.4733522568175786,-0.5632339299719458,-0.6885726954168173,-0.44722686285772745
HSPE1,98,black,black,0,0.4721597602220603,-0.35032268518162396,-0.7080789993587187,-0.5519318094907218
NDUFC2,86,black,black,0,0.4689124236657893,0.022153012119691652,-0.49603737261393954,-0.22378024251580628
CD164,96,black,black,0,0.46869483325049466,0.3397845184176367,-0.15843720867068392,0.19667351569137426
P4HB,97,black,black,0,0.4616818058859233,0.14498569114874194,-0.2357266007002717,0.1073367802215763
SERP1,93,black,black,0,0.4579829638229,0.1996626797164192,-0.2780065887944335,-0.08097497169960122
MCL1,99,black,black,0,0.4574808757136791,-0.2501463817326868,-0.5110091460328241,-0.39543182510146574
GNAS,98,black,black,0,0.4460046721674349,0.05538842452211839,-0.27428276509828653,-0.1550713865091682
