,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMElightgrey
MT1E,71,darkgrey,darkgrey,1,0.08815698099182698,0.6696360854419083,-0.1384994663524753,-0.33608217944954744
XRCC5,99,darkgrey,darkgrey,1,-0.3768839409195407,0.6670322346762028,0.43721681543492014,0.17715285483501955
NCOA2,99,darkgrey,darkgrey,1,-0.4223820808544926,0.6666073201341312,0.419578308071839,0.14476643635738995
ITFG1,99,darkgrey,darkgrey,1,-0.22021199858208926,0.6654708949150807,0.3003732024212476,0.19525924339160763
PTPN4,99,darkgrey,darkgrey,1,-0.40963202205041027,0.6640203488467188,0.41446974332438385,0.08582486943466101
KIAA1109,99,darkgrey,darkgrey,1,-0.5507207564685669,0.6632458404850347,0.6129348456349043,0.1862014282918901
SERPINC1,62,darkgrey,darkgrey,1,0.09155524289260983,0.6630623675349817,-0.2359964589861731,-0.3251122788033297
RARRES2,62,darkgrey,darkgrey,1,0.1006203847377874,0.6627666571708375,-0.2314083725153994,-0.34960950926914464
CLU,74,darkgrey,darkgrey,1,0.04882365228064655,0.6625380513221119,-0.14747489789431012,-0.28033288091522734
TNKS,99,darkgrey,darkgrey,1,-0.3528829324784086,0.6612349032317483,0.4212014713995834,0.12163031773787854
NR3C1,99,darkgrey,darkgrey,1,-0.5423746872302777,0.6610803249851064,0.39663918307645707,0.06231763851037518
BBX,99,darkgrey,darkgrey,1,-0.14316280917586593,0.6608487572758405,0.2872573376943627,0.03581508638633907
MYO1B,55,darkgrey,darkgrey,1,-0.09635509724653618,0.6594270338267242,0.07035534718210347,0.07147642296873945
SERPINF2,56,darkgrey,darkgrey,1,-0.07775915589355485,0.6593038038596691,0.052771179566621515,0.0029567504708236073
VPS13A,99,darkgrey,darkgrey,1,-0.48035285748060264,0.6592757420303208,0.40809164439324136,0.10771023653217543
ITPR2,99,darkgrey,darkgrey,1,-0.47608626314031527,0.6578170403190028,0.4202507348627638,0.22342808700745975
RBP4,74,darkgrey,darkgrey,1,0.06741471821829542,0.6532477960366982,-0.18602200775115715,-0.2572691259464679
GATM,70,darkgrey,darkgrey,1,0.12005783038822304,0.6530085830337646,-0.19172274498166844,-0.30531149762870796
DYM,99,darkgrey,darkgrey,1,-0.4569938748610282,0.6525412781133018,0.4178625609803496,0.1374739866821983
CDO1,41,darkgrey,darkgrey,1,-0.05198433058646657,0.652217844954969,-0.05164767678200995,-0.3088705505009444
RBM26,99,darkgrey,darkgrey,1,-0.1848844060039071,0.6521488415899768,0.3237789919095386,0.09028893924280969
HNRNPA2B1,99,darkgrey,darkgrey,1,-0.27200633223531645,0.6519749574605653,0.14077566337483707,-0.1010153743607156
HPN,47,darkgrey,darkgrey,1,-0.1905152662755935,0.6518127497023591,0.13542001464892067,0.02525074941010768
SLC2A2,48,darkgrey,darkgrey,1,-0.0033039220933952,0.65078457226748,-0.13875144852662014,-0.251069943238653
APOE,82,darkgrey,darkgrey,1,0.11417885466000524,0.6504418379368206,-0.180580030803901,-0.23370638898453686
CYP27A1,53,darkgrey,darkgrey,1,-0.04472337700936993,0.6502287516679637,-0.18644736115273075,-0.27505675029807114
USP24,99,darkgrey,darkgrey,1,-0.27006072689488536,0.6499507041262742,0.17976703587018453,-0.2433008014637075
USP47,99,darkgrey,darkgrey,1,-0.2768680461877225,0.6497644246596783,0.2191810629808446,-0.10568322252795348
TMEM176A,55,darkgrey,darkgrey,1,0.05979138841945922,0.6485105057150192,-0.21125368118298893,-0.30230088180694414
APOA2,99,darkgrey,darkgrey,1,0.0955275616747212,0.6473669448818483,-0.30179534089923554,-0.46684255157826265
HRG,59,darkgrey,darkgrey,1,0.009018692407104765,0.6469393998850859,-0.09731123172733526,-0.34081985998035297
AR,38,darkgrey,darkgrey,1,-0.16804430919588376,0.64664384011856,0.18919767277309807,0.11053612379612635
CYP8B1,42,darkgrey,darkgrey,1,-0.03288706749412091,0.6464768390279104,-0.12822825905558313,-0.3116308160604531
FARS2,99,darkgrey,darkgrey,1,-0.35088118481429464,0.646085980679132,0.4621130350200895,0.15298226919293778
A1CF,56,darkgrey,darkgrey,1,-0.03109324364685837,0.6451302274192251,-0.12375420003708265,-0.22087294820119197
RBMS1,99,darkgrey,darkgrey,1,-0.5903248992608154,0.6439268402912774,0.5939159987764083,0.37662016509437113
SCFD2,99,darkgrey,darkgrey,1,-0.3586194769659882,0.6438708559513502,0.4062646056423675,0.1933715166250329
PHKB,99,darkgrey,darkgrey,1,-0.23375744989863506,0.6415876445241768,0.30385196089165295,0.16859175085820152
FOXJ3,99,darkgrey,darkgrey,1,-0.48601995460431163,0.6391618257854045,0.46221607218976096,0.11717597547485899
RICTOR,99,darkgrey,darkgrey,1,-0.25616891166760675,0.6367849839683116,0.296833141600065,0.002469974360076546
COL18A1,48,darkgrey,darkgrey,1,-0.16754182756072036,0.6365043271472623,0.2142619782433723,0.26723216337856964
APOC2,76,darkgrey,darkgrey,1,0.13679521573487224,0.6353188979478341,-0.19014251649563085,-0.23631454952689457
APOC4,50,darkgrey,darkgrey,1,0.11194029178317547,0.6342502479287018,-0.3267097352344421,-0.4642391025845589
NEDD9,99,darkgrey,darkgrey,1,-0.5616637328101209,0.6339733370327134,0.5326749376559938,0.23672647382290454
PIK3R1,99,darkgrey,darkgrey,1,-0.3729019757076879,0.6337947836007418,0.4852108919916334,0.23156122380007965
EXOC4,99,darkgrey,darkgrey,1,-0.44613817074381446,0.6308859113163499,0.3916558941788439,-0.05796811574114968
SETD5,99,darkgrey,darkgrey,1,-0.32416408289156284,0.6306002324846617,0.28514708420610535,0.04627891404546449
SLCO1B1,58,darkgrey,darkgrey,1,0.052213736090480654,0.63051989791501,-0.18287571658255827,-0.18760136937698257
WWP1,99,darkgrey,darkgrey,1,-0.2523425809627588,0.6284596504539275,0.2738009746495317,0.11303774591994528
ANKRD44,99,darkgrey,darkgrey,1,-0.5586247404011917,0.628354787534168,0.6188801187705327,0.1900125319198147
CNOT2,99,darkgrey,darkgrey,1,-0.25816171650631575,0.6278358872204569,0.316098560795735,-0.04371480839376748
TGFBR2,99,darkgrey,darkgrey,1,-0.45759243858224397,0.6250525994051046,0.4586685553643741,-0.056146910624629065
FBXL17,99,darkgrey,darkgrey,1,-0.3154892879115792,0.6249046166466274,0.3902078280678641,0.12493775525823247
ABCB11,45,darkgrey,darkgrey,1,-0.06963880892473122,0.624428393725224,0.027363178865451684,0.018751069161535888
CFH,77,darkgrey,darkgrey,1,-0.22038307977994506,0.6238917397637074,0.08021655365273009,-0.0044156937142416555
DDX17,99,darkgrey,darkgrey,1,-0.5378343860272058,0.6238636269957846,0.608991994834475,0.26457341868328876
UBAC2,99,darkgrey,darkgrey,1,-0.4493289821245763,0.621457176502998,0.6192980612128205,0.36373964535965975
CYP3A4,56,darkgrey,darkgrey,1,-0.16004420818600346,0.6206693355375442,-0.0777729033104515,-0.4412925836134523
FN1,87,darkgrey,darkgrey,1,0.1453043688013702,0.620114387592944,-0.18177743682661435,-0.21686206585171938
CAMK2D,99,darkgrey,darkgrey,1,-0.3409185043270769,0.6184285009946288,0.38042221583179625,0.0956654645421812
TFPI,64,darkgrey,darkgrey,1,0.08457261442560784,0.6178964207713324,-0.17997959127250665,-0.3489010102923833
FMO5,69,darkgrey,darkgrey,1,0.05867563825026458,0.615246486358236,-0.2146972833414578,-0.26665819474857505
PON2,61,darkgrey,darkgrey,1,-0.10858935463746087,0.6151208009080691,0.10504196060614432,-0.057613840844853326
MEF2A,99,darkgrey,darkgrey,1,-0.27550199554632876,0.6141149867657731,0.2947437855344036,0.15928659363036676
PHIP,99,darkgrey,darkgrey,1,-0.4157541826831638,0.6134788940654542,0.4162675276378668,0.09198202144001234
A2M,90,darkgrey,darkgrey,1,0.01114752984393839,0.6125550315477148,0.034537192652073716,-0.07517203472234744
LRBA,99,darkgrey,darkgrey,1,-0.5522443418267744,0.6119000275557631,0.6742100925853936,0.12381192272923908
TM4SF4,47,darkgrey,darkgrey,1,0.019023560838054586,0.6115155802467493,-0.1348562564232658,-0.18626405235163046
AOX1,58,darkgrey,darkgrey,1,-0.029470266610408868,0.6108219026948847,-0.18448752396656798,-0.3450315587946334
ANGPTL3,55,darkgrey,darkgrey,1,0.07439877525398388,0.6095296154823623,-0.20407241053840391,-0.2917522407468372
HIVEP2,99,darkgrey,darkgrey,1,-0.43843777366057957,0.6092325823323735,0.5520854702097189,0.32513958423868655
TRAPPC9,99,darkgrey,darkgrey,1,-0.47510057018281343,0.6084797515133866,0.5829152496007082,0.2715961577979072
APOC3,90,darkgrey,darkgrey,1,0.12948168351849024,0.6078399846748934,-0.2303954522038107,-0.2974678909382605
COP1,99,darkgrey,darkgrey,1,-0.4523577302555222,0.6078120069364983,0.5500356231442729,0.2614792960391023
RUNX1,99,darkgrey,darkgrey,1,-0.46811941388428574,0.6077835684373026,0.5980170499944355,0.3105167894673881
TASOR2,99,darkgrey,darkgrey,1,-0.28592230189294077,0.6065837090049632,0.207753600487853,-0.030650885218902454
CFHR1,51,darkgrey,darkgrey,1,0.10376873816798159,0.606135977721378,-0.3079309334983196,-0.4051153711526304
SND1,99,darkgrey,darkgrey,1,-0.4730425637333703,0.6058989374310293,0.5575073221655106,0.2670892990358779
PKN2,99,darkgrey,darkgrey,1,-0.15178817739768768,0.6054816752736448,0.25369847490522446,0.10894861774015785
SNTB1,99,darkgrey,darkgrey,1,-0.39551614491881837,0.605393536264865,0.3014032287400087,0.12482115748829163
ARID1B,99,darkgrey,darkgrey,1,-0.586410053141302,0.6050891233909836,0.6495571988427912,0.27215928886802865
PHC3,99,darkgrey,darkgrey,1,-0.4081113385046748,0.6047374162543547,0.4618492052425435,0.09250366856273601
CYP4F3,45,darkgrey,darkgrey,1,0.0029732087828925643,0.6046630717643435,-0.12430480582755273,-0.1876401070910307
DCAF6,99,darkgrey,darkgrey,1,-0.2619939733111766,0.6037950500161042,0.2417603253365189,0.057887742703499584
ABCA6,34,darkgrey,darkgrey,1,-0.11789592516371926,0.6037459713564794,0.07936117112854572,0.08548250986639383
ERBIN,99,darkgrey,darkgrey,1,-0.35285595721661445,0.6034414158988667,0.35310486488122067,0.06659892684115835
ITIH4,65,darkgrey,darkgrey,1,-0.3098382855398903,0.6033113578482685,0.22996251908888624,0.06576547687704813
PAPOLA,99,darkgrey,darkgrey,1,-0.21630146900758176,0.601137949187609,0.1228686032819523,-0.04928927806758115
AMBP,81,darkgrey,darkgrey,1,0.11972055759298858,0.5978183687434478,-0.2296400644292674,-0.2955870628140828
SMARCA2,99,darkgrey,darkgrey,1,-0.45042066392551394,0.5962929089844787,0.545597752939508,0.24696565916105784
FAT1,40,darkgrey,darkgrey,1,-0.23125869583530878,0.5962140111834584,0.1620500659863101,0.25781338207621646
DENND1B,99,darkgrey,darkgrey,1,0.07069504904860506,0.5961477209250665,0.05433795126070469,-0.08622830616773011
CCNY,99,darkgrey,darkgrey,1,-0.43371175523597494,0.5953191201481673,0.49610200519401315,0.2890215451351199
KAT6A,99,darkgrey,darkgrey,1,-0.46504386888484806,0.5952956713961391,0.4777762821654128,0.01588989316951873
ELMO1,99,darkgrey,darkgrey,1,-0.5638774676966722,0.5952577803045418,0.7079221717593724,0.35198247662749016
BHMT2,59,darkgrey,darkgrey,1,-0.006053069465671073,0.5947762618016059,-0.1858997239267699,-0.2994892504494591
TBC1D5,99,darkgrey,darkgrey,1,-0.3097827202650647,0.5944975526099865,0.42544095256415687,0.18509338368192615
ATXN1,99,darkgrey,darkgrey,1,-0.3569451659537439,0.5921211491451813,0.5424813431001134,0.13781925991447003
SUCLG2,99,darkgrey,darkgrey,1,-0.2558965574840175,0.5917651185636009,0.42011839356990494,0.23389991362191334
CFHR2,50,darkgrey,darkgrey,1,0.13485620726777292,0.5915320492259042,-0.34893715732549807,-0.44339632088249353
ZNF644,99,darkgrey,darkgrey,1,-0.4336087169212209,0.5908657570412875,0.4404435769781981,0.03763229036986465
GSK3B,99,darkgrey,darkgrey,1,-0.5759307847458833,0.5901075484149451,0.6268643106359709,0.34618918436599944
ZNF407,99,darkgrey,darkgrey,1,-0.45489530114881693,0.5900055800928334,0.5179708838018813,0.3459707490308724
URI1,99,darkgrey,darkgrey,1,-0.38220701278360464,0.5895826127781664,0.3541988210125657,-0.04317282771335024
SCAPER,99,darkgrey,darkgrey,1,-0.36363664386149064,0.5892703785400193,0.4360445289378611,0.04463455095797331
TOP2B,99,darkgrey,darkgrey,1,-0.20802857123580937,0.5884232557260191,0.27086159987922587,0.0071038077039613234
LEAP2,61,darkgrey,darkgrey,1,0.12315475839481142,0.5866872500667446,-0.26922463701041727,-0.29857305153576885
KDM4C,99,darkgrey,darkgrey,1,-0.4653289204816855,0.5866124285973523,0.5933676137412228,0.30257076898365065
FNDC3A,99,darkgrey,darkgrey,1,-0.18916202429231474,0.5864729983438541,0.23156914687112068,0.04525564273124318
MARCH6,99,darkgrey,darkgrey,1,-0.19635224541488167,0.5864284639899779,0.29141427290568794,-0.05302657406063484
EPHX1,70,darkgrey,darkgrey,1,0.07855296410886925,0.5861887301069783,-0.2277794937559825,-0.28401540656569024
SGMS1,99,darkgrey,darkgrey,1,-0.2958645411351149,0.5856385864900696,0.38402075024664145,0.19738969952919358
BABAM2,99,darkgrey,darkgrey,1,-0.4232538041470061,0.5848862903647397,0.3968785639848264,0.12276156066103311
RNGTT,99,darkgrey,darkgrey,1,-0.4472044411047029,0.5842172348236732,0.4938348476570664,0.16658286032076192
PUM2,99,darkgrey,darkgrey,1,-0.3620174843912919,0.5839812286640382,0.3768404425268437,0.009454131879149175
SELENOP,85,darkgrey,darkgrey,1,0.16065592778650967,0.582708366741665,-0.23167133399506837,-0.3219165760222935
TTC3,99,darkgrey,darkgrey,1,-0.3914097994872374,0.5818651752995749,0.4859142585621549,0.26132978420671293
DPYD,99,darkgrey,darkgrey,1,-0.5368235928596501,0.5813112683540996,0.5813818509367084,0.2814962465643138
PJA2,99,darkgrey,darkgrey,1,-0.1865123695351078,0.5810996028804819,0.2670322927777755,0.07835871651361362
PTPRF,35,darkgrey,darkgrey,1,-0.14050347339513072,0.5809857793054504,0.12270957959194559,0.2907094833824148
PARP14,99,darkgrey,darkgrey,1,-0.2933212729745217,0.579676443662307,0.3545405346414219,0.13923835987936217
RB1CC1,99,darkgrey,darkgrey,1,-0.30697130421651436,0.5792989244256812,0.24228012217447864,0.05598060292612376
STT3B,99,darkgrey,darkgrey,1,-0.34998501182837194,0.5785267981850869,0.47511388597911647,0.15157866953036206
ZNF207,99,darkgrey,darkgrey,1,-0.4788396002710284,0.5757616477341545,0.4652146230767574,0.1355535879913057
LPP,99,darkgrey,darkgrey,1,-0.5314623917562092,0.5752280523227885,0.577541033209363,0.21488509320713367
C1S,81,darkgrey,darkgrey,1,0.05748255850927389,0.5752179780612878,-0.0762499904668237,-0.05318714307199579
ADH4,57,darkgrey,darkgrey,1,0.05133418102187034,0.5750742985065186,-0.1833200190370417,-0.34481583514253006
SENP6,99,darkgrey,darkgrey,1,-0.508804196443959,0.5736686308078834,0.55632657197554,0.3481193326136165
UBR3,99,darkgrey,darkgrey,1,-0.4685936984744997,0.573487981100115,0.5021421535843126,0.18769073024952235
MON2,99,darkgrey,darkgrey,1,-0.4744523330988839,0.5722638407986823,0.45560864869320705,0.12048064374110867
BRWD1,99,darkgrey,darkgrey,1,-0.5398333369467541,0.5715815512451525,0.5576392109307995,0.2275357351903662
RBL2,99,darkgrey,darkgrey,1,-0.22073369421366582,0.5714721352679559,0.4189291689325062,0.2958610760605775
METTL15,98,darkgrey,darkgrey,1,-0.3243238504688666,0.5712818371930249,0.34333220056709135,0.09620951519230904
ASGR1,50,darkgrey,darkgrey,1,0.11318290199785251,0.5711517911453167,-0.2771929404384981,-0.3338816710404397
BIRC6,99,darkgrey,darkgrey,1,-0.43704769682075967,0.5708062872539108,0.461020624195496,0.1588465042034489
FBXW7,99,darkgrey,darkgrey,1,-0.3516328636292218,0.5707292363145617,0.3487652186816451,-0.10273339105907914
NBAS,99,darkgrey,darkgrey,1,-0.4340850889919434,0.5690123703011539,0.41142668075692335,0.21760757337702072
PIAS1,99,darkgrey,darkgrey,1,-0.2724335463495281,0.5683982587622078,0.40314499555509886,0.0458898878056814
RAB2A,99,darkgrey,darkgrey,1,-0.3848633701623306,0.5680296539287212,0.26793838938411707,0.021131323927032434
OGT,99,darkgrey,darkgrey,1,-0.5306630725422825,0.5672991286969555,0.5599655904566014,0.14651469225857167
FRYL,99,darkgrey,darkgrey,1,-0.35643557209769183,0.5671851191301941,0.3218339552954741,-0.09768709420723146
KLF12,99,darkgrey,darkgrey,1,-0.252699996775648,0.5657587019306565,0.42721317683287474,0.10488915213295874
TRPS1,99,darkgrey,darkgrey,1,-0.08053226383273718,0.5655383962485584,0.20645394443334816,0.20083539607794698
NADK2,70,darkgrey,darkgrey,1,-0.05590686105139596,0.563821245977657,0.043482990302893085,-0.04316793193796458
FAM214A,99,darkgrey,darkgrey,1,-0.4875292079886721,0.5635482788766849,0.5083471223550255,0.10504722025080461
CLTC,99,darkgrey,darkgrey,1,-0.25555995462623365,0.5620189898749708,0.15640822956779082,0.0018979646860666445
CES1,74,darkgrey,darkgrey,1,0.10514886672406018,0.5592943423926025,-0.24444327612637037,-0.35251080938949897
LONP2,99,darkgrey,darkgrey,1,-0.3306235254413453,0.5584851564717399,0.3665913012939558,0.29600575800543927
LMBR1,99,darkgrey,darkgrey,1,-0.45718828197454137,0.5579422764359125,0.49323714655219425,0.2281818546701056
RASA2,99,darkgrey,darkgrey,1,-0.6047164558036923,0.5577835619576573,0.638218960078921,0.087859190536847
MAN2A1,99,darkgrey,darkgrey,1,-0.17192271874467063,0.5577146422819077,0.23113899467159577,0.09413154736180263
TTPA,55,darkgrey,darkgrey,1,-0.05677650498936017,0.5555777354674157,-0.19414020950177646,-0.3373833495769774
PPP1R12A,99,darkgrey,darkgrey,1,-0.4346854000942695,0.5554748840189947,0.4309466013582226,0.035471370024948316
CDKAL1,99,darkgrey,darkgrey,1,-0.4079341317444485,0.5535349896868256,0.5228313929271218,0.2565114961652845
TENT2,99,darkgrey,darkgrey,1,-0.4049254352643292,0.5530541566228642,0.3922371234353402,-0.000906665282115022
SCD,78,darkgrey,darkgrey,1,-0.3617150254936768,0.5529195940400259,0.2896235825450461,0.021996954311693673
DHCR24,75,darkgrey,darkgrey,1,0.02684323935913733,0.5527345874245848,-0.04777470452578869,-0.09863795932469893
NNT,97,darkgrey,darkgrey,1,-0.05716395922593648,0.5526054946972996,0.11677396342000328,0.011398670770312015
C4BPB,40,darkgrey,darkgrey,1,0.07920977251038275,0.5524879708205025,-0.27148634766682683,-0.25134535159207283
MBNL1,99,darkgrey,darkgrey,1,-0.4412069056732147,0.5520636433673347,0.5993927827431011,0.289741089244986
TRIP12,99,darkgrey,darkgrey,1,-0.3630290157823919,0.5507382123065854,0.4057622444741759,0.18420074040348283
APOA1,74,darkgrey,darkgrey,1,0.1245627057959883,0.5504325496883593,-0.14848486086938742,-0.4296419511145516
MET,30,darkgrey,darkgrey,1,-0.17130148645661555,0.550226462298314,0.1547784354769638,0.24902216412421535
A1BG,68,darkgrey,darkgrey,1,-0.24406542643307075,0.5501798125097083,0.15041391279574123,0.00434983416705258
PCNX1,99,darkgrey,darkgrey,1,-0.5976248945912068,0.5496373538874552,0.6445435902743217,0.15089542052004928
ZNF292,99,darkgrey,darkgrey,1,-0.5940294211712651,0.548828515887619,0.45685424427531235,-0.018963983502847923
N4BP2L2,99,darkgrey,darkgrey,1,-0.41451933425276916,0.5486480622569173,0.3782241640486571,0.004860613924920894
CUL3,99,darkgrey,darkgrey,1,-0.46300253951593795,0.5483188416339799,0.3939242319773192,-0.03621750261109901
LEPR,75,darkgrey,darkgrey,1,-0.02076678945189971,0.5480670282509773,-0.02180980993162465,-0.016464884115958055
XRN1,99,darkgrey,darkgrey,1,-0.5163848232869271,0.5478699283428623,0.45969507543856075,0.028116616088098297
ALAS1,64,darkgrey,darkgrey,1,-0.14137506567175714,0.5478523964288884,0.020327426713453195,-0.05686881987955452
CALD1,74,darkgrey,darkgrey,1,-0.22558748343020207,0.545596437646263,0.12875467555586628,0.16866819215069867
HDAC4,99,darkgrey,darkgrey,1,-0.492307075158402,0.5455266704099679,0.5618885848451847,0.30110428634102593
ZHX2,99,darkgrey,darkgrey,1,-0.4426210724876738,0.5454447813844641,0.5077163380402363,0.1921093006312133
ACSM2B,55,darkgrey,darkgrey,1,0.08555956991065551,0.5454429692688771,-0.16272990322744538,-0.25574266401950607
PON1,46,darkgrey,darkgrey,1,0.05083125429521722,0.5450415477820484,-0.22124537070916928,-0.1954927801793432
CHCHD3,99,darkgrey,darkgrey,1,-0.4325170506917074,0.5447202215019614,0.4464291904660692,0.15095619531235713
RCOR3,99,darkgrey,darkgrey,1,-0.3206435750136069,0.5443831606429285,0.3344942393642344,0.049558487924992026
PROC,41,darkgrey,darkgrey,1,0.010027662583147287,0.5443148502203545,-0.14810652534542035,-0.06810089926214126
SP100,99,darkgrey,darkgrey,1,-0.4107552337500278,0.5437391956561888,0.40098996791059516,-0.05071963308424432
ZEB1,97,darkgrey,darkgrey,1,-0.1639234779035241,0.5418754705680692,0.28153040271892554,0.19148811396695975
UMAD1,99,darkgrey,darkgrey,1,-0.4179357258892787,0.5410741001740037,0.46879379811684535,0.09755018415476156
PGRMC1,63,darkgrey,darkgrey,1,0.08905531974252949,0.5410305851022699,-0.12013858465070357,-0.15612828931495643
MIR122HG,18,darkgrey,darkgrey,1,-0.17715827280334398,0.5405974353477659,0.14634296072639397,0.4554652883896545
MAP2K5,99,darkgrey,darkgrey,1,-0.3098091892628462,0.5399547872963261,0.3824584171623997,0.05857065762870213
ACADSB,78,darkgrey,darkgrey,1,0.011401844934781379,0.5390845580340073,-0.03895057159839196,-0.12983330357490197
IMMP2L,99,darkgrey,darkgrey,1,-0.2667679107622406,0.5382859105191531,0.4508693181000942,0.2342175019465527
DECR1,96,darkgrey,darkgrey,1,-0.2429443039653903,0.5377692370043011,0.15126445101230387,-0.04246916794459321
ABCC2,52,darkgrey,darkgrey,1,-0.05146647562293669,0.5372106434475385,-0.1227429744695244,-0.10637284724654994
MAPK8,99,darkgrey,darkgrey,1,-0.4630692202232979,0.5362974815563333,0.3858437602026097,0.09705009104073065
MKLN1,99,darkgrey,darkgrey,1,-0.2666944167260746,0.5355045179929511,0.2918088240807632,0.054752288921091616
RAB4A,66,darkgrey,darkgrey,1,-0.022302114093521713,0.534448768341714,-0.005426523302591235,-0.1263333608423769
FAM120B,98,darkgrey,darkgrey,1,-0.4257984653500329,0.5342282156316374,0.39514755440103405,0.19669843308293125
SORD,64,darkgrey,darkgrey,1,0.12142911901837743,0.53302476240415,-0.19575642573768468,-0.25029664693591114
APOC1,96,darkgrey,darkgrey,1,0.4697530211526766,0.5328920701252824,-0.4069770208327704,-0.34243582946448164
LUC7L2,99,darkgrey,darkgrey,1,-0.28901539825436,0.5321008126076887,0.33147073341227706,0.0005587736976346446
SEPTIN7,99,darkgrey,darkgrey,1,-0.05542988919150834,0.5319721726534918,0.24839698142293562,0.13614181659547964
TBCK,97,darkgrey,darkgrey,1,-0.235412945938556,0.5313620016631416,0.3188442542965119,0.190151345019128
MASP2,54,darkgrey,darkgrey,1,0.03264086573289088,0.5308675532711362,-0.23597310889226722,-0.24887053810378337
ARFGEF1,99,darkgrey,darkgrey,1,-0.40456225739511864,0.530663191426388,0.4893618028583346,0.1604743783098072
ROCK1,99,darkgrey,darkgrey,1,-0.5079877913017989,0.530399367692115,0.47343280611243416,0.17471345831929896
CSDE1,99,darkgrey,darkgrey,1,-0.27196879095562704,0.5298748435081704,0.20453146240123019,0.05391285722740785
CNN3,40,darkgrey,darkgrey,1,0.02276586730695312,0.5297898820480902,-0.13362858222844212,-0.07061556083080586
EHBP1,99,darkgrey,darkgrey,1,-0.3798253579812083,0.5294383874126929,0.3858530906928874,0.2226169664848492
NID1,44,darkgrey,darkgrey,1,-0.30190562733010823,0.5275098911176767,0.24195855983891656,0.2592499408363474
RAB3GAP2,99,darkgrey,darkgrey,1,-0.2416735258000704,0.527096217494933,0.2998418139076598,0.0819243095005336
NUTM2A-AS1,93,darkgrey,darkgrey,1,-0.091722789295652,0.5238963276009477,0.19187722074717048,0.008842520756378886
PDE4DIP,72,darkgrey,darkgrey,1,-0.10385688070935589,0.5238463667720253,0.15351662601182633,0.09221267923513206
CASK,99,darkgrey,darkgrey,1,-0.46608807743968944,0.5225496008535221,0.6001566530627077,0.5494972663431726
MARCH7,98,darkgrey,darkgrey,1,-0.2913269298729929,0.522169934023915,0.24752397568645879,0.0328678959012958
FAF1,99,darkgrey,darkgrey,1,-0.5729597709748662,0.5212448641823979,0.5452704390810339,0.1863612883133144
MTR,98,darkgrey,darkgrey,1,-0.3208152656433273,0.5200114665471144,0.2569536470419797,0.07049641650232427
CDK6,99,darkgrey,darkgrey,1,-0.2929705701546812,0.5198070397935814,0.35716826992148326,0.36584353351066773
ADI1,68,darkgrey,darkgrey,1,0.19008319738969334,0.5192190376970292,-0.29490055304892326,-0.3958910528483997
DLG1,99,darkgrey,darkgrey,1,-0.27387756801217594,0.5173679581851293,0.44938149200550304,0.1193411771842049
ARGLU1,98,darkgrey,darkgrey,1,-0.41824830838385885,0.5167780054129404,0.3128098431973321,-0.031237315605641185
PROS1,56,darkgrey,darkgrey,1,-0.013224272644541901,0.5165296080745463,0.0631190321896501,0.00949614530770801
RAPGEF6,99,darkgrey,darkgrey,1,-0.6200105747276781,0.5159161687940593,0.7024431540842893,0.5009881705410821
HSD11B1,59,darkgrey,darkgrey,1,0.06469771626116806,0.5150273742431523,-0.2810580435307207,-0.36055384797002954
PHF14,99,darkgrey,darkgrey,1,-0.4171226748423043,0.5148811173784059,0.46171121793145903,0.23655962787351906
CDK5RAP2,99,darkgrey,darkgrey,1,-0.5705830071734361,0.5143684959045504,0.5778614203947452,0.2802251320783255
PCCA,99,darkgrey,darkgrey,1,-0.44583374019836713,0.5139499952624342,0.45548196562539917,0.3132104786936072
FH,49,darkgrey,darkgrey,1,0.0020740302980153244,0.5131998603012673,-0.052834064493403915,0.07146912144774041
TNKS2,98,darkgrey,darkgrey,1,-0.23764784668847339,0.5116945815113011,0.2563830007780266,-0.03129933166974056
ATXN10,98,darkgrey,darkgrey,1,-0.42203520112451026,0.5104749982106004,0.4096654649399092,0.14396007235661035
NKTR,99,darkgrey,darkgrey,1,-0.36263477548128115,0.510436930369012,0.40968970920551884,0.014381245339781665
ACTR3,99,darkgrey,darkgrey,1,-0.505766871668482,0.5095407525069209,0.4714583053368011,0.21086765820764677
DYRK1A,99,darkgrey,darkgrey,1,-0.481444058551813,0.509247822329211,0.5421088236510279,0.1141273127350111
ACO1,64,darkgrey,darkgrey,1,-0.09901871067304274,0.5083386636747698,0.11150081488298086,0.0640065051180252
STARD10,65,darkgrey,darkgrey,1,0.17463658753973482,0.5066864291766945,-0.2558343030744111,-0.2786344998246021
UBE2D3,99,darkgrey,darkgrey,1,-0.13752376941511765,0.5057839635009524,0.08384894484120563,-0.15439134658122733
RESF1,99,darkgrey,darkgrey,1,-0.5772225775687115,0.5039243368932045,0.69482307192075,0.5226043968327294
NCOR1,99,darkgrey,darkgrey,1,-0.5439804596527612,0.5038831817756584,0.5851462695553634,0.12209191648399226
HMBOX1,99,darkgrey,darkgrey,1,-0.24351745718323317,0.5036250564193986,0.2446882948047311,0.09460460618007314
APOH,81,darkgrey,darkgrey,1,0.27752607258552275,0.5019660314986101,-0.3412684357931883,-0.32385421739047826
MBNL3,86,darkgrey,darkgrey,1,-0.024528258518088243,0.5016463174265258,-0.0022784943719541075,0.04865253194900473
