,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMEgainsboro
RPL23A,91,black,black,0,0.766113902013333,-0.4654697059645324,-0.7620355479741872,-0.14651581324633278
RPL6,90,black,black,0,0.7544921619227217,-0.6255851975109163,-0.40816285758178383,0.24357170662823294
CST3,89,black,black,0,0.7521834565281401,-0.7693358177081229,-0.25329917168727234,0.4396923299937354
NME2,85,black,black,0,0.751671745689347,-0.813983531818777,-0.3630964668309946,0.4510619399684913
FTH1,93,black,black,0,0.7417980302629446,-0.8374568376930105,-0.2713198604805041,0.6092867297144807
NACA,89,black,black,0,0.7408154316552068,-0.6921597869737404,-0.34393280322126923,0.3376930596219481
PABPC1,93,black,black,0,0.7299206149231156,-0.41401592859323766,-0.740854730568729,-0.12622977939609445
GAPDH,90,black,black,0,0.7222249802086916,-0.7924724817754091,-0.3506204420529893,0.45208751007989156
CFL1,90,black,black,0,0.7151208788138032,-0.551075753818018,-0.5628275702401314,0.018108718371740138
TXN,85,black,black,0,0.70873965276013,-0.7142941742064107,-0.34469332967913674,0.46970764035539075
PSAP,93,black,black,0,0.7083846199637835,-0.627266040300213,-0.5086643210230659,0.23412887630485932
UBC,93,black,black,0,0.7065794044439068,-0.5113205714434808,-0.7140966630218729,-0.03631932116200496
ZFP36L2,93,black,black,0,0.696426096045992,-0.2833924959752124,-0.6778792865620273,-0.2534672116853826
HLA-C,92,black,black,0,0.689617844818377,-0.6197557555422754,-0.3891114173556896,0.16945737683236017
RPL3,89,black,black,0,0.6767309294102561,-0.6563186828145728,-0.2635231238772576,0.32394393498321283
RPL5,92,black,black,0,0.6726131629808128,-0.5868225960444259,-0.3975796647939009,0.2605003416750077
PPIB,87,black,black,0,0.6668859523223146,-0.751446543749046,-0.23116554980086965,0.44315681241962446
CD74,93,black,black,0,0.6608836736034018,-0.7655632178227458,-0.09002103916331801,0.5758963076179258
TSC22D3,93,black,black,0,0.6466444430747125,-0.4142331730906372,-0.48061573807299574,-0.01620050842206457
JUN,93,black,black,0,0.6459762652145201,-0.15764422368348757,-0.8527557092560237,-0.4423899419582914
NDUFC2,83,black,black,0,0.6457527248694791,-0.7214906047642251,-0.2520103461105864,0.46592413322012516
PRDX1,85,black,black,0,0.6449008013679655,-0.7061122541932972,-0.25889371990050686,0.48654314431844786
AC105402-3,56,black,black,0,0.6422546468966853,-0.06655280654864787,-0.8955314701990151,-0.5312980492909402
EEF1D,92,black,black,0,0.6366392391498249,-0.5024251623536036,-0.4193604630354139,0.07557695236195941
CD63,91,black,black,0,0.6285794045974626,-0.6809875735199072,-0.29163318754056156,0.3990676655271099
ACTG1,91,black,black,0,0.6244026949087663,-0.6307498868170756,-0.30775994829297126,0.27822033359748516
JUND,92,black,black,0,0.6189362415088517,-0.3575139463533538,-0.6041340369049208,-0.15361219198593912
CYP51A1,86,black,black,0,0.5990023083376972,-0.6769557946500433,-0.1919151654478815,0.4322960568154405
PDIA3,93,black,black,0,0.5956991559728239,-0.4128781328856812,-0.5639187000749691,-0.06673468739648838
SQSTM1,93,black,black,0,0.5640674959003217,-0.386810501888459,-0.6623021806431628,-0.01640134505331789
HSPA1A,90,black,black,0,0.553909239848008,-0.04902331326617446,-0.8076291695175476,-0.4730594454453375
HSPA8,93,black,black,0,0.5524459180112703,-0.1789628197416479,-0.7701270021788676,-0.34431794863839654
DNAJA1,93,black,black,0,0.5401180820581749,-0.039531065424352904,-0.8340533047253929,-0.4763429647703
BTG1,93,black,black,0,0.5385921185893416,0.08016625069182683,-0.7559360643894373,-0.5882018908115272
TXNIP,93,black,black,0,0.5231343469335203,-0.015424906923735247,-0.6068871336865341,-0.47765184941460054
SERP1,90,black,black,0,0.514858737389464,-0.6403781107325779,-0.12343048162102473,0.38887215734230646
MT-CYB,93,black,black,0,0.5001122111249462,0.016919571000458312,-0.9068858645823329,-0.6670842053822917
HSPB1,91,black,black,0,0.4942349327055948,-0.19738587970698893,-0.6718647793227681,-0.21483071273867071
EEF2,90,black,black,0,0.49075629148636973,-0.6717954916250453,-0.09602366938739477,0.430973757324893
HSP90AB1,93,black,black,0,0.4869781733109668,-0.3572996132185087,-0.5617356141852394,0.019540938448049883
TMBIM6,92,black,black,0,0.4777717000209219,-0.6359752100172216,-0.04577075311116257,0.5130810264181277
MT-ND6,93,black,black,0,0.4692694433363294,-0.2333521214104386,-0.508692135965855,-0.30645676116711196
GSTK1,89,black,black,0,0.46273260380663134,-0.6072330704571023,-0.0422714188955063,0.4804182145674027
MT-ND1,93,black,black,0,0.45824904613155093,0.0961791818807111,-0.8799552476121159,-0.7216066852971184
MT-ND5,93,black,black,0,0.45550748403097585,0.03797331947078694,-0.8714186935398167,-0.7094809946879795
MT-CO3,93,black,black,0,0.4443533043798624,0.11338175422318689,-0.8695299445902274,-0.7089182077747868
MT-ND2,93,black,black,0,0.4397374883653573,0.1264232857246392,-0.8664063562548007,-0.7269401039903823
MT-ND4,93,black,black,0,0.4328525951924166,0.1384421361825519,-0.870478253580887,-0.7447284202944341
SERBP1,93,black,black,0,0.4214627316072181,-0.3052716040613835,-0.4642901493978094,-0.09123486578431265
HSPE1,88,black,black,0,0.4199602569478488,-0.3413261990562979,-0.3931189026720763,0.12105661073437722
MT-CO2,93,black,black,0,0.41795878161593114,0.09981672454349781,-0.8600351112566067,-0.7002590792435478
MT-ATP6,93,black,black,0,0.41616853257940345,0.17104824966977783,-0.8399650760898544,-0.7151899823991857
HMGB1,93,black,black,0,0.41158909389486,0.05236389856934785,-0.5527642164334736,-0.4370572077098667
HSP90AA1,93,black,black,0,0.4059455655614363,0.0601693708181232,-0.8413119286358317,-0.5857778963630684
MT-ND3,93,black,black,0,0.40070990663276085,0.21362075557136212,-0.808523323151891,-0.7211544219233383
MT-CO1,93,black,black,0,0.39673020018492827,0.16282117838732976,-0.863019673803208,-0.7974617190881402
MT-ATP8,93,black,black,0,0.3638798822259817,-0.04161603943425788,-0.6814684481855741,-0.5836102393229273
MTRNR2L12,65,black,black,0,0.3597507548093269,0.18525268068398265,-0.8096127685960776,-0.6857650673415289
TRAM1,91,black,black,0,0.35032827066050926,-0.6081834025189001,0.0729710806655115,0.5345831252262624
PTGES3,93,black,black,0,0.3410414281523666,0.04706558607871406,-0.7036475205910874,-0.4301573121879724
HSPD1,93,black,black,0,0.3090873485820205,-0.007483589079414064,-0.6411348910266037,-0.3041045737111314
YWHAZ,93,black,black,0,0.30093011394747854,-0.0526471501182455,-0.33790457275968344,-0.19124058018780513
TAPBP,93,black,black,0,0.2848579249867439,-0.06229736301287568,-0.41605957421114886,-0.42228590372609737
INTS6,93,black,black,0,0.25929098768889425,0.1780182642362413,-0.43645388564138454,-0.4814582247105177
LITAF,93,black,black,0,0.24832669081241535,0.24305492155263153,-0.4916700843503872,-0.453782727017645
SYNE2,91,black,black,0,0.24792810019613135,0.09489428310988178,-0.554960425501735,-0.5636872480992716
MT-ND4L,93,black,black,0,0.22649385379688117,-0.024152633011177815,-0.5190523199275905,-0.5261951864013474
MYH9,93,black,black,0,0.22499095382381087,0.08570807808892876,-0.4037824464726224,-0.5438612335330425
RORA,93,black,black,0,0.2000740912921044,-0.10826600933371223,-0.3191033174679253,-0.33857264055621733
FAM107B,93,black,black,0,0.1978994480279092,0.21011450369666196,-0.5895249037724007,-0.5773788918380678
SPTAN1,93,black,black,0,0.19687025317301013,-0.15806511272697982,-0.2837426458514929,-0.099590284844853
NAMPT,93,black,black,0,0.1845298608275767,0.2016663398400449,-0.1292608270550464,-0.035446282252499996
SYNE1,93,black,black,0,0.1326175516237974,0.29247847848302727,-0.3874490255564704,-0.6164544054794012
CBLB,93,black,black,0,0.12538683905622755,0.23114501780916244,-0.38045151440132713,-0.6676781083539376
