"tf_name","motif_id","gene","grn_weight"
"ZNF354C","MA0130.1","AKTIP",0.00777899136202411
"LHX2","MA0700.2","CSNK2B",0.00774945762096788
"ZNF784","MA1717.1","AKTIP",0.00761905417787103
"SP2","MA0516.3","AKTIP",0.00748761980802938
"ONECUT1","MA0679.2","CSNK2B",0.0074635305742737
"ZNF140","MA1589.1","FAAP20",0.00744874860826543
"SOX15","MA1152.1","ABCB10",0.00739717392094541
"ZNF418","MA1980.1","PSD4",0.00716479484785007
"HESX1","MA0894.1","CSNK2B",0.00703460748049164
"ZNF354A","MA1978.1","FAAP20",0.00694756656901764
"MSANTD3","MA1523.1","AKTIP",0.00683357789600074
"ASCL1","MA1631.1","AKTIP",0.00665112723618923
"POU2F1","MA0785.1","AKTIP",0.00664383043602094
"CREM","MA0609.2","PSD4",0.00640993465052051
"ZNF675","MA1714.1","ATAD3B",0.00616471360436621
"TBX3","MA1566.2","PSD4",0.00609596186029122
"ATF2","MA1632.1","ABCB10",0.00596477946256451
"SOHLH2","MA1560.1","CCL5",0.00592654720013145
"PHOX2A","MA0713.1","CCL5",0.00580446645074115
"EGR4","MA0733.1","AKTIP",0.00576654598457175
"TFAP2B","MA0812.1","AKTIP",0.00572979681275472
"EGR1","MA0162.4","ATAD3B",0.00572782705574846
"VENTX","MA0724.1","CSNK2B",0.00537466742231554
"SIX2","MA1119.1","PSD4",0.00529385411533754
"ZFP14","MA1972.1","AKTIP",0.00496962290012676
"NHLH1","MA0048.2","SNAI3",0.00491314982596731
"RARG","MA1553.1","ABCB10",0.00478559825476359
"FLI1","MA0475.2","ABCB10",0.00462616821836128
"POU3F1","MA0786.1","AKTIP",0.00460268834756115
"KLF10","MA1511.2","ATAD3B",0.00456316771759556
"NR4A1","MA1112.2","ABCB10",0.00445707741394939
"FOXD2","MA0847.3","ABCB10",0.00443312299238477
"ESX1","MA0644.2","PSD4",0.00435859887439382
"TBR1","MA0802.1","PSD4",0.00434580042554492
"ETV6","MA0645.1","PSD4",0.00426200843119692
"HNF1A","MA0046.2","CSNK2B",0.00426110874326829
"ETV6","MA0645.1","ABCB10",0.00415056456410085
"NR1H4::RXRA","MA1146.1","AKTIP",0.00406634326278235
"POU3F3","MA0788.1","AKTIP",0.00405495317307526
"BATF","MA1634.1","ABCB10",0.00392509092393064
"POU5F1","MA1115.1","ABCB10",0.00389466307394975
"ETS1","MA0098.3","ABCB10",0.00387251826176229
"FIGLA","MA0820.1","CCL5",0.00385499849475245
"KLF1","MA0493.2","ATAD3B",0.00360788657958729
"ZKSCAN3","MA1973.1","ATAD3B",0.00359710164263679
"LBX1","MA0618.1","PSD4",0.00356912843983838
"FOXK1","MA0852.2","FAAP20",0.0035632673016834
"ZNF707","MA1715.1","PSD4",0.00341548785993499
"MEF2A","MA0052.4","CSNK2B",0.0033682923068371
"MEIS2","MA0774.1","SNAI3",0.00331032684478408
"MIXL1","MA0662.1","CSNK2B",0.00322743078081263
"SP3","MA0746.2","ATAD3B",0.00317880065235312
"LHX9","MA0701.2","PSD4",0.00313147476355087
"ZNF354C","MA0130.1","CSNK2B",0.00312114259355906
"SNAI2","MA0745.2","AKTIP",0.00281836281614324
"RREB1","MA0073.1","AKTIP",0.00279594667202787
"ZNF680","MA1729.1","CSNK2B",0.0027743371269864
"POU3F4","MA0789.1","AKTIP",0.00273681047891937
"POU2F1","MA0785.1","ABCB10",0.00262538628133639
"FLI1::FOXI1","MA1950.1","ABCB10",0.00262028403951262
"JUND","MA0491.2","PSD4",0.00249781863371295
"ZBTB14","MA1650.1","SNAI3",0.00234353876652458
"KLF5","MA0599.1","ABCB10",0.00229669530630726
"PLAGL2","MA1548.1","CCL5",0.00224753574115095
"PBX3","MA1114.1","PSD4",0.00222924632791472
"BATF::JUN","MA0462.2","ABCB10",0.0021282892028793
"ZNF454","MA1712.1","AKTIP",0.00201257872933024
"POU2F2","MA0507.2","AKTIP",0.00196779319089576
"ELK4","MA0076.2","ABCB10",0.00195514730055208
"RREB1","MA0073.1","CSNK2B",0.00188926977294857
"ELF4","MA0641.1","ABCB10",0.00188316149163346
"NR1I2","MA1533.1","CCL5",0.00182803834708611
"FOSL1::JUND","MA1143.1","PSD4",0.00175265524410189
"FOS","MA0476.1","ABCB10",0.00155647762444079
"SP3","MA0746.2","AKTIP",0.00125692805108873
"JUNB","MA0490.2","PSD4",0.0012230079551813
"NFYB","MA0502.2","CSNK2B",0.00122265354467428
"KLF5","MA0599.1","ATAD3B",0.00112399070714257
"CTCFL","MA1102.2","CCL5",0.00110850059520513
"ZNF530","MA1981.1","AKTIP",0.00108961206302635
"SP8","MA0747.1","AKTIP",0.00107791005254744
"FOS::JUN","MA0099.3","AKTIP",0.000943134988247895
"NR2C2","MA0504.1","CSNK2B",0.000762030042559399
"ZNF682","MA1599.1","AKTIP",0.000628034463891771
"EGR2","MA0472.2","FAAP20",0.000627613105024133
"ZNF460","MA1596.1","CSNK2B",0.000452432940054619
"NFIB","MA1643.1","CSNK2B",0.000130821929070089
"MAF::NFE2","MA0501.1","PSD4",-5.01337893969855e-06
"ZNF282","MA1154.1","PSD4",-4.38910446584738e-05
"PBX3","MA1114.1","SNAI3",-0.000132919481025859
"NR4A1","MA1112.2","PSD4",-0.000149267370046621
