"tf_name","motif_id","gene","grn_weight"
"CTCF","MA0139.1","SYBU",0.198691169598398
"ETV5","MA0765.3","APOA2",0.198659391273434
"CTCF","MA0139.1","PTK2",0.198606232035561
"HNF4A","MA1494.1","ATXN10",0.197252407393128
"RXRB","MA0855.1","RHBG",0.197222252140302
"NR1H2::RXRA","MA0115.1","PPP1R12B",0.196313431264219
"RXRG","MA0856.1","NFIC",0.195644378023625
"ZNF384","MA1125.1","TOX",0.195614924467351
"ELK1","MA0028.2","APOA2",0.195463564429681
"ZNF354C","MA0130.1","APOA2",0.194693424394682
"NR2F1","MA1537.1","MTSS1",0.19440803325553
"ELK1::HOXB13","MA1932.1","APOA2",0.194407683483609
"NR1H2::RXRA","MA0115.1","ZHX2",0.194359606874368
"RXRB","MA0855.1","POR",0.191880555831708
"NR1H2::RXRA","MA0115.1","SEC14L2",0.191527491173637
"ZKSCAN5","MA1652.1","APOA2",0.191151075058974
"NR2F1","MA1537.1","LINC01344",0.190484795688964
"CTCF","MA0139.1","BHMT2",0.190271941567781
"RXRG","MA0856.1","TF",0.189826940076893
"CTCF","MA0139.1","RHBG",0.189758979182552
"RUNX3","MA0684.2","TOX",0.18931357063568
"RXRG","MA0856.1","WWP1",0.18928017117562
"CTCF","MA0139.1","EGFR",0.18921023542045
"HNF4A","MA1494.1","NVL",0.188889655622184
"HNF4A","MA1494.1","DEPTOR",0.187462492967814
"HNF4A","MA1494.1","DISP1",0.18716059663652
"HNF4G","MA0484.2","MDM4",0.186752572346365
"NR1H2::RXRA","MA0115.1","PSMD4",0.185785153765725
"HNF4A","MA0114.4","MDM4",0.184857230541428
"NR2F1","MA1537.1","RREB1",0.184584366440879
"RXRG","MA0856.1","EFR3A",0.183651718750804
"HNF4G","MA0484.2","ST3GAL1",0.183619292503376
"HNF4A","MA0114.4","ST3GAL1",0.183303765682107
"RXRG","MA0856.1","AGT",0.183261992007657
"CTCF","MA0139.1","F5",0.183145293718074
"RREB1","MA0073.1","TOX",0.183075670195195
"RXRG","MA0856.1","PSMD4",0.182733363931667
"HNF4A","MA1494.1","SETDB1",0.182551934089582
"HNF4A","MA1494.1","MDM4",0.182281345572697
"HNF1B","MA0153.2","AGT",0.181881385573154
"HNF1A","MA0046.2","RREB1",0.18151978908431
"RXRB","MA0855.1","MTSS1",0.180152702655067
"HNF4A","MA0114.4","DPY19L4",0.180069034715934
"HNF4A","MA1494.1","EPRS",0.179563098716859
"HNF4G","MA0484.2","DPY19L4",0.179112615585867
"RXRG","MA0856.1","NSMCE2",0.178286904362554
"RXRB","MA0855.1","SYBU",0.178257651928931
"RXRG","MA0856.1","CYP3A4",0.178179840719974
"RXRG","MA0856.1","CUL1",0.177664017117553
"PRDM9","MA1723.1","APOA2",0.177583561193806
"CTCF","MA0139.1","WWP1",0.177358815708851
"NR1H2::RXRA","MA0115.1","PDE4DIP",0.176351946247963
"HNF4A","MA1494.1","ST3GAL1",0.176224482538777
"NR2F1","MA1537.1","WWP1",0.174435853561003
"NR1H2::RXRA","MA0115.1","SLC17A4",0.172840095756762
"HNF4G","MA0484.2","ATP1B1",0.172516080259359
"NR1H2::RXRA","MA0115.1","KHDRBS3",0.172329877289467
"RXRB","MA0855.1","WWP1",0.172228455503997
"CTCF","MA0139.1","FARS2",0.171993025522992
"NR2F1","MA1537.1","NSMCE2",0.171865454407345
"HNF4A","MA0114.4","ATP1B1",0.171461934189768
"RXRG","MA0856.1","SELENBP1",0.171371036274201
"RXRB","MA0855.1","AGT",0.171146164786276
"CTCF","MA0139.1","NSMCE2",0.169894136563341
"SPIB","MA0081.2","FTL",0.169767383004424
"RXRB","MA0855.1","PSMD4",0.169604066776385
"RXRB","MA0855.1","EFR3A",0.169305283984274
"KLF4","MA0039.4","APOA2",0.168860941250108
"KLF4","MA0039.4","TOX",0.168748468430975
"RXRB","MA0855.1","SELENBP1",0.168691312439359
"KLF9","MA1107.2","APOA2",0.168389275994527
"RXRB","MA0855.1","CYP3A4",0.168274190409095
"HNF1A","MA0046.2","SNTB1",0.167754571722318
"KLF1","MA0493.2","TOX",0.167255407932201
"RXRB","MA0855.1","TF",0.166279180976533
"CTCF","MA0139.1","BHMT",0.166176113930024
"CTCF","MA0139.1","ASH1L",0.166070717593639
"NR2F1","MA1537.1","TF",0.16570001006035
"ZNF148","MA1653.1","TOX",0.165669414775417
"MAZ","MA1522.1","TOX",0.165333897632451
"RXRG","MA0856.1","PIP5K1A",0.165127619252765
"CTCF","MA0139.1","RALGPS2",0.164662245646239
"CTCF","MA0139.1","FARP1",0.16391318855881
"CTCF","MA0139.1","TNIP1",0.163162603702426
"CTCF","MA0139.1","UBR5",0.16307088693667
"NR3C2","MA0727.1","TPRG1",0.162693100817626
"CTCF","MA0139.1","ZHX2",0.162581287718001
"KLF1","MA0493.2","APOA2",0.16250772526279
"HNF4A","MA1494.1","SNX27",0.162198805028761
"CTCF","MA0139.1","MTSS1",0.162033667679706
"HNF1A","MA0046.2","WWP1",0.161905832521105
"NR1H2::RXRA","MA0115.1","SSR1",0.160866521663622
"CUX1","MA0754.2","EXT1",0.160788487110746
"RXRG","MA0856.1","ATAD2",0.160408691179464
"KLF2","MA1515.1","TOX",0.160275435200688
"ZIM3","MA1709.1","TOX",0.16024836097833
"KLF17","MA1514.1","TOX",0.15982706277574
"KLF9","MA1107.2","TOX",0.159634984713279
"KLF15","MA1513.1","TOX",0.15957180256771
"RXRB","MA0855.1","NSMCE2",0.159292698077519
"CTCF","MA0139.1","DMGDH",0.159134368038312
"ZNF354C","MA0130.1","SLA",0.158767869472348
"NR2F1","MA1537.1","EFR3A",0.158370759918107
"NR3C2","MA0727.1","RHBG",0.15816673342023
"IRF3","MA1418.1","TOX",0.157996898224961
"KLF5","MA0599.1","APOA2",0.157959371256368
"HNF1B","MA0153.2","DSP",0.157763095223725
"HNF4A","MA1494.1","TARBP1",0.157681641841445
"CTCF","MA0139.1","TF",0.156725979585752
"NR2F1","MA1537.1","ATAD2",0.156592319047073
"HNF1B","MA0153.2","SEC14L2",0.156486930129995
"NR1H2::RXRA","MA0115.1","ARNT",0.156228216656258
"NR1H2::RXRA","MA0115.1","RMDN1",0.15607743615343
"NR2F1","MA1537.1","CYP3A4",0.155670696951029
"CTCF","MA0139.1","DAP3",0.155397592940016
"PPARD","MA1550.1","POR",0.155016711254024
"CTCF","MA0139.1","ATAD2",0.154973679999857
"NR1H2::RXRA","MA0115.1","SCAP",0.154869005776651
"SP4","MA0685.2","TOX",0.154789590844836
"FOS","MA0476.1","SLA",0.154735761103541
"NR3C2","MA0727.1","ALDH1L1",0.154230978499408
"EGR1","MA0162.4","TOX",0.154148049021461
"NR2F1","MA1537.1","SLC27A5",0.153788937590764
"SPIC","MA0687.1","FTL",0.153129878879882
"CTCF","MA0139.1","XYLB",0.153111527027249
"KLF5","MA0599.1","TOX",0.153054016727077
"EGR3","MA0732.1","TOX",0.152978995076902
"NR2F1","MA1537.1","SEC14L2",0.152821641200216
"PATZ1","MA1961.1","TOX",0.15261563738162
"PPARD","MA1550.1","MTSS1",0.152209012885209
"SP4","MA0685.2","APOA2",0.152149840998217
"RXRG","MA0856.1","POGZ",0.152000162758612
"KLF6","MA1517.1","APOA2",0.151618681232711
"KLF7","MA1959.1","TOX",0.151475435173486
"HNF1A","MA0046.2","RALGPS2",0.151074787848577
"NFIB","MA1643.1","FARP1",0.151014559711413
"SP3","MA0746.2","TOX",0.150313774749079
"NFIC","MA0161.2","TPRG1",0.150255758558183
"ZNF460","MA1596.1","TOX",0.149666909669392
"ZNF320","MA1976.1","TOX",0.149614518700776
"KLF16","MA0741.1","APOA2",0.149132944914235
"ZNF354C","MA0130.1","TOX",0.14912641050359
"NR2F1","MA1537.1","AGT",0.14890571888758
"CTCF","MA0139.1","KHDRBS3",0.148670935078831
"RXRG","MA0856.1","LIN7A",0.14867041421286
"PPARD","MA1550.1","NFIC",0.148510467339681
"PRDM9","MA1723.1","TOX",0.148407882820792
"RXRG","MA0856.1","SEC14L2",0.147926452618108
"KLF2","MA1515.1","APOA2",0.147596785644313
"ZNF281","MA1630.2","APOA2",0.146973071000054
"ZNF148","MA1653.1","APOA2",0.146946858271573
"NFIB","MA1643.1","TPRG1",0.146811048696568
"HNF4A","MA1494.1","SWT1",0.146768765490992
"SP8","MA0747.1","TOX",0.146716155190369
"SP9","MA1564.1","TOX",0.146507434376604
"RXRG","MA0856.1","PPP1R12B",0.146264991403869
"RXRB","MA0855.1","MTDH",0.146168227464934
"HNF4A","MA1494.1","INTS8",0.146094123660541
"TEAD4","MA0809.2","EXT1",0.145632922623908
"HNF1A","MA0046.2","EFR3A",0.145352222788456
"SP2","MA0516.3","TOX",0.144268686933508
"KLF10","MA1511.2","APOA2",0.144227583618116
"CTCF","MA0139.1","SEC16B",0.143720432254724
"RXRB","MA0855.1","ASH1L",0.143659873986032
"KLF12","MA0742.2","TOX",0.143129119098005
"RXRB","MA0855.1","SEC14L2",0.142981275247861
"TEAD4","MA0809.2","NSMCE2",0.142934565929279
"HNF1B","MA0153.2","IPO9",0.142897266869076
"SP3","MA0746.2","APOA2",0.142612204734392
"RXRG","MA0856.1","SETDB1",0.142213165005578
"HNF1A","MA0046.2","PPP1R12B",0.141868494398533
"HOXB13","MA0901.2","TOX",0.141706155797459
"KLF11","MA1512.1","TOX",0.141594276999695
"EWSR1-FLI1","MA0149.1","TOX",0.141589609620171
"RUNX2","MA0511.2","TOX",0.141408922896135
"PPARD","MA1550.1","EFR3A",0.141263359193641
"POU1F1","MA0784.2","SLA",0.141230500807089
"ZNF281","MA1630.2","SLA",0.140424525481552
"CTCF","MA0139.1","GPT",0.140395784342263
"PPARD","MA1550.1","NSMCE2",0.140310325434774
"KLF10","MA1511.2","TOX",0.140288185859908
"NR2F1","MA1537.1","GLUL",0.1401622401592
"SP9","MA1564.1","APOA2",0.139852454151336
"KLF16","MA0741.1","TOX",0.139815494677078
"NFIB","MA1643.1","RALGPS2",0.139746398861412
"ZNF257","MA1710.1","APOA2",0.139340621005726
"NR1H2::RXRA","MA0115.1","PLEKHA6",0.139209504488718
"NFIB","MA1643.1","F5",0.1387568870452
"CTCF","MA0139.1","CYP8B1",0.138454922191466
"EGR4","MA0733.1","TOX",0.138344585414909
"ZNF701","MA1987.1","TOX",0.138264146183369
"TEAD3","MA0808.1","MTSS1",0.138176883915769
"ZNF740","MA0753.2","TOX",0.138017124022383
"SOX15","MA1152.1","TOX",0.137834540533957
"RXRB","MA0855.1","PIP5K1A",0.137705518340225
"KLF11","MA1512.1","APOA2",0.13761090217981
"KLF17","MA1514.1","APOA2",0.13684239308072
"SREBF1","MA0595.1","APOA2",0.136742225601585
"KLF6","MA1517.1","TOX",0.13667992418715
"NR1H2::RXRA","MA0115.1","SETDB1",0.136452591390369
"HNF4A","MA0114.4","GPAA1",0.136357512282577
"RXRB","MA0855.1","LIN7A",0.136334257819008
"HNF4A","MA0114.4","SOX13",0.136218022160129
"ZNF530","MA1981.1","TOX",0.136172182205918
"KLF14","MA0740.2","TOX",0.136034060516955
"ZKSCAN5","MA1652.1","FTL",0.135996832136318
"TEAD4","MA0809.2","TPRG1",0.135972473832662
"HNF4A","MA1494.1","TOP1MT",0.135569850755612
"CTCF","MA0139.1","CUL1",0.135367971538724
"SRY","MA0084.1","TOX",0.135324232243114
"HNF4G","MA0484.2","SOX13",0.135157658542394
"HNF1B","MA0153.2","KHDRBS3",0.135017591252185
"HNF4G","MA0484.2","SWT1",0.135009101431371
"CTCF","MA0139.1","RMDN1",0.1349681841592
"POU5F1","MA1115.1","APOA2",0.13494350649939
"NR2F1","MA1537.1","RMDN1",0.134827923125412
"NFIC","MA0161.2","FMO3",0.134801698853415
"TEAD4","MA0809.2","MTSS1",0.134725225958391
"TEAD3","MA0808.1","TPRG1",0.13449813435316
"TEAD3","MA0808.1","NSMCE2",0.134136795707254
"NFATC4","MA1525.2","TOX",0.133966129389843
"TEAD4","MA0809.2","BHMT2",0.133943177997563
"TEAD3","MA0808.1","EXT1",0.133881370771205
"HNF4A","MA0114.4","SWT1",0.133441429005403
"VEZF1","MA1578.1","TOX",0.133303328263647
"HNF4G","MA0484.2","GPAA1",0.133244499847611
"IKZF1","MA1508.1","TOX",0.132840821742798
"PPARD","MA1550.1","AGT",0.13272324723632
"TEAD3","MA0808.1","EFR3A",0.132627415610759
"HNF1A","MA0046.2","TF",0.132519574734352
"EWSR1-FLI1","MA0149.1","APOA2",0.132423974510769
"NR1H2::RXRA","MA0115.1","ATXN10",0.131984973119487
"CTCF","MA0139.1","DEPTOR",0.131951305721403
"IRF3","MA1418.1","FTL",0.131937852519704
"RXRB","MA0855.1","POGZ",0.131826743208738
"NFIC","MA0161.2","LINC01344",0.131746423735854
"SP8","MA0747.1","APOA2",0.131708022130499
"SP5","MA1965.1","TOX",0.131271639460727
"HNF4A","MA1494.1","PI4KB",0.131007175976552
"TEAD3","MA0808.1","SYBU",0.131005604973073
"NFIC","MA0161.2","RHBG",0.130991752132298
"SP5","MA1965.1","APOA2",0.130709683798243
"ZKSCAN5","MA1652.1","TOX",0.130218410326736
"CTCF","MA0139.1","MTDH",0.12975614972391
"TEAD4","MA0809.2","EFR3A",0.129594609448339
"RXRB","MA0855.1","ATAD2",0.129495723021317
"RXRG","MA0856.1","RMDN1",0.129419811498057
"NFIB","MA1643.1","BHMT2",0.129174576580327
"NR3C2","MA0727.1","C4BPB",0.129097341027932
"TEAD4","MA0809.2","SYBU",0.12905391328318
"HNF1B","MA0153.2","EPRS",0.128934179200133
"RXRG","MA0856.1","PDE4DIP",0.128876459927548
"SP1","MA0079.5","APOA2",0.128686610286269
"RXRB","MA0855.1","DAP3",0.128682294258118
"NR3C2","MA0727.1","ASH1L",0.128629703417206
"NFIB","MA1643.1","ITIH3",0.128195774824155
"RXRG","MA0856.1","KHDRBS3",0.128031349075255
"CTCF","MA0139.1","TRAPPC9",0.128007621501501
"SP1","MA0079.5","TOX",0.127930787355958
"MAZ","MA1522.1","APOA2",0.127921114924169
"CTCF","MA0139.1","MATN2",0.127786257233886
"HNF1B","MA0153.2","MDM4",0.127572348327668
"HNF4A","MA0114.4","EIF3L",0.127534512295147
"NR2F1","MA1537.1","LIN7A",0.127529413445605
"PPARD","MA1550.1","TF",0.127509789229319
"ZNF454","MA1712.1","TOX",0.127234724674965
"CUX1","MA0754.2","WWP1",0.127041027702697
"CTCF","MA0139.1","LIN7A",0.126481820263069
"NR2F1","MA1537.1","KHDRBS3",0.126250841173808
"HNF4A","MA1494.1","GLI4",0.12599066126684
"RXRB","MA0855.1","RMDN1",0.125581987187503
"NFIB","MA1643.1","MTSS1",0.125544322036901
"HNF4G","MA0484.2","EIF3L",0.12508246644944
"PATZ1","MA1961.1","APOA2",0.124999871733677
"KLF14","MA0740.2","APOA2",0.124945011325227
"SPIB","MA0081.2","ARHGEF2",0.124711949405815
"PPARD","MA1550.1","CUL1",0.124603172350809
"RXRG","MA0856.1","ZHX2",0.124525677412996
"NR1H2::RXRA","MA0115.1","NVL",0.124251047516545
"ZNF281","MA1630.2","TOX",0.123864521350852
"NR1H2::RXRA","MA0115.1","SNX27",0.123705220225209
"TEAD3","MA0808.1","MATN2",0.123604225709242
"HNF1A","MA0046.2","AGT",0.123477871260093
"ZNF93","MA1721.1","TOX",0.12336038571449
"HOXA10","MA0899.1","TOX",0.123313622481499
"RXRB","MA0855.1","KHDRBS3",0.123183942371018
"EHF","MA0598.3","ARHGEF2",0.122437239188003
"EGR1","MA0162.4","APOA2",0.12191786007834
"ELF3","MA0640.2","ARHGEF2",0.121881594407124
"NFIB","MA1643.1","EGFR",0.121746329285495
"HNF1A","MA0046.2","IPO9",0.121692723841957
"RXRB","MA0855.1","PPP1R12B",0.121640524598961
"MLX","MA0663.1","FTL",0.121636145434641
"CTCF","MA0139.1","ZNF544",0.121607809691749
"KLF12","MA0742.2","APOA2",0.121336852521592
"PPARD","MA1550.1","CYP3A4",0.121194778291991
"RXRG","MA0856.1","PLEKHA6",0.121058769895918
"CTCF","MA0139.1","ELOVL2",0.120869079162702
"NFIB","MA1643.1","WWP1",0.120427485012405
"ELF1","MA0473.3","ARHGEF2",0.120208512319512
"POU6F2","MA0793.1","SLA",0.120204927113553
"TFEB","MA0692.1","FTL",0.120035336354204
"ZNF354C","MA0130.1","FTL",0.119921359935722
"NR3C1","MA0113.3","TPRG1",0.11986638721717
"CDX2","MA0465.2","TOX",0.119643208907784
"TEAD4","MA0809.2","RREB1",0.119550651048292
"HOXD9","MA0913.2","TOX",0.119495765166773
"CTCF","MA0139.1","LYRM4",0.119490351631653
"RXRG","MA0856.1","NRBP2",0.119446719751082
"NR3C2","MA0727.1","TTPA",0.119112919281992
"NR2F1","MA1537.1","ZHX2",0.119029084346935
"HNF4A","MA1494.1","SMG5",0.119008457602311
"HNF4A","MA1494.1","WDYHV1",0.118438865714488
"NFIC","MA0161.2","SLC30A10",0.118433404130093
"RXRB","MA0855.1","ZHX2",0.11839675525492
"CTCF","MA0139.1","ATXN7L1",0.118330416663504
"RXRG","MA0856.1","ARNT",0.11822095425872
"KLF7","MA1959.1","APOA2",0.118162069566946
"USF1","MA0093.3","FTL",0.118063555685979
"NR2F1","MA1537.1","NDUFAF6",0.118061331268738
"TEAD2","MA1121.1","NSMCE2",0.118009496663062
"TEAD2","MA1121.1","EXT1",0.117857424032965
"ETV1","MA0761.2","ARHGEF2",0.117720798105737
"HNF1A","MA0046.2","EPHX1",0.117321798139451
"TFAP2C","MA0814.2","APOA2",0.117125494978873
"TFDP1","MA1122.1","TOX",0.11709919431708
"FOXD2","MA0847.3","TSHZ2",0.117067181733706
"CTCF","MA0139.1","NRBP2",0.117058076371819
"SP2","MA0516.3","APOA2",0.116981878063292
"TEAD4","MA0809.2","SEC16B",0.116885415973227
"NR3C1","MA0113.3","RHBG",0.116862432296183
"ZNF768","MA1731.1","TOX",0.116861309956615
"NR1H2::RXRA","MA0115.1","TOP1MT",0.116803535302166
"PPARD","MA1550.1","NDUFAF6",0.116664013945163
"EGR3","MA0732.1","APOA2",0.116649531851852
"CUX2","MA0755.1","EXT1",0.116479435110018
"NR1H2::RXRA","MA0115.1","PI4KB",0.116151364388386
"NR3C2","MA0727.1","LIN7A",0.115934768281446
"CTCF","MA0139.1","UBE2W",0.115918614983784
"TEAD4","MA0809.2","FARS2",0.115751345282899
"FOXO1::ELK1","MA1954.1","ARHGEF2",0.115497822479651
"CTCF","MA0139.1","DISP1",0.115202128681776
"ZNF140","MA1589.1","APOA2",0.115185275007939
"MAFK","MA0496.3","FTL",0.11516193966429
"HNF4A","MA0114.4","SMG5",0.11497840676412
"CUX1","MA0754.2","MTDH",0.114816955916884
"PPARD","MA1550.1","LIN7A",0.114805329187875
"RXRG","MA0856.1","MDM4",0.114750335447968
"NR2F1","MA1537.1","PLEKHA6",0.114300457674246
"NR2F1","MA1537.1","PPP1R12B",0.114266831973576
"RXRB","MA0855.1","PDE4DIP",0.113967970605646
"CTCF","MA0139.1","CD46",0.113697396707947
"MEF2A","MA0052.4","RPS27",0.113651320310298
"HNF1B","MA0153.2","HSBP1L1",0.113637895260918
"TEAD2","MA1121.1","TPRG1",0.113431810451382
"MEIS3","MA0775.1","TOX",0.113368618954389
"ARNT2","MA1464.1","FTL",0.11336337133541
"TFEC","MA0871.2","FTL",0.113274538610431
"HNF4A","MA1494.1","ZC3H3",0.113224630499982
"ZNF816","MA1719.1","TOX",0.112961621993647
"TEAD3","MA0808.1","FARS2",0.112925063711437
"FOXD3","MA0041.2","TOX",0.112832002755112
"HNF4G","MA0484.2","SMG5",0.112792594752367
"NFIC","MA0161.2","FAM49B",0.112631044253349
"BATF::JUN","MA0462.2","APOA2",0.112460306174032
"GABPA","MA0062.3","ARHGEF2",0.112408669393312
"HOXC13","MA0907.1","SLA",0.112332776026567
"TBX18","MA1565.1","SH2D2A",0.112036821238928
"ZKSCAN5","MA1652.1","ARHGEF2",0.111981087904009
"ZNF148","MA1653.1","SLC45A4",0.111697105929533
"RXRB","MA0855.1","NRBP2",0.111118782406153
"HNF1B","MA0153.2","NDUFV3",0.111095570062481
"HNF1A","MA0046.2","DSP",0.110992686775461
"RXRB","MA0855.1","SETDB1",0.110919968362402
"CDX4","MA1473.1","TOX",0.110324708467362
"EGR4","MA0733.1","APOA2",0.110283638964422
"ZNF76","MA1716.1","TOX",0.110261429553087
"TEAD4","MA0809.2","MATN2",0.109934403545723
"GLIS3","MA0737.1","TOX",0.109918855136787
"CTCF","MA0139.1","EPHX1",0.109859665435419
"TEAD4","MA0809.2","DMGDH",0.109702886968415
"KLF6","MA1517.1","SH2D2A",0.109689017815105
"TEAD2","MA1121.1","RALGPS2",0.109546575896483
"SOX10","MA0442.2","TOX",0.109520961765408
"ZNF528","MA1597.1","TOX",0.109237127908801
"BATF3","MA0835.2","APOA2",0.109233530603535
"NFIC","MA0161.2","GLUL",0.109058272220313
"PLAG1","MA0163.1","FTL",0.108816293184514
"CUX1","MA0754.2","EFR3A",0.108616560288069
"NR1H2::RXRA","MA0115.1","SQLE",0.108590574243979
"ZNF530","MA1981.1","APOA2",0.108576635193668
"BACH1","MA1633.2","APOA2",0.108483617227784
"GLIS2","MA0736.1","TOX",0.108229157205543
"BATF","MA1634.1","APOA2",0.1078427037565
"PRDM1","MA0508.3","TOX",0.107678140063328
"KLF2","MA1515.1","SH2D2A",0.107610036453599
"CTCF","MA0139.1","SMG7",0.107505775001951
"NR3C2","MA0727.1","PDE4DIP",0.107379202699736
"POU6F1","MA1549.1","SLA",0.107237375225043
"ZNF263","MA0528.2","APOA2",0.1070817887578
"MITF","MA0620.3","FTL",0.107028183127682
"PKNOX1","MA0782.2","APOA2",0.106908048567553
"POU6F2","MA0793.1","APOA2",0.106778679876906
"KLF2","MA1515.1","SLC45A4",0.106728338585202
"TEAD4","MA0809.2","BHMT",0.106712493066145
"E2F6","MA0471.2","TOX",0.106450763423945
"ZNF189","MA1725.1","TOX",0.106391769212946
"TEAD2","MA1121.1","MTSS1",0.106298360466688
"NR2F1","MA1537.1","NRBP2",0.106200625253897
"NFIC","MA0161.2","MTDH",0.105931801594602
"NFIB","MA1643.1","UBR5",0.105803477914255
"RXRG","MA0856.1","TARBP1",0.10579541578236
"NFIC","MA1527.1","BHMT2",0.105679154704369
"FOXO1::ELF1","MA1953.1","ARHGEF2",0.105525257304362
"THRB","MA1576.1","APOA2",0.105295032690898
