"tf_name","motif_id","gene","grn_weight"
"IRF9","MA0653.1","HSP90AA1",0.025128553310477
"KLF11","MA1512.1","THRA",0.0245416911956605
"JUNB","MA1140.2","PLCG2",0.0244900985074885
"FOXK2","MA1103.2","ZNF407",0.0243485557175739
"TCF4","MA0830.2","MOK",0.0242975368278406
"ZIC5","MA1584.1","LEPR",0.0242721527499421
"NOTO","MA0710.1","RPL13",0.0241299620755561
"ELK4","MA0076.2","LEPR",0.024090581655822
"ZNF331","MA1726.1","MOK",0.0240610688844505
"TGIF2LY","MA1572.1","WNK2",0.0240334495682357
"ELF4","MA0641.1","HSP90AA1",0.0239328242803213
"ZNF416","MA1979.1","RPL13",0.0237123992846615
"KLF13","MA0657.1","THRA",0.023584998071832
"TFAP2A","MA0810.1","WNK2",0.0234735250841954
"FOS::JUN","MA1126.1","MOK",0.0234504795857815
"CREB3L4","MA1475.1","PLCG2",0.0233451847504502
"ZNF263","MA0528.2","MOK",0.023055298470113
"FOXO4","MA0848.1","ZNF407",0.0230334237706915
"FOXP3","MA0850.1","ZNF407",0.0230334237706915
"FOXL1","MA0033.2","ZNF407",0.0230334237706915
"FOXI1","MA0042.2","ZNF407",0.0230334237706915
"NR2C2","MA0504.1","PLCG2",0.0228168113766439
"TFAP2B","MA0813.1","PLCG2",0.0226386183496656
"ZSCAN4","MA1155.1","LEPR",0.022612397719098
"HLF","MA0043.3","CD55",0.022563575363136
"TCF12","MA1648.1","MOK",0.0225019586565988
"ZNF740","MA0753.2","THRA",0.0224465351369779
"ZNF257","MA1710.1","TCF25",0.022376459553151
"ZBTB26","MA1579.1","MOK",0.022343897505181
"SMAD2","MA1964.1","CD55",0.0223255367067337
"HOXD9","MA0913.2","CD55",0.0221950810293145
"TCF3","MA0522.3","MOK",0.0221156183277151
"FOSL1::JUN","MA1129.1","PLCG2",0.022097356303516
"FOS","MA1951.1","TCF25",0.022078394339386
"ETV1","MA0761.2","TCF25",0.0220289112526025
"PRDM9","MA1723.1","PLCG2",0.0219679071456236
"JUND","MA0492.1","PLCG2",0.0219499389870751
"PLAG1","MA0163.1","WNK2",0.0218342083066963
"NFATC4","MA1525.2","LEPR",0.021816220127869
"TGIF2LX","MA1571.1","WNK2",0.0217443616308233
"FOSL2::JUN","MA1131.1","MOK",0.0216474724839488
"ZNF708","MA1730.1","PLCG2",0.021497766018382
"CREM","MA0609.2","TCF25",0.0213883814598672
"CREB3L4","MA1475.1","TCF25",0.0213610330268926
"POU5F1B","MA0792.1","ZNF407",0.0213475147139261
"NEUROD1","MA1109.1","ZNF407",0.0210459265542925
"MXI1","MA1108.2","MOK",0.0210104327012409
"JUNB","MA1140.2","MOK",0.0210036865956456
"ZNF549","MA1728.1","LEPR",0.0205673635623262
"RARA::RXRG","MA1149.1","PLCG2",0.0205075460735942
"JUN::JUNB","MA1133.1","PLCG2",0.0204153541425733
"E2F2","MA0864.2","THRA",0.0201682401750451
"ZNF418","MA1980.1","LEPR",0.0201315355890116
"EGR4","MA0733.1","MOK",0.0201169690295957
"ZBTB12","MA1649.1","LEPR",0.0201148840573214
"POU5F1","MA1115.1","LEPR",0.0197030921357403
"NEUROG2","MA1642.1","ZNF407",0.0196372910170423
"KLF7","MA1959.1","TCF25",0.0196039339823545
"NR6A1","MA1541.1","MOK",0.019521910149059
"ZNF768","MA1731.1","WNK2",0.0193333103962578
"ZNF331","MA1726.1","THRA",0.0193128085348821
"PLAG1","MA0163.1","PLCG2",0.0193002805079823
"PATZ1","MA1961.1","HSP90AA1",0.0192945482832
