A1BG	1.2800275619075878e-05
A1CF	1.4990895458572037e-05
A2M	8.808477381915805e-05
A2ML1	5.677964961473151e-06
A3GALT2	2.40597703001462e-06
A4GALT	1.2273118387074418e-05
A4GNT	1.6051594770264373e-06
AAAS	7.859311513420092e-05
AACS	0.00018640028118400252
AADAC	1.924166960024663e-06
AADAT	3.4204894171905207e-05
AAGAB	5.532366915849922e-06
AAK1	2.180706490317859e-05
AAMP	1.2167320652784902e-05
AANAT	2.2775986540663897e-05
AAR2	4.9038139699053446e-05
AARS1	5.867650613945161e-05
AARS2	4.143796351188373e-05
AARSD1	2.4565005550518224e-06
AASDH	0.00013515657360359273
AASDHPPT	4.973114880335666e-05
AASS	2.4031059931303197e-05
AATF	0.0001328397500522098
AATK	3.1427511285807973e-06
ABAT	0.00010983065155106853
ABCA1	0.00013211904883634788
ABCA12	7.322703888582401e-06
ABCA2	2.3198840516499697e-05
ABCA3	4.8032812760997725e-06
ABCA4	3.770299362992351e-05
ABCA5	9.178583006246103e-07
ABCA6	7.880457467534256e-06
ABCA7	2.5012461955372586e-05
ABCA8	9.415589708629892e-07
ABCA9	2.364138590815749e-06
ABCB1	2.7908419893166624e-05
ABCB10	9.259516375996342e-06
ABCB11	3.572417464018307e-05
ABCB4	1.742992884726151e-05
ABCB5	3.979111122847815e-06
ABCB6	2.165709495379369e-05
ABCB7	2.6820261179036837e-05
ABCB8	2.484631208739352e-05
ABCB9	6.40901084243912e-06
ABCC1	6.451064723344948e-06
ABCC2	3.567613899120652e-05
ABCC3	1.4475880611943161e-05
ABCC4	2.7759663705382228e-05
ABCC5	8.85004654858667e-07
ABCC6	9.275924399465337e-06
ABCC8	4.234876182108731e-05
ABCC9	1.769068050149449e-05
ABCD1	5.702487498474437e-05
ABCD2	1.9648231161967764e-05
ABCD3	8.677924870949349e-05
ABCD4	3.164883936588825e-05
ABCE1	0.00015193291128032515
ABCF1	4.8319283487742195e-05
ABCF2	2.4114972521932282e-05
ABCF2-2	2.3206772645187855e-05
ABCF3	2.094120606563418e-05
ABCG1	8.562430186407987e-05
ABCG2	3.6885443147278296e-05
ABCG4	1.2903097412339084e-06
ABCG5	6.300819655963955e-05
ABCG8	5.027729670927501e-05
ABHD1	7.354030453043309e-07
ABHD12	8.745097739332881e-06
ABHD14A-ACY1	2.5033926288577445e-06
ABHD15	1.0790030414627814e-06
ABHD16A	1.0457366237662384e-05
ABHD17A	9.14437496022501e-07
ABHD2	8.909904073667232e-07
ABHD4	7.528023892815391e-06
ABHD5	1.9877339723614562e-05
ABHD6	8.37255150770479e-06
ABHD8	1.3423833026933444e-06
ABI1	6.138115735163967e-05
ABI2	4.5120955553171e-05
ABI3	1.8597001517741907e-05
ABI3BP	1.1158216836163367e-06
ABITRAM	8.224845279757492e-06
ABL1	0.0002598751875433055
ABL2	1.9167959607114285e-05
ABLIM1	8.725235859358284e-06
ABLIM2	1.2908615190645749e-06
ABLIM3	8.725235859358284e-06
ABO	5.880299500742994e-06
ABR	2.146472102346675e-06
ABRA	4.302865536972169e-06
ABRAXAS1	4.1749575347233434e-05
ABRAXAS2	1.6709758578499965e-05
ABT1	3.0821837311402364e-05
ABTB1	4.58962530228267e-06
ACAA1	0.0011537572192938715
ACAA2	0.0010695594437873839
ACACA	0.0002412141907529567
ACACB	0.00019898335755953207
ACAD10	3.865830084659928e-05
ACAD11	5.2610411421888914e-05
ACAD8	0.00013528399495997987
ACAD9	0.00017515665153902094
ACADL	0.00025474477791562786
ACADM	0.00026074027757447363
ACADS	0.00038457315810949704
