A1BG	4.54412186075315e-05
A1CF	0.001576665698756765
A2M	0.0019460188812091416
A2ML1	2.929899857034901e-05
A3GALT2	4.172295453102202e-06
A4GALT	1.8777877125986555e-05
A4GNT	2.285102789041066e-06
AAAS	5.630909626170116e-05
AACS	7.09617374836679e-05
AADAC	3.900029844336996e-06
AADAT	5.3209333354183075e-05
AAGAB	1.1976577736915027e-05
AAK1	5.763717434617436e-05
AAMP	1.1256089804136999e-05
AANAT	3.568932297623754e-05
AAR2	2.9672530064019414e-05
AARS1	6.813624078086179e-05
AARS2	4.5339193218085846e-05
AARSD1	2.7735240729462343e-06
AASDH	0.000170301141113079
AASDHPPT	2.8917926482579845e-05
AASS	7.931012662716582e-05
AATF	0.00012698936484046962
AATK	3.178258667206177e-06
ABAT	0.00021489380961291644
ABCA1	0.0001487822274096969
ABCA12	1.622917014783274e-05
ABCA2	3.120941439659583e-05
ABCA3	7.794183077296785e-06
ABCA4	4.963092975912108e-05
ABCA5	1.7815230191723888e-06
ABCA6	5.3805000618690445e-06
ABCA7	0.000178670073951966
ABCA8	1.659251718309951e-06
ABCA9	1.6141508590754415e-06
ABCB1	8.305415108036546e-05
ABCB10	1.8654309543508326e-05
ABCB11	4.233467761253637e-05
ABCB4	2.5169758615533895e-05
ABCB5	3.2897659651411084e-06
ABCB6	3.119286559673216e-05
ABCB7	4.108455749716209e-05
ABCB8	3.416805560885517e-05
ABCB9	7.504620220325373e-06
ABCC1	5.451585796388895e-06
ABCC2	8.669005901128928e-05
ABCC3	2.158223697146624e-05
ABCC4	4.174632166167852e-05
ABCC5	7.217667157214197e-07
ABCC6	3.5152119994642686e-05
ABCC8	4.053174394610216e-05
ABCC9	2.022530699644505e-05
ABCD1	6.143550964286201e-05
ABCD2	1.8645195751312687e-05
ABCD3	7.475379034640768e-05
ABCD4	4.214087188514033e-05
ABCE1	0.00011871643713092118
ABCF1	3.712877727147152e-05
ABCF2	2.0247059064255343e-05
ABCF2-2	1.9511744114676293e-05
ABCF3	1.5413362743862542e-05
ABCG1	8.052902953438896e-05
ABCG2	5.399132232921324e-05
ABCG4	2.0087938738265475e-05
ABCG5	9.851056446241e-05
ABCG8	6.375391926221431e-05
ABHD1	7.815131801795002e-06
ABHD12	1.3097721975783625e-05
ABHD14A-ACY1	4.26932010107909e-05
ABHD15	2.2721441883060627e-06
ABHD16A	8.817969155215404e-06
ABHD17A	2.4200934890110037e-06
ABHD2	0.001544850138878829
ABHD4	1.1643994953506436e-05
ABHD5	4.151438613905367e-05
ABHD6	1.3412708444698469e-05
ABHD8	1.1996993063809638e-06
ABI1	8.07282021279385e-05
ABI2	7.097200508056787e-05
ABI3	2.3369682147862406e-05
ABI3BP	1.402182515038613e-06
ABITRAM	7.691143973852717e-06
ABL1	0.00023907693884164807
ABL2	2.0507484127658544e-05
ABLIM1	7.616187289093985e-06
ABLIM2	1.1267839761719067e-06
ABLIM3	7.616187289093985e-06
ABO	6.7357902422322386e-06
ABR	1.8944356886773743e-06
ABRA	3.755939239337347e-06
ABRAXAS1	2.6837123266229666e-05
ABRAXAS2	1.5880708770964185e-05
ABT1	2.4475886792828062e-05
ABTB1	5.032351725639112e-06
ACAA1	0.0003974683972299633
ACAA2	0.0003522628876408004
ACACA	0.0003473358690844854
ACACB	0.00023000717581033575
ACAD10	3.096653688617298e-05
ACAD11	4.0561761817670715e-05
ACAD8	0.00011644172155047613
ACAD9	0.0001287073882395017
ACADL	0.00020241491097209189
ACADM	0.0003491855778883009
ACADS	0.0016927405847054807
ACADSB	0.00022666706726655512
ACADVL	0.0001718709259008771
ACAN	0.0002528993936793282
ACAP1	6.985183460966808e-06
ACAP2	6.985183460966808e-06
ACAT1	0.0002555199707977843
ACAT2	0.00026230374218608453
ACBD3	3.773839958333971e-05
ACBD4	2.73099295339984e-06
ACBD5	3.3139538009997016e-05
ACBD6	2.683694716403834e-06
ACCS	1.4354436255878805e-05
ACCSL	1.4354436255878805e-05
ACD	2.8937839328052936e-05
ACE	0.00013369258825219176
ACE2	0.00013462536924631444
ACER1	7.142943526941262e-05
ACER2	7.044427740615906e-05
ACER3	4.340575023470571e-05
ACHE	8.521019573610262e-05
ACIN1	5.7110722540267086e-05
ACKR1	3.6619852947526644e-05
ACKR2	4.1200040836902794e-05
ACKR3	3.242808106142124e-05
ACKR4	2.1826504921884513e-05
ACLY	0.00028120456539354943
ACMSD	3.445467015703883e-05
ACO1	0.00014541034877710331
ACO2	0.0002037273842654357
ACOD1	2.9001485338510828e-06
ACOT1	3.111051874971451e-05
ACOT11	3.6045839532393934e-06
