A1BG	1.7578631566455214e-05
A1CF	3.4287177214906844e-05
A2M	9.575640318669934e-05
A2ML1	6.830349628396441e-06
A3GALT2	1.5903998102367394e-05
A4GALT	8.226851104031828e-05
A4GNT	3.371457105470637e-05
AAAS	3.457125188988132e-05
AACS	4.2005251110807314e-05
AADAC	2.2451176476828628e-06
AADAT	3.6301422728672335e-05
AAGAB	5.970064893089189e-06
AAK1	2.261368701832546e-05
AAMP	1.0471219516640883e-05
AANAT	2.5894176140137933e-05
AAR2	1.557031960032709e-05
AARS1	6.136352561272607e-05
AARS2	4.418221518305518e-05
AARSD1	2.9236520876976024e-06
AASDH	0.00025308941032012484
AASDHPPT	4.831898427009746e-05
AASS	1.9325734249113013e-05
AATF	9.194126614075863e-05
AATK	4.583941014039941e-06
ABAT	8.750174776376534e-05
ABCA1	8.236466950662562e-05
ABCA12	1.9052185968405307e-05
ABCA2	2.7105848682204878e-05
ABCA3	5.1605740638287716e-06
ABCA4	3.771523968390096e-05
ABCA5	1.4859968314373639e-06
ABCA6	1.2268801290902366e-05
ABCA7	2.6912736365739105e-05
ABCA8	9.98260249284754e-07
ABCA9	3.6806410218168803e-06
ABCB1	2.7434149139865126e-05
ABCB10	2.4319296750470844e-05
ABCB11	2.918439521138396e-05
ABCB4	1.672998902697189e-05
ABCB5	3.2523271458187644e-06
ABCB6	2.6252243785544264e-05
ABCB7	5.610371190252377e-05
ABCB8	3.0031340086486056e-05
ABCB9	5.597861468400257e-06
ABCC1	4.9112121010419885e-06
ABCC2	3.9056272602831076e-05
ABCC3	1.2304498198842482e-05
ABCC4	2.5240459711436103e-05
ABCC5	7.266035167858845e-07
ABCC6	1.3351551312590876e-05
ABCC8	3.8586265097168345e-05
ABCC9	1.4989410302141487e-05
ABCD1	8.16964883011607e-05
ABCD2	2.699147501845902e-05
ABCD3	9.113414282846836e-05
ABCD4	4.181438532471877e-05
ABCE1	0.00011325989975787298
ABCF1	3.4492980188808376e-05
ABCF2	1.886352276624981e-05
ABCF2-2	1.8149764617941653e-05
ABCF3	1.6216697114464714e-05
ABCG1	4.2513716270167985e-05
ABCG2	3.567722108997524e-05
ABCG4	1.5067025325354447e-06
ABCG5	5.9568816904539886e-05
ABCG8	4.763391833419678e-05
ABHD1	7.67755442850195e-07
ABHD12	3.647994547724887e-05
ABHD14A-ACY1	4.785867561700496e-06
ABHD15	1.326361996599048e-06
ABHD16A	7.404676951563882e-05
ABHD17A	2.200266697741288e-06
ABHD2	9.559692297078279e-07
ABHD4	2.5610709040685706e-05
ABHD5	3.993324302110907e-05
ABHD6	2.8597133604053697e-05
ABHD8	9.348425664672229e-07
ABI1	6.912760242611754e-05
ABI2	4.805399179985615e-05
ABI3	1.9804991427471697e-05
ABI3BP	1.188300444696585e-06
ABITRAM	9.083888066972447e-06
ABL1	0.0002521915219816153
ABL2	1.9640989001228595e-05
ABLIM1	7.905341482922305e-06
ABLIM2	1.1695608256309488e-06
ABLIM3	7.905341482922305e-06
ABO	4.483572986528676e-05
ABR	1.5684496067639473e-06
ABRA	3.898531567130867e-06
ABRAXAS1	3.516289959004228e-05
ABRAXAS2	1.716940912341436e-05
ABT1	1.788160467387671e-05
ABTB1	5.376278879846018e-06
ACAA1	0.00026051316203634206
ACAA2	0.00028882763320754533
ACACA	0.00299928785493165
ACACB	0.00029687895503518753
ACAD10	8.526538285811537e-06
ACAD11	1.4443997699846769e-05
ACAD8	4.687617769063352e-05
ACAD9	0.00045259353771577126
ACADL	0.00018557985649505344
ACADM	0.00020701716402821686
ACADS	0.0001723475081621602
ACADSB	9.983738868607685e-05
ACADVL	0.00017894748299255333
ACAN	0.00011462324301196166
ACAP1	4.7001700788742155e-06
ACAP2	4.7001700788742155e-06
ACAT1	0.000215105126996474
ACAT2	0.000212417469667455
ACBD3	2.0707289239316536e-05
ACBD4	2.2886811203401116e-06
ACBD5	2.9899442800799902e-05
ACBD6	2.9672437609801146e-06
ACCS	2.41684060359793e-05
ACCSL	2.41684060359793e-05
ACD	2.762785726281903e-05
ACE	9.292424649166056e-05
ACE2	9.6947705581594e-05
ACER1	6.478515110871801e-05
ACER2	6.559935606417075e-05
ACER3	4.8177258972349475e-05
ACHE	7.143130817753673e-05
ACIN1	2.258959586614249e-05
ACKR1	3.870660641474054e-05
ACKR2	4.257873245882418e-05
ACKR3	4.1552288254700834e-05
ACKR4	2.287858893094447e-05
ACLY	0.0003281488328499457
ACMSD	2.216027626632899e-05
ACO1	0.00012974285000210748
ACO2	0.00034507214523530336
ACOD1	2.3073071377426906e-06
ACOT1	3.195937461244078e-05
ACOT11	2.939669140662468e-06
ACOT12	0.00011067809522159069
ACOT13	1.80988694822611e-05
ACOT2	3.655323157593381e-05
ACOT4	3.1643695569937546e-05
ACOT7	1.590577701688004e-05
ACOT8	3.969156588449383e-05
ACOT9	4.574693559226238e-06
ACOX1	0.00042549922677310813
ACOX2	7.738405614157403e-05
ACOX3	0.00025195464452869754
ACOXL	1.684939296551435e-05
ACP1	6.363680034776739e-05
ACP4	1.8887487893434224e-06
ACP5	5.0877978486200615e-05
ACP6	6.309612716673065e-06
ACP7	3.262532675420655e-06
ACPP	1.2637429648531369e-05
ACR	6.303919004252793e-06
ACRBP	3.7538648534024686e-06
ACRV1	1.6350839822447842e-05
ACSBG1	0.00016144835639848407
ACSBG2	0.00014706524552846888
ACSF2	4.030368890882583e-05
ACSF3	9.36054535828504e-05
ACSL1	0.0003193834494479763
ACSL3	0.00024571931406781845
ACSL4	0.00021401981591838122
ACSL5	0.00018783501985381688
ACSL6	0.00017682625713227003
ACSM1	1.1790031437770738e-05
ACSM2A	8.219657142612441e-06
ACSM2B	8.219657142612441e-06
ACSM3	8.710013272637429e-06
ACSM4	5.753756166430128e-06
ACSM5	5.753756166430128e-06
ACSM6	5.753756166430128e-06
ACSS1	0.0001993148469039622
ACSS2	0.0001996221294303275
ACSS3	7.49397353878879e-05
ACTA1	0.00011489629764230557
ACTA2	6.932265176104689e-05
ACTB	0.0007039622887839753
ACTBL2	1.0866179004238973e-05
ACTC1	4.917519809138628e-05
ACTG1	0.000220664601905917
ACTG2	2.3291517510220557e-05
ACTL10	1.8959331022505237e-06
ACTL6A	0.00018820991096744983
ACTL6B	8.08660531351233e-05
ACTL7A	5.410976839388919e-06
ACTL7B	2.975557070024887e-06
ACTL8	1.8959331022505237e-06
ACTL9	1.8959331022505237e-06
ACTN1	9.816372778559735e-05
ACTN2	7.827426625395233e-05
ACTN3	3.317367873798274e-05
ACTN4	9.124372993100971e-05
ACTR10	3.4024684150851746e-05
ACTR1A	2.931211161526456e-05
ACTR1B	1.4904101603093613e-05
ACTR2	8.562516237041877e-05
ACTR3	5.772020820589282e-05
ACTR3B	3.172198373395824e-05
ACTR3C	2.946084532189897e-05
ACTR5	7.0260493582317e-05
ACTR6	2.026489780604874e-05
ACTR8	3.455580849755471e-05
ACTRT3	6.505928237452885e-07
ACVR1	0.00010483111198327957
ACVR1B	7.688803027262229e-05
ACVR1C	5.5717843019567764e-05
ACVR2A	0.00011678643520390597
ACVR2B	0.00011918223848894235
ACVRL1	4.8406926936843326e-05
ACY1	2.7028211802727778e-05
ACY3	3.7057891596252335e-06
ACYP1	2.4348218380747277e-05
ACYP2	2.5960279520613343e-05
ADA	5.31333380765356e-05
ADA2	2.0790552175767898e-05
ADAD1	9.260907117187233e-07
ADAL	2.9037497461942417e-06
ADAM10	0.00011906621301261546
ADAM11	4.2257426014734e-06
ADAM12	1.3633783220325472e-05
ADAM15	1.5424230781245192e-05
ADAM17	7.90234148882888e-05
ADAM19	2.655915078636755e-06
ADAM2	5.5935912521788715e-06
ADAM20	2.282236408987079e-06
ADAM21	2.282236408987079e-06
ADAM22	4.492199552645662e-05
ADAM23	1.815767910180359e-05
ADAM28	5.063934178702558e-06
ADAM30	3.3712078712932054e-06
ADAM33	3.4925531562561654e-06
ADAM8	1.5485995298094905e-06
ADAM9	7.827761960781805e-06
ADAMTS1	6.732967848724942e-06
ADAMTS10	8.101496811804807e-06
ADAMTS12	7.809697822133239e-06
ADAMTS13	1.8938910831369834e-05
ADAMTS14	2.2523818101502426e-06
ADAMTS17	2.9112143355712854e-06
ADAMTS2	1.6757877662202323e-05
ADAMTS3	1.5694296854818693e-05
ADAMTS4	2.7388509827052807e-05
ADAMTS5	2.5325123980414448e-05
ADAMTS6	1.632224678092967e-06
ADAMTS7	4.500975853283964e-06
ADAMTS8	2.8775912826992237e-06
ADAMTS9	6.163537820638154e-06
ADAMTSL1	2.53457104355968e-06
ADAMTSL2	4.485871654580474e-06
ADAMTSL3	8.234394771288609e-06
ADAMTSL4	1.5269646069532182e-06
ADAMTSL5	2.9112143355712854e-06
ADAP1	1.2341763419256169e-05
ADAP2	7.129685920161861e-06
ADAR	0.00016003968696803717
ADARB1	1.2351478437381947e-05
ADARB2	7.0966850879715146e-06
ADAT1	4.789432791246014e-06
ADAT2	1.4465513934952497e-05
ADAT3	1.6539941680379756e-05
ADCK1	1.935558429335063e-06
ADCK2	5.325870507189517e-06
ADCK5	1.935558429335063e-06
ADCY1	0.00012990742789368326
ADCY10	6.54687048627211e-05
ADCY2	0.0001313327347334041
ADCY3	0.0001642865351361146
ADCY4	0.00013394160679907732
ADCY5	0.00019255246501651823
ADCY6	0.00012337965836347567
ADCY7	0.000136764329949624
