,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEindianred,kMElightcoral,kMElightgrey,kMErosybrown,kMEwhite,kMEwhitesmoke
UBR5,18,rosybrown,rosybrown,5,-0.6567281298350414,0.49433395627014237,0.27494837204430617,0.8083244611095287,-0.8386296210692998,0.7711352530990566,0.7051838671980222,0.5008885332392272
GBE1,17,rosybrown,rosybrown,5,0.06262837296120681,0.4949492408029174,-0.305446305622775,0.3284550820659681,-0.29075195041770313,0.7641771014139925,0.09060390289510908,0.21697161931914058
MAPK14,17,rosybrown,rosybrown,5,-0.11425813177935616,0.4777967413728088,-0.17301153695999538,0.40239783540876223,-0.4124586217143235,0.7628969881108901,0.2420110695906243,0.31004279231948473
TNRC6A,18,rosybrown,rosybrown,5,-0.43633378922796956,0.5172756441644946,0.2924154211250183,0.7551999317687919,-0.7880150779425522,0.7617840909834044,0.6684654343106562,0.2916145086080009
FAM120A,18,rosybrown,rosybrown,5,-0.4017301463277334,0.5073877595828746,0.2840823141240394,0.7981155094003924,-0.7279849593315557,0.7598790198422748,0.5602331223315585,0.36809047971236747
LUC7L2,17,rosybrown,rosybrown,5,-0.20769639870286616,0.3954514823947841,-0.042554410945100506,0.4310336220247368,-0.45164217520326533,0.7589466704866547,0.3371798097857522,0.4232953268857261
SFPQ,18,rosybrown,rosybrown,5,-0.3009736703985847,0.48469264129274947,0.07187884848727778,0.5869404371334639,-0.6061576230027196,0.7587915035874548,0.4897386868736269,0.5521785026000395
GLUL,17,rosybrown,rosybrown,5,0.04852121080406727,0.6256653891330772,-0.44163554969291735,0.4037759918439023,-0.30858852526170755,0.7472132084592668,0.028991741242416106,0.21940422376864022
PCCA,17,rosybrown,rosybrown,5,-0.21123916490624373,0.3914320548646612,-0.0280893292844327,0.4068936008055262,-0.45678604951856266,0.7380964030173581,0.3602573363942847,0.32146861883076505
DCAF6,18,rosybrown,rosybrown,5,-0.4039037405369761,0.567039377418304,0.18969506559336577,0.8374896921641517,-0.7266651949132003,0.7130436733345548,0.49806441132427054,0.5409503922916263
TTC39C,18,rosybrown,rosybrown,5,-0.275390006237543,0.09928633422770528,0.3359853693130024,0.40649221702012517,-0.4338333481621494,0.6892204404038665,0.41409470878011934,-0.050114074789472086
PDLIM5,17,rosybrown,rosybrown,5,-0.1772083780687146,0.5085695221366393,0.009683778047047606,0.6428847156017661,-0.5365056513030196,0.6761462330339456,0.3075637645553626,0.30992767386710146
CDK5RAP2,18,rosybrown,rosybrown,5,-0.4522558050987568,0.46814737843877846,0.42972554801796525,0.7669310494437891,-0.8088589864740651,0.6746157521649611,0.7096312616174538,0.3204984393464399
DECR1,16,rosybrown,rosybrown,5,-0.12194818669754175,0.6723826898779849,-0.1923899346449862,0.5977973298237296,-0.5458748363179194,0.6503066911217554,0.29101156518246657,0.15726248408993346
EIF4A2,18,rosybrown,rosybrown,5,-0.07096641313901085,0.41486784816642536,0.0320539364160371,0.3705286643601565,-0.45144588301857014,0.6295420564556418,0.37958080913102643,0.17030102228561067
UBXN4,18,rosybrown,rosybrown,5,-0.038744788397635205,0.4044567365852025,-0.10044671841118324,0.33040997217421597,-0.32509359936329363,0.6276108830541006,0.263240871202758,0.16502190219684337
RAPGEF6,18,rosybrown,rosybrown,5,-0.641263275571602,0.09076426919043486,0.39674609806794187,0.4234426326135306,-0.5747760008857549,0.6228246012164167,0.5946111313719891,0.21667996190466843
H6PD,17,rosybrown,rosybrown,5,-0.3290824248167432,0.38386418662598365,0.10423330597798701,0.597735799778268,-0.5122058168506277,0.6209497963974772,0.3212393906952152,0.09944112819538815
FTO,18,rosybrown,rosybrown,5,-0.15410953032122487,0.6327338487582115,0.22967420155607976,0.7972523989655057,-0.6452613015111671,0.6160976045805255,0.4108960352198043,0.26687838077115045
THOC2,18,rosybrown,rosybrown,5,-0.30000875194952764,0.42436311475385463,0.3904846720408356,0.6366939008389226,-0.7297032703915156,0.6142396323543036,0.6732306258405882,0.1464202204156318
ATP2A2,18,rosybrown,rosybrown,5,-0.48714757307036766,0.24034546193012477,-0.08783164729058023,0.37727496980859404,-0.35636888123442645,0.5842564116483675,0.22448873140104497,0.336664049294763
MPC2,17,rosybrown,rosybrown,5,0.044677480890949216,0.21773569169058032,-0.3861987187445452,0.07685763422831038,-0.029428888007769022,0.5806421256186322,-0.12359337809904321,0.020851851106996024
SEPTIN2,17,rosybrown,rosybrown,5,-0.20188355277535283,0.4136669839271535,0.05122064896296887,0.568723141376891,-0.45382436876575605,0.5758338118138212,0.2508515403014841,0.1096655667476511
SDHC,17,rosybrown,rosybrown,5,-0.17149636199380305,0.3259865621390535,-0.027892192697521107,0.48273191117305264,-0.36445982940491956,0.5686532732304982,0.1672582256355433,0.19481211668642812
SORBS1,15,rosybrown,rosybrown,5,0.4993873784770222,0.35469118004044303,-0.35887787347118016,0.10550439556492981,0.01206980308961143,0.5612528111875412,-0.2264405595570321,-0.17858353867150184
CNST,16,rosybrown,rosybrown,5,-0.18539130217806848,0.5191039295563421,-0.07383959936925448,0.5103222510569995,-0.4871226938941345,0.4888047315246064,0.3131414659510096,0.07033397527498211
PCGF5,17,rosybrown,rosybrown,5,-0.1833231176443749,0.3486648676286336,0.021306147396854998,0.4686896135421506,-0.3820219583331928,0.47105869618490903,0.2077843365275221,-0.0020172469801893224
ARHGAP35,18,rosybrown,rosybrown,5,-0.016115527805669723,0.13375872593472823,0.1287949808565899,0.146870040108258,-0.2336096192505681,0.4676958579650708,0.26655250590627677,0.055295504247528174
CPD,16,rosybrown,rosybrown,5,-0.11531649141630891,0.3760228315010798,0.17265184263185507,0.541762501885012,-0.3750986660130667,0.35900792204737864,0.21011311091855206,0.013192789244613423
NDUFA4,16,rosybrown,rosybrown,5,0.040251804952988926,0.4001224023283306,-0.48015787725945885,0.18370228382477743,-0.07917041957746603,0.2671732455610284,-0.15823355439413703,-0.10626490111516246
