,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEindianred,kMElightcoral,kMElightgrey,kMErosybrown,kMEwhite,kMEwhitesmoke
RPS7,17,black,black,0,0.9638515191864426,0.17757709967414598,-0.5468843489314256,-0.3522818665802478,0.4940777202694346,-0.3678194658230964,-0.590851171419057,-0.1250864621538763
RPS23,17,black,black,0,0.9629401526964692,-0.05054754999262494,-0.5606071888292156,-0.5723213058939828,0.6922284122509893,-0.47177097251853406,-0.7384746614067742,-0.38312678384324894
RPL24,17,black,black,0,0.9598171189868264,-0.036779807768576506,-0.5737754639572731,-0.557624422525616,0.6840909111559544,-0.4540219284505089,-0.7424510386545,-0.390150798366011
RPS27A,17,black,black,0,0.958200684708239,-0.10597402400812275,-0.5113476789200558,-0.6102928865372039,0.7044517419239724,-0.4863192095197951,-0.7119558864539801,-0.4285669108914196
RPL27,17,black,black,0,0.9571453524469143,-0.06671604862206354,-0.566729223194478,-0.5879945713434915,0.7048121363967894,-0.4600083549809255,-0.7487055553598739,-0.4202041339909514
RPL10A,17,black,black,0,0.9567740310956624,-0.04733001883689152,-0.6111941368084712,-0.5945050493719809,0.7206316859101817,-0.4599330381420681,-0.7740020121819627,-0.38704905175201276
PPIB,17,black,black,0,0.9562996988145265,0.12846864071138867,-0.47324231758618335,-0.35326689400016187,0.46992909364656893,-0.27757084282696814,-0.5344175709193923,-0.19931553973202554
RPL15,17,black,black,0,0.9560544606346629,-0.06267214083731543,-0.4940659178535214,-0.5672601421373833,0.6654188604328531,-0.48528753165866495,-0.6854603322543772,-0.4033460904239594
RPL29,17,black,black,0,0.9554912530245604,0.008584339586349863,-0.6166395305888523,-0.5250809830353798,0.6725339367651341,-0.39237588453406447,-0.7655583806394981,-0.38688184701963296
RPS12,17,black,black,0,0.9524411164797023,-0.11464245008848682,-0.5331661315677431,-0.6246495985015954,0.719844143631296,-0.5005159408467189,-0.7395651776997031,-0.458420030431045
