,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMEgainsboro,kMElightgrey
CFLAR,223,dimgrey,dimgrey,2,-0.19166714935679408,0.4473302657191372,0.45968899090449106,-0.10824833248358053,-0.14324394281924382
CCNH,223,dimgrey,dimgrey,2,0.3183298947191085,0.06444750859737268,0.4518843411122951,-0.5346601123069294,-0.32224839766812924
WNK1,223,dimgrey,dimgrey,2,-0.09290069290517515,0.4245064008776772,0.45011907273286506,-0.03731605786547819,-0.3452870742494969
LRRFIP1,223,dimgrey,dimgrey,2,0.32616976963572614,0.13722559844509186,0.4439161486977976,-0.3901900231017401,-0.29839141287935433
BRD4,223,dimgrey,dimgrey,2,0.09906256345730088,0.28488210103889494,0.43629103863443414,-0.27378437991774335,-0.3081918372603026
ZBTB16,223,dimgrey,dimgrey,2,0.03045153610917511,0.2692129617039674,0.4361340098860438,-0.296066866247317,-0.03793187340465419
DLEU2,223,dimgrey,dimgrey,2,-0.07730354772037772,0.38579292969934026,0.4319281409598562,-0.04602978899981149,-0.39307789691070016
PPP6R2,222,dimgrey,dimgrey,2,0.2883483147254017,0.15112657408238453,0.4241730409593477,-0.365251640649782,-0.25155871438826327
MYH9,223,dimgrey,dimgrey,2,0.5269843082379302,-0.038919535823813294,0.4240910505706115,-0.6611835219965165,-0.14288737650558395
ELOVL5,223,dimgrey,dimgrey,2,0.5290557113121571,-0.029484434847562448,0.42054680348041396,-0.6060907032345141,-0.45826825215120504
DNAJC1,223,dimgrey,dimgrey,2,-0.10214115971100844,0.3633147136325296,0.40146958425145524,-0.0865474221454527,-0.278785338482435
CAPZB,223,dimgrey,dimgrey,2,-0.06492482962938537,0.3422753622003618,0.39812203942276614,-0.054051104220912076,-0.4285800622602998
FNDC3B,223,dimgrey,dimgrey,2,0.21801155552703622,0.23447294606242838,0.3977186705469136,-0.16794149881108478,-0.13200607805909156
JAZF1,223,dimgrey,dimgrey,2,-0.024397726444767634,0.33678483307575646,0.39071076004993804,-0.028769585954817534,-0.3241584707497067
STAT3,223,dimgrey,dimgrey,2,-0.022711262338029087,0.31000043526973686,0.3796528800062457,-0.05950419042087543,-0.4131699895119033
MAPK1,223,dimgrey,dimgrey,2,-0.01648090351021685,0.2974832748096966,0.3763771768740539,-0.2556086034311525,0.20074462920884903
ATP2B4,223,dimgrey,dimgrey,2,0.13892716422324897,0.1812102614953963,0.3592663762190887,-0.238817539466577,-0.19406695283279585
