,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMEgainsboro,kMElightgrey
GPAM,138,gainsboro,gainsboro,3,-0.6000013805938036,0.1030349041854521,-0.40342203353857525,0.7104033792916525,0.2557120370074308
AKR1C2,115,gainsboro,gainsboro,3,-0.5363597195171467,-0.00253101195538958,-0.4426105989909636,0.7085882745048792,0.07526985913138026
ONECUT2,105,gainsboro,gainsboro,3,-0.4912873533500102,-0.033554918865422695,-0.49667128070609623,0.7078634815021577,0.30221792625576377
CCDC50,169,gainsboro,gainsboro,3,-0.6247780381306477,0.2476536695194487,-0.22362121400649762,0.7075246121174227,0.05989122167279122
FH,125,gainsboro,gainsboro,3,-0.5675335914556356,0.02005631335712277,-0.47391238268461255,0.7071487557753582,0.2688089818434836
CNN3,106,gainsboro,gainsboro,3,-0.5364452404479323,-0.008034733901288858,-0.48835180735105777,0.7071376578888939,0.33253845513845603
TTR,183,gainsboro,gainsboro,3,-0.49046132520771507,-0.14678123946326394,-0.5695618551183095,0.7056643152381016,0.02227003457133384
CYP4F3,122,gainsboro,gainsboro,3,-0.5732624442058156,0.12441758336496518,-0.34100908108756345,0.7038084005600561,0.04671300033058843
SLCO1B1,137,gainsboro,gainsboro,3,-0.5227717085744685,-0.004226102153438331,-0.45293664571398795,0.7033607984413613,0.21527123523579975
AASS,134,gainsboro,gainsboro,3,-0.5848296450756805,0.08874930199556987,-0.4176332915490974,0.7028997622885993,0.2788573193641444
MTUS1,134,gainsboro,gainsboro,3,-0.6008836540608342,0.12625667078324324,-0.350426200200338,0.7002137931269978,0.23325018189910934
A1BG,154,gainsboro,gainsboro,3,-0.6279319549728076,0.07634218222107146,-0.41611275192017805,0.7001844417457808,0.26914635235519263
SYBU,115,gainsboro,gainsboro,3,-0.6067693657286691,0.10407987026273828,-0.3922212476946463,0.6997887537973113,0.3062839628942464
ITIH4,168,gainsboro,gainsboro,3,-0.6974375018009769,0.4336693908633159,-0.06891820014514272,0.6996205365256064,0.08583617609228511
KCTD3,103,gainsboro,gainsboro,3,-0.5983459567385253,0.11062458573120239,-0.39754801863357997,0.6985235988166307,0.38049592587567865
APOC1,204,gainsboro,gainsboro,3,-0.5089453875000972,-0.17581488136134657,-0.5998661013189779,0.6964930334530248,0.12688634553834055
PDK4,141,gainsboro,gainsboro,3,-0.5885161849941241,0.04166205542162434,-0.4209551625603858,0.6957590887141486,0.1841481926528057
PTPRF,106,gainsboro,gainsboro,3,-0.581802700118443,0.06746256349049941,-0.4252118888913978,0.6954105239619615,0.4217728459811235
SDC2,142,gainsboro,gainsboro,3,-0.525615189886068,0.02381475066871941,-0.4379830950983764,0.6937040259677392,0.17591945520024235
MASP2,119,gainsboro,gainsboro,3,-0.48646031521965005,-0.04457792918860771,-0.4793358282577396,0.6919118858016866,0.1771950697407908
WWC2,134,gainsboro,gainsboro,3,-0.7039617066336276,0.27123485847363005,-0.24799692688998828,0.683732388503203,0.35843685612194276
ALDH2,165,gainsboro,gainsboro,3,-0.5619284115478086,0.07765108835062233,-0.3865749816832622,0.6827448405066833,0.21385746780672615
ASPH,179,gainsboro,gainsboro,3,-0.612180848355931,0.2740010821555642,-0.19277106397903848,0.6816061362822776,0.14830974057250093
CERS2,163,gainsboro,gainsboro,3,-0.5071077658190742,-0.0691764012467416,-0.5154232302223931,0.6787283219387095,0.24335437643474553
PPARGC1A,130,gainsboro,gainsboro,3,-0.6283948801471526,0.17379120980440055,-0.3350736446917694,0.6746044414146428,0.392482178575428
APOH,187,gainsboro,gainsboro,3,-0.4818618808620889,-0.07418265564111569,-0.4795329607343953,0.6736215954726211,0.0641060775958954
GRB10,124,gainsboro,gainsboro,3,-0.6355263070454011,0.2360831078206466,-0.25580682240008173,0.6722517323126548,0.29871507152035554
C2,158,gainsboro,gainsboro,3,-0.5772327236440533,0.09018295576132117,-0.38404970416915907,0.6716775744093686,0.3055457436048175
PRAP1,143,gainsboro,gainsboro,3,-0.41374519475265653,-0.10789686947430244,-0.4781079601693124,0.6703215986317363,-0.013285766193431804
SCARB2,178,gainsboro,gainsboro,3,-0.6381212943091712,0.32466586066237796,-0.16524844787349247,0.6674549606588716,0.2591524192017182
GPT2,128,gainsboro,gainsboro,3,-0.549834359474966,0.06390353402088657,-0.3963562123356297,0.6661970172402059,0.2374411787153066
MGST1,176,gainsboro,gainsboro,3,-0.46911723644587716,-0.029382346922488818,-0.42733986289111336,0.6627426531260228,0.004439654453301617
SLC39A14,174,gainsboro,gainsboro,3,-0.6133622909751106,0.24397794554044303,-0.2256045432304892,0.6624472833911761,0.16317006979055854
HLF,158,gainsboro,gainsboro,3,-0.6596846332233941,0.40534909106753175,-0.062436983995462075,0.6623025357894965,0.014265599921933821
TEAD1,141,gainsboro,gainsboro,3,-0.6204980316470997,0.1846569059376112,-0.2979905726719309,0.6614636839922949,0.386506217900381
ALAS1,153,gainsboro,gainsboro,3,-0.5942339365682735,0.2698189422157698,-0.18684076548231038,0.6593378377522633,0.14952961418159666
LRP6,117,gainsboro,gainsboro,3,-0.5981011637819059,0.13882839946814915,-0.3572355726542181,0.6584807847949125,0.3185463759349262
PTMS,179,gainsboro,gainsboro,3,-0.5169376313280657,-0.06282324768489367,-0.4966694099556327,0.658400377456505,0.19335094729403351
ABLIM3,102,gainsboro,gainsboro,3,-0.6208972331209202,0.24508106099719978,-0.24456843420972565,0.6562173595751261,0.4276049936419488
IRS1,100,gainsboro,gainsboro,3,-0.5219520053215834,-0.008768490670473465,-0.48277108449110023,0.6534296689262002,0.35481845411345975
MET,99,gainsboro,gainsboro,3,-0.4646145178681822,-0.07124830231082385,-0.5155080187151683,0.6443885724415619,0.4413247856005678
IMPAD1,163,gainsboro,gainsboro,3,-0.6270814063406395,0.23181959352853482,-0.24449728497428316,0.6372655031683208,0.23785840952472354
TFG,179,gainsboro,gainsboro,3,-0.6187072664377801,0.35430752717308056,-0.0801890683566189,0.636097743860275,-0.06738015354275842
PCSK6,138,gainsboro,gainsboro,3,-0.6207780794368978,0.21266844790689884,-0.26735621917467145,0.636010085370543,0.4584035555172193
SORBS2,160,gainsboro,gainsboro,3,-0.6136498885894655,0.24000855037855906,-0.23641271600187908,0.6348188617989763,0.32437080243608846
ITPR2,223,gainsboro,gainsboro,3,-0.7180849323529628,0.4240067161781947,-0.0854777795390058,0.6329370176126721,0.26486714029926767
HSD17B4,187,gainsboro,gainsboro,3,-0.5632073632960608,0.2556300750988644,-0.16721748342559362,0.6228244379860425,0.13839503274237983
ABCC6,93,gainsboro,gainsboro,3,-0.46238414855793236,-0.02652937092603255,-0.45711170638564497,0.6201333452998841,0.39560192886900003
AFDN,163,gainsboro,gainsboro,3,-0.6449594006851839,0.3653932517076723,-0.1148822242823574,0.6149965585373119,0.2592664188629797
PDE4DIP,179,gainsboro,gainsboro,3,-0.6932815010635931,0.4169592570605022,-0.06404277682528034,0.6125488306710762,0.1539901329306065
ABCD3,175,gainsboro,gainsboro,3,-0.6207319863389317,0.28405597910337177,-0.17304829509088498,0.6120970186416768,0.2065629627537488
RAB4A,166,gainsboro,gainsboro,3,-0.5933854488486425,0.2648972803467954,-0.18106165324126217,0.6112969863982719,0.10794643514162199
SLC30A10,107,gainsboro,gainsboro,3,-0.4865436448093277,0.031507533396391126,-0.4159796369883551,0.609478968817697,0.378494018628497
NEDD4,178,gainsboro,gainsboro,3,-0.5405210728037411,0.23566000200692597,-0.19580592422059023,0.6088936929695619,0.2138179870447498
INSIG1,198,gainsboro,gainsboro,3,-0.41447383183175046,-0.11668887517010124,-0.5161517042390613,0.6088053249179566,0.24169997363362275
WWP1,223,gainsboro,gainsboro,3,-0.7338166636647385,0.55538547511319,0.06652234242758942,0.6087898317402991,0.07480364641525059
COBLL1,140,gainsboro,gainsboro,3,-0.5275986638120732,0.12406673851228919,-0.30380696300284415,0.6067440667395038,0.19441805769323692
PEBP1,190,gainsboro,gainsboro,3,-0.4306124468545736,-0.19770176503673867,-0.5832011271947309,0.6060712564088304,0.08062558090505949
LAMP2,180,gainsboro,gainsboro,3,-0.527336574542431,0.10354142798382698,-0.30860659220946846,0.6034187803374806,0.1891998874530702
ALDH1L1,125,gainsboro,gainsboro,3,-0.39494405365909885,-0.005264721858815418,-0.342684755835847,0.6032638667491561,-0.12252384094473892
NR5A2,110,gainsboro,gainsboro,3,-0.4815853644823073,-0.024581068269831953,-0.46948017047968443,0.601190975637944,0.4533224086961426
ALDH3A2,156,gainsboro,gainsboro,3,-0.562820985158374,0.24530286752074076,-0.16687176979193125,0.6006513298091366,-0.04879059701258398
MLXIPL,109,gainsboro,gainsboro,3,-0.49404674711020924,0.07651896271931365,-0.346613525830853,0.6004418004010342,0.3190657212068116
IL6ST,222,gainsboro,gainsboro,3,-0.6244412226489653,0.39536271571373305,-0.034759470998195485,0.5999320952463951,0.0390989933895844
NFIB,150,gainsboro,gainsboro,3,-0.48647493177893253,-0.027079975854138925,-0.43786108229536724,0.5987579747609557,0.41038060421965705
HDGF,177,gainsboro,gainsboro,3,-0.4239165235469593,-0.015642102884111584,-0.4067272629712977,0.5974393732247999,0.20923324157183043
ABCC2,124,gainsboro,gainsboro,3,-0.4562041260388392,0.0654960089291086,-0.3266898014678076,0.5959415570444099,0.16694797942134454
EBNA1BP2,143,gainsboro,gainsboro,3,-0.5067043965097846,0.0893284739140246,-0.3351173660066337,0.5944205334565535,0.26202900303470855
NUTM2A-AS1,193,gainsboro,gainsboro,3,-0.6228012870548782,0.3101111476548172,-0.12569094819473836,0.5941228521186532,0.10000884227788046
IL1R1,151,gainsboro,gainsboro,3,-0.6178952577843735,0.43071704846121595,-0.008144378058806653,0.5939110541160068,0.18669389570596667
SCP2,197,gainsboro,gainsboro,3,-0.48029833016489615,0.07105245389012438,-0.3043357313577047,0.5844048556283099,0.0714712667976284
SEC61B,188,gainsboro,gainsboro,3,-0.3999617170117805,-0.07866209011010808,-0.4459673985787482,0.5819081565490738,0.13755990984220634
DAP,176,gainsboro,gainsboro,3,-0.5886684993194238,0.2677113053608235,-0.16483771975883516,0.5802809997892445,0.23336499801344146
MPDZ,127,gainsboro,gainsboro,3,-0.44005164840956845,0.004015653104763847,-0.39724539656384766,0.5794120682208751,0.4493727625357437
TOR1AIP2,192,gainsboro,gainsboro,3,-0.4545331422172127,0.08715542084396277,-0.291658405951083,0.5776227185551088,0.07885338218743355
DST,174,gainsboro,gainsboro,3,-0.5723144091553977,0.12480134762235534,-0.3021603426830411,0.5768022333334417,0.36554501976155723
GRHPR,162,gainsboro,gainsboro,3,-0.3852439384185838,-0.161489740398035,-0.4980932445337512,0.5742201229629301,0.10398270257378832
SLC25A13,195,gainsboro,gainsboro,3,-0.5316119858822372,0.2674378217251714,-0.14423755253396056,0.5711226234704685,0.15528213734793203
AIG1,174,gainsboro,gainsboro,3,-0.5168990505190962,0.04261453608766274,-0.36101843858907595,0.5705126044512889,0.2795976738633796
ALDH1A1,181,gainsboro,gainsboro,3,-0.35303584241649527,-0.14066248862760705,-0.4483751921286341,0.5693091511714334,-0.0407329917362628
HADHA,187,gainsboro,gainsboro,3,-0.5458574093208952,0.3236089744321332,-0.09028193911763464,0.5665469854554178,0.09624266334193725
APP,180,gainsboro,gainsboro,3,-0.5628393659761576,0.22356390360811026,-0.19173650526913205,0.5655283403629483,0.2518923884099919
MLEC,181,gainsboro,gainsboro,3,-0.4891349989543576,0.054684508860389044,-0.3460244734515395,0.5651091335053856,0.2327822265302976
METTL7A,180,gainsboro,gainsboro,3,-0.4279993202669395,0.07508414463225005,-0.27815661787182316,0.5594545875641423,0.08465844290757572
TFR2,158,gainsboro,gainsboro,3,-0.4567268105344416,0.07297538312770921,-0.30988903185231237,0.5561311489211473,0.2708357931868636
CDC42BPA,123,gainsboro,gainsboro,3,-0.47225943909366486,0.02713789981873854,-0.37928138493588737,0.55266632128115,0.5956769430613977
ATP1B1,174,gainsboro,gainsboro,3,-0.4657460865122209,0.1427525878776367,-0.2444234001589448,0.5487178677970918,0.14577076849451084
LONP2,219,gainsboro,gainsboro,3,-0.5931100386675618,0.38194814973924374,-0.027775783095039412,0.5481537865887568,0.20115261419046576
DCXR,174,gainsboro,gainsboro,3,-0.2923862319918693,-0.243541092620944,-0.5441457714954768,0.5480285571463959,0.0583871158756188
HNRNPA2B1,223,gainsboro,gainsboro,3,-0.536072829215346,0.3498169848214705,-0.036384753590158914,0.5474305251069043,0.020701834100068647
NID1,126,gainsboro,gainsboro,3,-0.4947045449355613,0.07533067533054288,-0.33881688193968684,0.5469948327353379,0.4520583563118795
TJP1,127,gainsboro,gainsboro,3,-0.5060206105516462,0.09887794320939744,-0.31234110333310555,0.546281854441402,0.4057535255618993
TMEM123,204,gainsboro,gainsboro,3,-0.5075804608297942,0.15662545672111444,-0.22724009462761102,0.5460155042845717,0.11908496914447671
KANK1,146,gainsboro,gainsboro,3,-0.563672236912782,0.27535733100436854,-0.16034934687078567,0.5437201002692725,0.27045500584819765
IRS2,180,gainsboro,gainsboro,3,-0.4529265099674616,0.178030791444474,-0.17571072539268565,0.5413058889267242,-0.058966069017925025
NDUFC2,163,gainsboro,gainsboro,3,-0.2786251843658051,-0.2667858680579896,-0.5845123624619148,0.538937535846541,0.22470236716454509
PTPRK,173,gainsboro,gainsboro,3,-0.5260656765568534,0.18193370142372692,-0.2233573132321794,0.538347902457171,0.3819082297417791
C1ORF43,176,gainsboro,gainsboro,3,-0.4359398000340499,0.00014965350143439552,-0.3738856576368981,0.5383139085791392,0.10153998805219938
DECR1,200,gainsboro,gainsboro,3,-0.5598187260097447,0.32158718232688566,-0.06092460956619084,0.5379246197551886,-0.027544732668604976
PRDX6,192,gainsboro,gainsboro,3,-0.33136882773923154,-0.19107050531672973,-0.5029168373680719,0.5369870636973707,0.03766662120163713
SOD2,217,gainsboro,gainsboro,3,-0.3754218217338136,-0.03919889172607315,-0.4078116894725787,0.5336679241951465,0.219832083012355
NRIP1,188,gainsboro,gainsboro,3,-0.6009447384481785,0.47115806851507636,0.07491243035358304,0.532677897488469,0.09359718750782929
CANX,215,gainsboro,gainsboro,3,-0.4790709913549511,0.006481685944483706,-0.3852879883755058,0.5319355097855106,0.3381656784234695
SMAD4,203,gainsboro,gainsboro,3,-0.5478357487605949,0.2702895170268909,-0.11292969179054492,0.5306915055826876,0.06569701172831173
TNS3,181,gainsboro,gainsboro,3,-0.41606568140279615,0.13646698057077605,-0.2260552132486107,0.5297868086263234,0.21810463735054056
EDEM3,207,gainsboro,gainsboro,3,-0.5042670557690421,0.1676246691594775,-0.18751463982525057,0.5267876055592722,0.09495802110131348
LMAN1,195,gainsboro,gainsboro,3,-0.4807900906107308,0.2184694327054077,-0.1549737699588888,0.5265746257175581,0.04753278070754755
CLMN,115,gainsboro,gainsboro,3,-0.4406987252289227,0.06303415264152466,-0.3086698913906426,0.5265105828654821,0.2984972872366754
RALGPS2,169,gainsboro,gainsboro,3,-0.5177436032339426,0.18725727088035074,-0.21050142127781535,0.525407302726495,0.25088752212270043
PCGF5,218,gainsboro,gainsboro,3,-0.58827446645368,0.4579425556451342,0.07134405479759898,0.5228663257690306,0.05447430838472124
RBFOX2,129,gainsboro,gainsboro,3,-0.4571837871555576,0.08691457816255899,-0.29687909295886256,0.5215390656001689,0.3316927424240492
RAD23B,208,gainsboro,gainsboro,3,-0.4961409616942444,0.2168803018798462,-0.1510926683886946,0.5178513087235876,0.021275135014240793
GALNT2,198,gainsboro,gainsboro,3,-0.5057114777583199,0.26662875865926083,-0.10440498808347294,0.5167338433162465,0.14521137174350904
NORAD,193,gainsboro,gainsboro,3,-0.451356998213343,-0.12426077836873355,-0.512264145929279,0.5146196372294781,0.3137578285844379
HINT1,204,gainsboro,gainsboro,3,-0.3372633753658224,-0.21469530001554557,-0.5268722563767884,0.514016436714242,0.10949867667002916
ARHGAP5,199,gainsboro,gainsboro,3,-0.5507580684057805,0.39859901954040355,0.021441737292685347,0.5127312867782253,0.0528845651376251
PKP4,197,gainsboro,gainsboro,3,-0.5320584717451687,0.3689648451154298,-0.010059198672061063,0.5123744710284415,0.05094357033563256
MIA3,206,gainsboro,gainsboro,3,-0.48885676790462856,0.2187612928997101,-0.14723794906975832,0.5122412810928375,0.07620777518080254
TM9SF3,213,gainsboro,gainsboro,3,-0.5522268256258528,0.39331908689573747,0.016283524206300717,0.5120857990097444,0.05154800581968257
PHF3,217,gainsboro,gainsboro,3,-0.5822958045929166,0.4189176424408806,0.027761656089813885,0.5118831741999423,0.022560425803790644
ACSL1,213,gainsboro,gainsboro,3,-0.3976832001888677,0.07619250946107209,-0.2520026910224713,0.511849947982784,0.1897778331395469
HIBADH,193,gainsboro,gainsboro,3,-0.5306499640744171,0.36973469530231196,-0.0030958360463450847,0.5115843830284891,0.06653163429161359
SPTBN1,217,gainsboro,gainsboro,3,-0.3882167990400316,0.09022450215298143,-0.2567529642092783,0.5067562204373904,0.25312652697955124
PDIA4,187,gainsboro,gainsboro,3,-0.39928353536302397,0.03427935767640929,-0.3085601871146716,0.5061705438348558,0.2927284562625542
SLC66A2,186,gainsboro,gainsboro,3,-0.4426867398809164,0.13470814666816885,-0.22490321002533983,0.5041569553699523,0.01878810540253884
SEM1,196,gainsboro,gainsboro,3,-0.44894750346767914,0.11233955567234603,-0.232641529043572,0.5040149564911495,0.057578523065090065
ACADVL,195,gainsboro,gainsboro,3,-0.4774747659692276,0.21446250440440504,-0.13118154695550174,0.5024182161375618,0.07242461397991455
APOA1,159,gainsboro,gainsboro,3,-0.5196790143684257,0.21623528098057543,-0.09306447350682115,0.5005448806260041,-0.16246784174661985
MTR,215,gainsboro,gainsboro,3,-0.550944107540704,0.4505907641064515,0.0797593866197569,0.5005130151820144,0.04602169018015575
ATP13A3,213,gainsboro,gainsboro,3,-0.4215943529212804,0.2387555904726713,-0.08903343680717839,0.49962980496372933,0.06732865417499916
TRMT11,201,gainsboro,gainsboro,3,-0.5630467160233421,0.36083106786163355,-0.010731325363432626,0.49909673475207045,0.12201211650384747
ALCAM,203,gainsboro,gainsboro,3,-0.47724557946566554,0.297383314143677,-0.038711670036585745,0.4980581994996824,0.06638295556187253
CAT,187,gainsboro,gainsboro,3,-0.34355989299482753,-0.05762791897372102,-0.36099749259432634,0.4972624777768787,0.03738644136725305
RNF130,197,gainsboro,gainsboro,3,-0.48790939162601643,0.29497069397075365,-0.06485564403382722,0.4959733104563504,0.14303056197647834
SAR1B,194,gainsboro,gainsboro,3,-0.4225689015740586,0.0827662873626218,-0.2647452894188642,0.49495215273820437,0.11525834068931476
DCAF8,200,gainsboro,gainsboro,3,-0.5087276574371324,0.2519792240425336,-0.11460882183581066,0.4946733821483033,0.0317796550087839
SEL1L,205,gainsboro,gainsboro,3,-0.4768611573210971,0.16432635083786054,-0.19444089768146014,0.49445850159484145,0.11309247008596536
TSHZ2,196,gainsboro,gainsboro,3,-0.4534618295742718,0.153563399079295,-0.20009716981293593,0.4940581760054425,0.1392779320593418
RBM33,220,gainsboro,gainsboro,3,-0.6005029590902619,0.5409686365492663,0.15908436662176798,0.493568533237399,-0.034717619035624245
PJA2,210,gainsboro,gainsboro,3,-0.5152856707454657,0.33555669019101775,-0.031428570743938816,0.4924901440980393,0.03126245935989546
EIF4EBP2,194,gainsboro,gainsboro,3,-0.3819631372627897,-0.05759386737597054,-0.4017876341497202,0.4923781653919276,0.2687117404914179
IL6R,191,gainsboro,gainsboro,3,-0.44378172327945836,0.16628580053631573,-0.17830369040045183,0.4908954001344233,0.20838303054108404
VPS41,202,gainsboro,gainsboro,3,-0.5236676413873865,0.29305945388058535,-0.06766449446584846,0.49067013511809565,0.09865396101736204
PTGR1,164,gainsboro,gainsboro,3,-0.27441690498399374,-0.16943115933042255,-0.4276155932609534,0.48987512638454545,-0.06015737247709071
EIF4G1,204,gainsboro,gainsboro,3,-0.4580264797577993,0.23292273846964617,-0.13013088410063908,0.4894541953419814,0.18122719742322935
EGLN1,199,gainsboro,gainsboro,3,-0.45663318062345776,0.24771970897810772,-0.10179249050817998,0.48902218246645823,-0.045612860444145316
CLTC,217,gainsboro,gainsboro,3,-0.4521763276509175,0.27072244956305175,-0.08074221678131462,0.48804085157795135,0.0979025619440585
CD46,216,gainsboro,gainsboro,3,-0.4482317585089858,0.06755747438115563,-0.280671911181913,0.48687370988645656,0.22865578472440853
HDLBP,218,gainsboro,gainsboro,3,-0.4618095251521064,0.26724775881587337,-0.11232914505431191,0.4833875428492988,0.15750175793593718
TRAM1,204,gainsboro,gainsboro,3,-0.42115500218493196,0.04562390661708908,-0.28121644920331157,0.48282311679462164,0.14574854462528752
ARHGEF12,206,gainsboro,gainsboro,3,-0.5007852732943296,0.4305021219432347,0.07994903664281311,0.48219479564870865,-0.009626123764085245
TRPS1,223,gainsboro,gainsboro,3,-0.5228471763819129,0.48712195906648087,0.16364352861500123,0.48033389194769366,-0.13764426358742213
MPC2,171,gainsboro,gainsboro,3,-0.24660043726777803,-0.27314426167379424,-0.5492944324479625,0.4800008731570513,0.1386324708953945
MGMT,206,gainsboro,gainsboro,3,-0.46827479195855165,0.17918047043315116,-0.17356367655838237,0.47901891499068505,0.04663192816950764
CD164,205,gainsboro,gainsboro,3,-0.44536700951864067,0.02331200634004132,-0.3163710975623401,0.47796356372841065,0.2008142787286937
NFIA,208,gainsboro,gainsboro,3,-0.46658454108392466,0.08197797739628823,-0.26470154347287683,0.47743190363954546,0.26037528021683753
NEDD4L,154,gainsboro,gainsboro,3,-0.4448114050385753,0.13679166238863272,-0.2239250908252184,0.47659015105714825,0.41377874470104653
P4HB,212,gainsboro,gainsboro,3,-0.3691635220661966,-0.008800112861470635,-0.32961333934867465,0.47543683283318083,0.28514743680638494
HECTD1,223,gainsboro,gainsboro,3,-0.4882519596372581,0.35972173641428373,-0.011688375215254728,0.4752140037869996,0.11540707466327765
MARCH6,223,gainsboro,gainsboro,3,-0.5958048701326767,0.5177790704667026,0.1696685479474314,0.474607931362387,-0.11443067270753497
NNT,208,gainsboro,gainsboro,3,-0.513108589658337,0.36139658914534734,0.008420695694144888,0.47455809335237864,-0.02374588703164671
VAPA,204,gainsboro,gainsboro,3,-0.4610617667390596,0.2560009708254591,-0.07095463706048835,0.4730389151237521,-0.006363905607193346
LPGAT1,211,gainsboro,gainsboro,3,-0.4429599254773535,0.24104831788682488,-0.11242628526174231,0.4725391803123058,0.23345828815338932
PSD3,169,gainsboro,gainsboro,3,-0.4416579751301849,0.09345021422621379,-0.2722844742315246,0.4715362544032158,0.45527554886021393
SNTB1,211,gainsboro,gainsboro,3,-0.49647288209692286,0.22756654110161406,-0.14626836992646788,0.47038912133343963,0.18702547094560176
CHPT1,191,gainsboro,gainsboro,3,-0.4036997573424673,0.022842037453969174,-0.28617048083372054,0.4698716635757796,0.10847931987933977
SH3D19,154,gainsboro,gainsboro,3,-0.3623488052952379,0.013852952534279985,-0.31380316390950524,0.46965651365032524,0.299883125027334
ATF6,222,gainsboro,gainsboro,3,-0.525709043764749,0.40694815992565236,0.04713461913230323,0.4686195599166821,0.1094533931719322
ACOX1,182,gainsboro,gainsboro,3,-0.4388110221377764,0.18003543969974012,-0.16348029754099166,0.4662723801940857,0.08364573581654663
ANO6,213,gainsboro,gainsboro,3,-0.4999948493936132,0.3386823125563161,0.0021778018452072155,0.4658338688147278,-0.0013020967727282223
RMND5A,203,gainsboro,gainsboro,3,-0.4521121519524019,0.21108535218297886,-0.13364350039127415,0.46556685974531803,0.03313377066406031
MAN2A1,223,gainsboro,gainsboro,3,-0.5591727349896979,0.4942754304329412,0.13388149279699826,0.46546415280385384,-0.16036138982388606
NAV2,165,gainsboro,gainsboro,3,-0.4977868483038054,0.22861218534178154,-0.14460620852643252,0.46529536089128637,0.33236498404717457
PDLIM5,199,gainsboro,gainsboro,3,-0.4813134761977997,0.2614189268503163,-0.0827671113767371,0.46483770284308085,0.1572076608820648
PDIA6,209,gainsboro,gainsboro,3,-0.35431077759088625,-0.03787057486079881,-0.3454840616430808,0.4615979169676163,0.21144989123987262
SDHC,187,gainsboro,gainsboro,3,-0.42464362852052395,0.12067150835098599,-0.23124796127859856,0.4602844424223458,0.2350980428956824
SNX13,210,gainsboro,gainsboro,3,-0.5127695497350739,0.3218882930167602,-0.02257224421421702,0.4592895322082114,0.030865986459092273
GLUD1,212,gainsboro,gainsboro,3,-0.36932889313456535,0.1356533837975641,-0.14149710807895846,0.458704187210117,0.04739723734175874
TMED5,210,gainsboro,gainsboro,3,-0.40750778891577544,0.11279494857054313,-0.20485635611254224,0.45756179098745353,0.04590915853173508
RNF13,206,gainsboro,gainsboro,3,-0.4926497363870008,0.31538585252310314,-0.006631274660163846,0.4573463533224962,0.08783117526751948
TRIM44,206,gainsboro,gainsboro,3,-0.5186002792088628,0.2682531005421039,-0.0971708361687969,0.45732283798669093,0.144600478850246
AGMO,149,gainsboro,gainsboro,3,-0.281526581886462,-0.0908868898876634,-0.3912784827695017,0.4550159513615196,0.3519336253088349
PTK2,155,gainsboro,gainsboro,3,-0.4049756731534258,0.13474097356906217,-0.20005220612760963,0.454574663814842,0.29035747066353096
EPAS1,188,gainsboro,gainsboro,3,-0.45855040359945587,0.41590995486765275,0.08349713206129793,0.45291941555363147,0.050425206710400176
METTL15,207,gainsboro,gainsboro,3,-0.5131345180299424,0.41213807687876264,0.06359822945829763,0.45206625163778597,0.016542209833513
EIF3H,211,gainsboro,gainsboro,3,-0.453479079403271,0.29318414387701797,-0.022671665873098972,0.45100959170053717,-0.07971822457454274
EHBP1,217,gainsboro,gainsboro,3,-0.5006035308876257,0.3460767151706135,0.0009184892457280108,0.44948374195179275,0.12364868529607219
MAGI1,179,gainsboro,gainsboro,3,-0.434450818085768,0.28392788348656994,-0.04121118760808986,0.4490862429844349,0.19045142099871287
CTNNB1,211,gainsboro,gainsboro,3,-0.4371999652162438,0.2964824418211674,-0.016127082052916897,0.44888021296373126,-0.015859739496479605
TRIP12,218,gainsboro,gainsboro,3,-0.5153541813804914,0.4322625031716234,0.09223186878029761,0.44778924239570594,0.01990189915214138
CNOT2,222,gainsboro,gainsboro,3,-0.5336547380330775,0.42983803395166453,0.12251209100926468,0.4460157996678536,-0.10582381358052768
AKR1C1,139,gainsboro,gainsboro,3,-0.19525714591559337,-0.25031469122042627,-0.45684248159898627,0.445097832361842,-0.042641208155277256
BRI3,194,gainsboro,gainsboro,3,-0.3217171021348924,-0.050211361094419045,-0.34004742442644464,0.4438680408388433,0.058261648206510974
PSMD1,209,gainsboro,gainsboro,3,-0.47733803143020886,0.4013664145338898,0.06576237936208255,0.4424818284732171,0.03765396245853392
PHKB,214,gainsboro,gainsboro,3,-0.5068336601923219,0.47147958276642066,0.14225175438970736,0.4416753073724704,-0.07860941022955824
CDK6,222,gainsboro,gainsboro,3,-0.5258951112950764,0.389873842310027,0.04323037155100959,0.4409649261035139,0.0973031355610504
IBTK,209,gainsboro,gainsboro,3,-0.43586867978027205,0.2573425433894034,-0.06711895704133325,0.44083150434693014,0.16201551297996528
EFR3A,217,gainsboro,gainsboro,3,-0.4736172724613512,0.30351035987547026,-0.018320137333227456,0.4402155512294507,0.03578538995371405
TMED10,207,gainsboro,gainsboro,3,-0.3644108684574172,-0.06832353379011541,-0.37878639448088025,0.4400043684914792,0.13353092927383547
ETNK1,216,gainsboro,gainsboro,3,-0.4407403306927488,0.25394928706971726,-0.04859619456584595,0.4398748857598613,-0.0059402083643518375
ARF1,206,gainsboro,gainsboro,3,-0.2768113442653489,-0.1905101591160718,-0.46305715280169724,0.43939751838858215,0.1452169506709125
TTC37,206,gainsboro,gainsboro,3,-0.47771313145340727,0.3893008514526899,0.07493021673132907,0.4393238014751958,-0.09480277830754225
