,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEbrown,kMEdarkgrey,kMEdimgrey,kMEfirebrick,kMEgainsboro,kMElightcoral,kMElightgrey,kMEsilver,kMEsnow,kMEwhitesmoke
CTSD,22,lightgrey,lightgrey,7,-0.4616687021788916,0.056851848107541895,0.1340885315183475,0.4466962461989889,-0.033103454915991815,0.12226510588529002,0.14004304412138752,0.25713262954089816,0.31177559906763297,0.128377674538003,-0.01260466584543347
TTC28,23,lightgrey,lightgrey,7,-0.4615846688517009,0.20354262519174202,0.19414480040952387,0.39789251303544104,-0.07071733237639333,0.2028741948527906,0.1587487120953112,0.23590081223610718,0.35127052045336005,0.24561136721026824,0.042286353764299726
ARIH1,25,lightgrey,lightgrey,7,0.15238633359426332,-0.14197237651028016,-0.3775399049604758,-0.32414528866721287,-0.34942744184762625,-0.3388087093881207,-0.22470005332491894,-0.151829529643741,0.4696284850885479,-0.3796393948595532,-0.026427661406601292
RPL5,25,lightgrey,lightgrey,7,0.16567800670793997,-0.522507191306221,-0.18407411515373398,-0.3378265490859903,-0.3826491842790828,-0.4742644919174205,-0.38635441460315706,-0.210106329048231,0.4612263574925995,-0.40829493389581445,-0.37952173474514656
RNF149,25,lightgrey,lightgrey,7,-0.1758283046182307,0.3007653803569466,0.05878287122415208,0.07794860153220161,-0.01783836619343893,-0.05941976052842182,-0.07803465425848492,-0.26612387064280796,0.389425243319044,-0.10977692029787743,-0.2458716445433207
TP53BP2,23,lightgrey,lightgrey,7,-0.2639951523491186,-0.17754742752265265,-0.15064485249920262,0.07778496250062537,0.40867456092225213,-0.1158637490023179,0.000899402401173895,-0.33679432541232146,0.5030601006891763,0.008778659039077355,-0.10176333505261907
PNRC1,23,lightgrey,lightgrey,7,-0.33068498466034346,-0.08134936163433314,-0.17927644864406977,0.001367615752708798,-0.19496128121012724,-0.08362855200571752,-0.14793406866598027,-0.3762156320621222,0.5435871620732081,-0.02552090487069452,-0.15293293171442573
EIF3H,24,lightgrey,lightgrey,7,-0.5377401981557228,0.09018867023556024,-0.05842816090283979,0.2552851706242711,-0.15954969022893364,-0.1019892984432093,0.08070539376795173,-0.3792103358604013,0.7737299207630532,-0.10600901414153398,-0.21576421022161102
ELF1,25,lightgrey,lightgrey,7,0.20043114494016284,0.004668942585017203,-0.30688879149480314,-0.30919749488984444,0.18149278367250635,-0.3452503819557621,-0.16709634430312942,-0.5064260305840121,0.4330461970461556,-0.26773705232576395,-0.011365673127193495
WSB1,24,lightgrey,lightgrey,7,-0.3596786469830663,-0.09024794141135618,-0.15259846118349968,0.10935719401956075,-0.18023375194092212,0.04076536846689507,-0.0883218770635903,-0.5087376481449779,0.7525365091378109,-0.11432281663592976,-0.057825394962262064
FTL,24,lightgrey,lightgrey,7,-0.49416887834774825,-0.07898338843220466,-0.16983478067781932,0.1737705142404848,-0.25322960569713476,-0.11701604452188212,-0.10318497357890216,-0.5133615083866866,0.8586778928705333,-0.13778949094794468,-0.17258063993706743
ITM2B,24,lightgrey,lightgrey,7,-0.3573459827656617,-0.12185435817981617,-0.24886098509918333,0.03608611867280323,-0.1788170916116004,-0.15674139537703094,-0.18732583890977964,-0.5521721582787124,0.8648811107525479,-0.2527497419306293,-0.25080483667673587
TMBIM6,24,lightgrey,lightgrey,7,-0.40157786632707837,-0.165638147335481,-0.2660525861739608,0.0767771207767727,-0.31289486208699907,-0.07506012625880873,-0.16464731030643923,-0.5642379594176468,0.8214128697474877,-0.10889968526982176,-0.21724446332551728
RPL4,24,lightgrey,lightgrey,7,-0.3132471675238564,-0.1568181008868944,-0.36274416490888406,-0.03546925184531742,-0.24995313648687642,-0.10807559703937204,-0.11955407108270891,-0.6180784921273014,0.8672416690603955,-0.28611197935087146,-0.26201167295847416
H3F3A,24,lightgrey,lightgrey,7,-0.12689164732927308,-0.3330395729512131,-0.4651725456468877,-0.2401430286218404,-0.30011864840528873,-0.42641022207624607,-0.3615075604072549,-0.654795730737376,0.9322569814136502,-0.5058153125148706,-0.41308435197063376
MBP,24,lightgrey,lightgrey,7,0.04202295080311975,-0.3352569893710738,-0.3107370100872421,-0.30069705876225755,-0.08250630139145962,-0.26711044495077535,-0.39152169419255883,-0.6867412283761551,0.7661478486641863,-0.4292967920241743,-0.3606349101503133
RPS9,25,lightgrey,lightgrey,7,0.03234025079369324,-0.4647610238596869,-0.6472451618923809,-0.4145588919358558,-0.29281124950829474,-0.40386706525401855,-0.3790527072758927,-0.7298466401570392,0.8821749879680516,-0.6091527306399704,-0.4241493210531089
CFL1,24,lightgrey,lightgrey,7,0.13537896915511957,-0.44719323039280434,-0.597592925465514,-0.4774214274870144,-0.3729939129698041,-0.5413881714997412,-0.5001248202651527,-0.7335289037617143,0.8653014511239244,-0.6628017296910117,-0.37195968523190276
RPS24,24,lightgrey,lightgrey,7,-0.03399058701877993,-0.41035154567676996,-0.5662561949328604,-0.3522323909216404,-0.3276706174082248,-0.48334215593005375,-0.417264814005617,-0.7419112653841717,0.9515612892749484,-0.5882303841384962,-0.4242700105734056
DUSP1,24,lightgrey,lightgrey,7,0.0822995922945163,-0.4202342243360889,-0.6040178115710556,-0.4348556636353197,-0.27659369206061735,-0.5274417885804652,-0.41219470742555336,-0.7541598965334821,0.8955430019317799,-0.6253723154256634,-0.43562864719335337
RPL34,24,lightgrey,lightgrey,7,0.024505556382539,-0.4180783869425645,-0.6012434664586443,-0.4023794134375786,-0.33178475134688457,-0.5103113314762898,-0.4351215709569192,-0.7601077019137359,0.9294197035242754,-0.6085252463582213,-0.4375333819808425
RPL9,24,lightgrey,lightgrey,7,0.05237562572382725,-0.4411117301029507,-0.5953563789036158,-0.41563286895795726,-0.3060669038026772,-0.5545542063837658,-0.403838497834356,-0.7618293238908491,0.9224963352961822,-0.6190300537570705,-0.40664777134720775
RPL24,24,lightgrey,lightgrey,7,0.02226435878310415,-0.42012304390493965,-0.5605638601728516,-0.40038919992199234,-0.3538275140609689,-0.5203963339579097,-0.44890272370852663,-0.7660149473252799,0.9271750571520715,-0.5860841863341463,-0.492181737616257
