,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEbrown,kMEdarkgrey,kMEdimgrey,kMEfirebrick,kMEgainsboro,kMElightcoral,kMElightgrey,kMEsilver,kMEsnow,kMEwhitesmoke
GBF1,25,gainsboro,gainsboro,5,-0.42872255454673897,0.6206275303445731,0.5181792558602959,0.6392525400234188,0.4175382124790891,0.6164608775300285,0.5501102110400563,0.6460062328690218,-0.5058163752568945,0.7142711044143222,0.676935111382004
EPS15,25,gainsboro,gainsboro,5,-0.3577705444518877,0.07400809273983262,0.39672905109762036,0.4710343707179201,0.5022433804368426,0.607125697105993,0.4874002693660764,0.16875320791870912,-0.1889298251431671,0.570379706383765,0.1641695350768415
KMT2E,25,gainsboro,gainsboro,5,-0.0003995983095202276,0.5032734490948868,0.5117748617613338,0.3018097551108954,0.29086311768271905,0.6065244751492223,0.3874847015737473,0.3484098650193887,-0.6204510775702117,0.5746467925404216,0.5419437145910624
HDAC4,22,gainsboro,gainsboro,5,-0.3723384985065566,0.16745759377778852,0.303143939694382,0.3819728367799274,0.056503285832090924,0.6030956317687223,0.478216173990438,0.19710502255172482,-0.2693349505919704,0.31729478970223496,0.12927576601115856
ACTR3,23,gainsboro,gainsboro,5,-0.23083066428920612,0.042821580158688324,0.16851222657127554,0.33396297954275067,0.04189324350181421,0.5946711593672442,0.030819332249827025,0.23790003540757207,-0.24865611658427575,0.29535786572025846,0.016533014240591292
TAF15,23,gainsboro,gainsboro,5,-0.26211766079174237,-0.0067582589326732985,0.008970460189121647,0.26972005737398497,0.47335556907925,0.5935236887148061,0.10895669165522896,0.035564544223045405,-0.029358947431350278,0.27163032223378775,0.08159637294422849
ASH1L,25,gainsboro,gainsboro,5,-0.16998383294135475,0.46011591541202684,0.7281968849194712,0.44801540640825677,0.33405575231341805,0.591807810691913,0.4249878208060381,0.4251304695000409,-0.6702634036741151,0.6904034484209182,0.2734986809341404
RBM33,22,gainsboro,gainsboro,5,-0.4458888614502022,0.26943571740019395,0.36944676650544683,0.5875582790280685,0.3934632616619394,0.5863229604042632,0.4043734514090884,0.6312950877652417,-0.2543577258138626,0.5298955278451327,0.6356406847165645
TBC1D22A,25,gainsboro,gainsboro,5,-0.36272694730364136,0.7024534175528342,0.30733760480699734,0.5102139821178991,0.05021755244720946,0.5834379640873257,0.22277950089837642,0.4079775667868111,-0.319727821605546,0.5127551619271347,0.14083839381797142
VAPA,21,gainsboro,gainsboro,5,-0.5772387843415097,0.13523054290437228,0.25628722549970234,0.5545637846373122,0.30096929665623656,0.5799037724359972,0.24827413157375847,0.2773596124451297,0.1712195289219446,0.36226849667626904,-0.04482278264514758
