,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEbrown,kMEdarkgrey,kMEdimgrey,kMEfirebrick,kMEgainsboro,kMElightcoral,kMElightgrey,kMEsilver,kMEsnow,kMEwhitesmoke
DYNC1H1,25,black,black,0,0.6176929430851085,-0.030000374748012225,-0.12604472117674737,-0.4663180887927405,0.040636752299300895,-0.052033954521214,0.021210238776719167,0.05541918155974315,-0.4629333970602786,-0.1720893786514899,0.041363333593502034
SIPA1L1,25,black,black,0,0.6162254624008567,-0.24382797957077101,-0.004409216157787074,-0.4491965333724835,0.24420731981352545,-0.025878397209600088,-0.13647821011269654,0.0741974006641453,-0.2682373605589497,-0.22196685823050133,-0.13736483754890916
SEPTIN9,25,black,black,0,0.6124917108806109,-0.15235801119723866,-0.5631747879140433,-0.7421037911793591,-0.18650427803728847,-0.6222241402932097,-0.4894652129174935,-0.4781292215780859,0.24565778964812937,-0.6353975340683624,-0.5318522411355971
TAOK3,25,black,black,0,0.6020266759217521,-0.008905490710441775,-0.024451377517702218,-0.383883927240124,0.07857950888548207,-0.299067683985422,-0.3600674518140413,0.2109799060151371,-0.33143902930291164,-0.0539045126960929,-0.052144332296006866
FAM49B,25,black,black,0,0.5943188462744561,-0.2935576466864978,-0.05756204284303035,-0.5720797328001821,-0.02399510386023652,-0.6691097829927921,-0.36235960319626814,-0.2369496542569564,0.0004453313509891548,-0.41393718334635177,-0.4163501127063828
MAP3K5,25,black,black,0,0.5849765558801131,-0.5040428775054562,-0.38119696430412336,-0.5711431857432577,0.09295794806973877,-0.4379835507609034,-0.3465928007716279,-0.2864301386066704,0.018959720403356497,-0.45190248150815615,-0.05459688787680146
RNF19A,25,black,black,0,0.583929179302308,0.06135865094184477,-0.2019092676945085,-0.41476225998804017,-0.0058287287317409005,-0.24520316690641072,0.07050226350870217,0.06174634215998403,-0.2484347853106455,-0.1971702153059161,-0.20287171940557752
GATAD2B,25,black,black,0,0.5806436447505846,-0.09853991755195264,0.026940434339154423,-0.37881976359479264,0.10723892815483278,-0.21519994582097526,-0.11715703781062041,0.25645808955493116,-0.39880447242647205,-0.1879059776963773,0.2631419404148237
RABGAP1L,25,black,black,0,0.5801803598637035,-0.23873062309772808,-0.18874658234401367,-0.49244546139202866,0.36212120588094737,-0.12689786950471277,-0.23095153069587943,-0.04343565342364303,-0.20939955127094045,-0.3412019718891194,-0.2482498670812536
SYNE1,25,black,black,0,0.5799042658748556,-0.27359824674624866,0.23161839152570496,-0.29854176118115483,0.3058182592452309,-0.018754768109612602,-0.058172646110419945,0.25323454135883067,-0.5670219988506301,-0.12021551333350212,0.2783099012267262
