"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0502.2","MA0502.2",3,2865,11.1111111111111,7.1625,1.55128950940469,0.304613258438102,"NFYB",0.656622269463147
"MA1125.1","MA1125.1",6,6804,22.2222222222222,17.01,1.30642105950748,0.30553810804499,"ZNF384",0.656622269463147
"MA1649.1","MA1649.1",3,2886,11.1111111111111,7.215,1.54000154000154,0.3085876062301,"ZBTB12",0.656636053339477
"MA0510.2","MA0510.2",2,1659,7.40740740740741,4.1475,1.78599334717478,0.309120937822301,"RFX5",0.656636053339477
"MA0737.1","MA0737.1",2,1660,7.40740740740741,4.15,1.78491744756805,0.309373448217923,"GLIS3",0.656636053339477
"MA1985.1","MA1985.1",2,1662,7.40740740740741,4.155,1.78276953246869,0.309878431279111,"ZNF669",0.656636053339477
"MA1478.1","MA1478.1",2,1664,7.40740740740741,4.16,1.78062678062678,0.310383363398846,"DMRTA2",0.656636053339477
"MA1119.1","MA1119.1",3,2901,11.1111111111111,7.2525,1.53203876058064,0.31142882333733,"SIX2",0.656636053339477
"MA1638.1","MA1638.1",3,2905,11.1111111111111,7.2625,1.52992924077261,0.312186794145503,"HAND2",0.656636053339477
"MA0712.2","MA0712.2",2,1690,7.40740740740741,4.225,1.75323252246329,0.31694250222203,"OTX2",0.664618822841348
"MA1126.1","MA1126.1",2,1695,7.40740740740741,4.2375,1.74806074511089,0.318202735611191,"FOS::JUN.1",0.665245598317052
"MA1483.2","MA1483.2",3,2942,11.1111111111111,7.355,1.51068811843795,0.319203592717859,"ELF2",0.66532797036373
"MA0024.3","MA0024.3",1,573,3.7037037037037,1.4325,2.58548251567449,0.322739710515046,"E2F1",0.667274479110756
"MA0692.1","MA0692.1",2,1714,7.40740740740741,4.285,1.72868317559099,0.322987922229199,"TFEB",0.667274479110756
"MA1145.1","MA1145.1",2,1716,7.40740740740741,4.29,1.72666839333506,0.323491268886209,"FOSL2::JUND.1",0.667274479110756
"MA1535.1","MA1535.1",2,1718,7.40740740740741,4.295,1.7246583020739,0.32399454477054,"NR2C1",0.667274479110756
"MA0772.1","MA0772.1",4,4285,14.8148148148148,10.7125,1.38294654047279,0.327002517319083,"IRF7",0.671471044465298
"MA0871.2","MA0871.2",2,1738,7.40740740740741,4.345,1.70481183139411,0.329023256386302,"TFEC",0.672005633449879
"MA0470.2","MA0470.2",1,587,3.7037037037037,1.4675,2.52381853744716,0.329205071877903,"E2F4",0.672005633449879
"MA1631.1","MA1631.1",5,5663,18.5185185185185,14.1575,1.30803591866633,0.333377639132847,"ASCL1.1",0.678521547882148
"MA1505.1","MA1505.1",1,612,3.7037037037037,1.53,2.42072137496974,0.34060282195878,"HOXC8",0.690095731615705
"MA0140.2","MA0140.2",2,1786,7.40740740740741,4.465,1.65899382024802,0.341058873139554,"GATA1::TAL1",0.690095731615705
"MA1730.1","MA1730.1",4,4407,14.8148148148148,11.0175,1.34466211162376,0.346497761137659,"ZNF708",0.69905670760134
"MA1651.1","MA1651.1",3,3100,11.1111111111111,7.75,1.4336917562724,0.349232807133794,"ZFP42",0.702526460862167
"MA0161.2","MA0161.2",3,3128,11.1111111111111,7.82,1.4208581983518,0.354556807444421,"NFIC",0.711169016671128
"MA0147.3","MA0147.3",2,1849,7.40740740740741,4.6225,1.60246780041264,0.356771768082233,"MYC",0.712974045909099
"MA1963.1","MA1963.1",2,1852,7.40740740740741,4.63,1.59987201023918,0.357517332269447,"SATB1",0.712974045909099
"MA1485.1","MA1485.1",3,3155,11.1111111111111,7.8875,1.40869871456242,0.359689050134375,"FERD3L",0.715243743370654
