"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0077.1","MA0077.1",2,1559,5.40540540540541,3.8975,1.38689041832082,0.425657032200118,"SOX9",0.561056507204727
"MA1948.1","MA1948.1",2,1563,5.40540540540541,3.9075,1.3833411146271,0.426948078894552,"ETV5::HOXA2",0.561067345469916
"MA0900.2","MA0900.2",1,598,2.7027027027027,1.495,1.80782789478442,0.427406549374847,"HOXA2",0.561067345469916
"MA0035.4","MA0035.4",2,1569,5.40540540540541,3.9225,1.37805109124421,0.428882024040729,"GATA1",0.561067345469916
"MA1579.1","MA1579.1",5,4627,13.5135135135135,11.5675,1.16823112284534,0.428908418719054,"ZBTB26",0.561067345469916
"MA0817.1","MA0817.1",1,603,2.7027027027027,1.5075,1.79283761373314,0.430090077822169,"BHLHE23",0.561551573307436
"MA0757.1","MA0757.1",2,1590,5.40540540540541,3.975,1.35985041645419,0.435625692518526,"ONECUT3",0.567708058800037
"MA0482.2","MA0482.2",3,2607,8.10810810810811,6.5175,1.24405187696327,0.4369177554286,"GATA4",0.568321591647727
"MA1485.1","MA1485.1",4,3649,10.8108108108108,9.1225,1.18507106723056,0.440146938388607,"FERD3L",0.56983394729721
"MA0104.4","MA0104.4",2,1606,5.40540540540541,4.015,1.34630271616573,0.44073700703708,"MYCN",0.56983394729721
"MA0600.2","MA0600.2",2,1607,5.40540540540541,4.0175,1.3454649422291,0.441055685310002,"RFX2",0.56983394729721
"MA0509.3","MA0509.3",2,1608,5.40540540540541,4.02,1.34462821029985,0.441374271316914,"RFX1",0.56983394729721
"MA0607.2","MA0607.2",1,642,2.7027027027027,1.605,1.68392691757178,0.450605776019742,"BHLHA15",0.578877181247927
"MA1592.1","MA1592.1",3,2663,8.10810810810811,6.6575,1.21789081608834,0.450882992200876,"ZNF274",0.578877181247927
"MA0914.1","MA0914.1",2,1638,5.40540540540541,4.095,1.32000132000132,0.450888440307273,"ISL2",0.578877181247927
"MA0093.3","MA0093.3",3,2688,8.10810810810811,6.72,1.20656370656371,0.457078064436255,"USF1",0.584768997914803
"MA0014.3","MA0014.3",2,1659,5.40540540540541,4.1475,1.30329244253295,0.4574974470841,"PAX5",0.584768997914803
"MA1593.1","MA1593.1",4,3733,10.8108108108108,9.3325,1.15840458728217,0.458012712239629,"ZNF317",0.584768997914803
"MA1146.1","MA1146.1",2,1678,5.40540540540541,4.195,1.28853525754598,0.463440058534649,"NR1H4::RXRA",0.590608693381173
"MA0826.1","MA0826.1",1,669,2.7027027027027,1.6725,1.61596574152628,0.464386114215086,"OLIG1",0.590726454111837
