"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0803.1","MA0803.1",36,2898,5.24017467248908,7.245,0.723281528293869,0.986176160136525,"TBX15",0.999425878006513
"MA1950.1","MA1950.1",75,5479,10.9170305676856,13.6975,0.797008984682284,0.987770076967119,"FLI1::FOXI1",0.999425878006513
"MA0063.2","MA0063.2",25,2171,3.63901018922853,5.4275,0.670476313077573,0.988738858542633,"NKX2-5",0.999425878006513
"MA1935.1","MA1935.1",70,5237,10.1892285298399,13.0925,0.778249267125445,0.991813715962083,"ERF::FOXI1",0.999425878006513
"MA0473.3","MA0473.3",133,9239,19.3595342066958,23.0975,0.838165784465668,0.992481904641029,"ELF1",0.999425878006513
"MA0805.1","MA0805.1",40,3267,5.82241630276565,8.1675,0.712876192563899,0.992506881862621,"TBX1",0.999425878006513
"MA1953.1","MA1953.1",75,5581,10.9170305676856,13.9525,0.782442613702604,0.992631536788015,"FOXO1::ELF1",0.999425878006513
"MA0761.2","MA0761.2",131,9160,19.0684133915575,22.9,0.832681807491594,0.993807433175897,"ETV1",0.999425878006513
"MA0904.2","MA0904.2",4,624,0.582241630276565,1.56,0.373231814279849,0.994479968225903,"HOXB5",0.999425878006513
"MA0645.1","MA0645.1",55,4345,8.00582241630277,10.8625,0.737014721869069,0.995093106859086,"ETV6",0.999425878006513
"MA0062.3","MA0062.3",133,9454,19.3595342066958,23.635,0.819104472464387,0.997109782797292,"GABPA",0.999951623479687
"MA1508.1","MA1508.1",121,9105,17.6128093158661,22.7625,0.773764275271437,0.999641604804867,"IKZF1",0.999951623479687
"MA0598.3","MA0598.3",123,9574,17.9039301310044,23.935,0.74802298437453,0.999951623479687,"EHF",0.999951623479687
